abandon: abandon,abandoned
ebb: ebbing
echo: echo,echoed,echoes,echoing
echoes: echoes
eclipse: eclipse
economic: economic
economical: economical
economist: economist
economy: economy
edge: edge
edging: edgings
edifice: edifice
educate: educate
education: education
educational: educational
edward: edward
edwin: edwin
efface: efface,effaced
effective: effective
effectual: effectual
effectually: effectually
efficient: efficient
effort: effort,efforts
egg: egg,egging,eggs
egypt: egypt
eighteen: eighteen
eighth: eighth
eject: eject
eke: eke
elaborate: elaborate
elbow: elbow,elbowing,elbows
eld: elder,eldest
elder: elders
elect: elected,elects
election: election,elections
electioneering: electioneering
elegant: elegant
element: element,elements
elementary: elementary
elevate: elevating
elevated: elevated
elevation: elevation
eleventh: eleventh
eliminate: eliminated
elizabeth: elizabeth
ellen: ellen
eloquence: eloquence
eloquent: eloquent
emanate: emanated
emancipation: emancipation
ember: embers
embodiment: embodiment
embody: embodied,embodies
embrace: embrace,embraced,embracing
embroiderer: embroiderers
emerald: emerald
emerge: emerged
emergency: emergencies,emergency
emigrant: emigrants
emigrate: emigrate
emigration: emigration
eminence: eminence
eminent: eminent
eminently: eminently
emotion: emotions
emphasize: emphasized,emphasizing
emphatic: emphatic
employ: employ,employed,employs
employee: employee
employer: employer,employers
employment: employment
emulate: emulates
en: en
enable: enable,enabled,enables
enactment: enactment
enclose: enclosing
encounter: encounter,encountered,encountering,encounters
encourage: encourage,encouraged
encroachment: encroachment,encroachments
encumbrance: encumbrance
endeavor: endeavored
endless: endless
endorsement: endorsement
endow: endowed
endure: endure
enemy: enemy
energetic: energetic
energetically: energetically
energy: energies,energy
enforce: enforce,enforcing
engage: engaged
engender: engendered
engine: engine
england: england
english: english
engulf: engulfed
enjoy: enjoyed,enjoying,enjoys
enjoyment: enjoyment
enlighten: enlightened
enlightened: enlightened
enlist: enlisted,enlisting
enormous: enormous
enormously: enormously
enslave: enslaved
ensnare: ensnared
ensue: ensues
entail: entails
enter: enter,entered,entering,enters
enterprise: enterprise,enterprises
entertained: entertained
enthusiasm: enthusiasm
entire: entire
entitle: entitle,entitled
entrance: entrance
entreat: entreated
entreaty: entreaty
entrust: entrust
entry: entries
enumerate: enumerates
enumeration: enumeration
environment: environment
ephemeral: ephemeral
epidemic: epidemic,epidemics
episode: episode
equal: equal
equally: equally
equivalent: equivalent
era: era
erect: erected,erects
erection: erection
errand: errand
erroneously: erroneously
error: error
eruption: eruption
escape: escape,escaped,escapes,escaping
essence: essence
essential: essential
essex: essex
establish: established
establishment: establishment,establishments
estate: estate,estates
estimate: estimate,estimated,estimates
eternal: eternal
ethic: ethics
europe: europe
european: european
evade: evade,evaded
eve: eve
evening: evening
event: event,events
eventually: eventually
everlasting: everlasting
everyday: everyday
eviction: eviction,evictions
evidence: evidence,evidences
evident: evident
evidently: evidently
evil: evil,evils
evince: evinced
evolution: evolution
exact: exact,exacted,exacting,exacts
exacting: exacting
exaggerated: exaggerated
exalt: exalt
examination: examination
examine: examined,examining
exceed: exceed,exceeded,exceeds
exceedingly: exceedingly
excellence: excellence
excellent: excellent
exception: exception,exceptions
exceptional: exceptional
excessive: excessive
excessively: excessively
exchange: exchange,exchanged
exchangeable: exchangeable
excise: excise
excite: excite,excited,excites
excitement: excitement
exciting: exciting
exclaim: exclaim
exclude: excluded
exclusive: exclusive
exclusively: exclusively
exclusiveness: exclusiveness
excursion: excursion,excursions
excuse: excuse
execution: execution
exemplary: exemplary
exercise: exercise,exercised,exercises
exhausted: exhausted
exhaustion: exhaustion
exhaustive: exhaustive
exhibit: exhibit,exhibited,exhibits
exhibition: exhibition
exigency: exigency
exist: exist,exists
existence: existence
exorbitant: exorbitant
expand: expands
expect: expect,expected,expecting
expectant: expectant
expectation: expectation
expedient: expedient,expedients
expedition: expedition
expend: expended
expense: expense,expenses
expensive: expensive
experience: experience,experienced,experiences
experienced: experienced
experiment: experiment,experimented,experiments
expert: expert,experts
expiration: expiration
explain: explain,explained,explaining,explains
explanation: explanation
exploit: exploits
explore: explore,exploring
explorer: explorers
expose: expose
exposure: exposure
expound: expound
express: express,expressed
expression: expression
expressive: expressive
extend: extend,extended,extending,extends
extensive: extensive
extensively: extensively
extent: extent
extenuation: extenuation
exterminate: exterminating
extinct: extinct
extol: extols
extortionate: extortionate
extra: extra
extraordinary: extraordinary
extravagant: extravagant
extreme: extreme,extremes
extremely: extremely
exuberance: exuberance
exultant: exultant
eye: eye,eyes
eyed: eyed
faced: faced
faction: faction,factions
factor: factor
factory: factories,factory
faculty: faculty
fad: fad
fade: faded
fagin: fagin
fail: fail,failed,failing,fails
failure: failure
faint: fainted
faintly: faintly
fair: fair,fairest
faith: faith
faithful: faithful
faithfully: faithfully
fall: fall,fallen,falling,falls,fell
fallacy: fallacy
false: false
falter: faltering
familiar: familiar
family: families,family
famish: famishing
famous: famous
fan: fan,fanned
fanatic: fanatic
fancy: fancy
farce: farce
fare: fare,fares
farm: farm,farms
farmer: farmer,farmers
farming: farming
farth: farthest
fascination: fascination
fashion: fashion
fashionable: fashionable
fashioned: fashioned
fast: fast,faster
fasten: fastened
fastness: fastnesses
fat: fat
fatal: fatal
fatally: fatally
fate: fate
father: father,fathers
faucet: faucet,faucets
fault: fault,faults
favor: favor
favorable: favorable
favored: favored
favorite: favorite
fear: fear,fearing,fears
fearful: fearful
fearfully: fearfully
feast: feast
feature: feature,features
february: february
fee: fee,fees
feeble: feeble
feed: fed,feed,feeding,feeds
feel: feel,feeling,feels
feeling: feeling,feelings
fellow: fellow,fellows
fellowship: fellowship
female: female,females
fence: fence,fenced,fences
ferocity: ferocity
fertile: fertile
festive: festive
fetch: fetches,fetching
fetter: fetters
feud: feuds
fever: fever
fiction: fiction
fiddle: fiddles
field: field,fields
fiend: fiend,fiends
fiendish: fiendish
fierce: fierce,fiercest
fiery: fiery
fight: fight,fighting,fights,fought
figure: figure,figured,figures
file: file,files
filler: filler
filling: filling
filth: filth
filthy: filthiest,filthy
final: final
finally: finally
finance: finance
financial: financial
financier: financiers
fine: fine,fined,fines,finest
finger: finger,fingering,fingers
finish: finish,finished,finishes,finishing
finished: finished
finisher: finisher
finishing: finishing
finnish: finnish
firebug: firebugs
fireman: firemen
fireside: firesides
firm: firm,firms
firmly: firmly
fish: fish
fist: fist
fit: fit,fits,fitted,fitting
flag: flag,flags
flagrant: flagrant
flagstone: flagstones
flame: flame,flames
flannel: flannel
flash: flash
flat: flat,flats,flatter
flattering: flattering
flavor: flavor
flee: fled
fleet: fleet
flesh: flesh
flexible: flexible
flight: flight,flights
fling: flung
float: float,floated,floating
floater: floaters
flock: flock
flood: flood
floor: floor,floors
flopping: flopping
flotsam: flotsam
flourish: flourish,flourished
flow: flows
flower: flower,flowers
flue: flue
flutter: flutters
fly: fly,flying
foe: foe
fold: fold
folk: folk,folks
follow: follow
fond: fond
fondly: fondly
food: food
fool: fool
foolishly: foolishly
foot: feet,foot,foots
footed: footed
foothold: foothold
footnote: footnotes
forbid: forbade,forbidden,forbidding
force: force,forced,forces,forcing
foreground: foreground
foreign: foreign
foreigner: foreigner
foremost: foremost
foresight: foresight
forest: forest
foretaste: foretaste
forge: forged
forget: forget,forgets,forgetting,forgot,forgotten
forgetfulness: forgetfulness
forlorn: forlorn
form: form,formed,forming,forms
formal: formal
formality: formality
forsake: forsook
forsooth: forsooth
forthwith: forthwith
fortune: fortune,fortunes
forum: forum
foster: fostered,fostering
foul: foul,fouler
foulness: foulness
foundation: foundation
foundling: foundlings
foundry: foundry
fourteen: fourteen
fourteenth: fourteenth
fourth: fourth,fourths
fowl: fowl
fox: foxes
fragment: fragments
frame: frame
franc: francs
france: france
franklin: franklin
frankness: frankness
frantic: frantic
fraud: fraud,frauds
fred: fred
freedom: freedom
freemasonry: freemasonry
freethinker: freethinkers
freethinkers: freethinkers
french: french
frequent: frequent
frequently: frequently
fresh: fresh
fret: fretting
fretful: fretful
fretfully: fretfully
friday: friday
friend: friend,friends
friendly: friendliest,friendly
friendship: friendship
fright: fright
frighten: frightened
frightened: frightened
frightful: frightful
frog: frog
frontier: frontier
frontispiece: frontispiece
frost: frosted
froth: froth
frowsy: frowsy
fruit: fruit,fruits
fruitless: fruitless
fry: frying
fugitive: fugitives
fullness: fullness
fume: fumes
fun: fun
fund: fund,funds
funds: funds
funeral: funeral,funerals
fur: fur
furious: furious
furnace: furnaces
furnish: furnished,furnishes
furniture: furniture
fury: fury
fusillade: fusillade
fuss: fuss
future: future
gag: gag
gaily: gaily
gain: gain,gained
gallantly: gallantly
gallery: gallery
galling: galling
gallows: gallows
gamble: gamble
gambler: gambler,gamblers
gambling: gambling
game: game,games
gang: gang,gangs
gangway: gangway
gap: gap,gaps
gape: gaping
garden: garden,gardens
garfield: garfield
garment: garment,garments
garner: garnered,garnering
garret: garret,garrets
gas: gas,gases
gasp: gasping
gate: gate,gates
gateway: gateway
gather: gather,gathered,gathering,gathers
gathering: gathering,gatherings
gatling: gatling
gaudy: gaudy
gauge: gauged
gay: gay
gayly: gayly
generation: generation,generations
generous: generous
genesis: genesis
genius: genius
genoa: genoa
gentiles: gentiles
gentle: gentle,gentlest
gentleman: gentleman
genuine: genuine
germ: germs
german: german,germans
germany: germany
gesticulate: gesticulating
gesture: gesture
gewgaw: gewgaws
ghastly: ghastly
ghost: ghosts
gift: gift
gigantic: gigantic
gimcrack: gimcracks
ginger: ginger
girl: girl,girls
girls: girls
giver: giver
glad: glad
glance: glance,glances
glasgow: glasgow
glass: glass
gleam: gleam
glean: gleaned
glimpse: glimpse,glimpses
glisten: glisten
gloom: gloom
gloomily: gloomily
glory: glory
glove: gloves
gloved: gloved
glow: glow,glowing
glower: glower
gnarl: gnarled
goad: goaded
goal: goal
goat: goat
god: god
goddess: goddess
gold: gold
goodly: goodly
goose: geese
gorgeous: gorgeous
gospel: gospel
gotham: gotham
govern: govern,governed
government: government,governments
gown: gowns
grace: grace
gracefully: gracefully
grade: grade,grades
gradual: gradual
gradually: gradually
graduating: graduating
grand: grand
grandmother: grandmother
granny: granny
grant: grant,granted
grapple: grappling
grasp: grasp,grasped,grasping
grass: grass
grate: grated,grating
grateful: grateful
gratify: gratifying
gratifying: gratifying
gratitude: gratitude
grave: grave
graveyard: graveyard
gravitate: gravitate,gravitates
gravitation: gravitation
gray: gray
greasy: greasy
greatly: greatly
greatness: greatness
greed: greed
greedy: greedy
greek: greek
green: green,greens
greeting: greeting
gregarious: gregarious
grenade: grenades
grief: grief
grievance: grievances
grievous: grievous
grimly: grimly
grimy: grimy
grin: grin
grind: grinding,ground
grip: grip
grippe: grippe
groan: groaned,groaning
grocer: grocer
grocery: groceries
groggery: groggeries
groove: groove
grope: grope,groped,gropes,groping
gross: gross
ground: ground
grounds: grounds
groundwork: groundwork
grove: grove
grow: grew,grow,growing,grown,grows
growl: growl,growls
growler: growler
growling: growling
grown: grown
growth: growth
grub: grub,grubbing
grudge: grudge
grumble: grumble,grumbling
grunt: grunts
guarantee: guarantee
guard: guard,guards
guards: guards
guess: guess,guessed
guest: guest,guests
guide: guide,guided,guiding
guilds: guilds
guillotine: guillotine
guilt: guilt
guilty: guilty
guise: guise
gun: gun,guns
gunpowder: gunpowder
gutter: gutter,gutters
guttural: gutturals
guy: guying
gymnasium: gymnasium
habit: habit,habits
habitation: habitation,habitations
habitually: habitually
hacking: hacking
hag: hag,hags
haggard: haggard
haggle: haggling
hail: hail,hailed
hair: hair
halfway: halfway
hall: hall,halls
hallway: hallway,hallways
hallways: hallways
halt: halted
hamburg: hamburg
hamilton: hamilton
hammer: hammer
hammock: hammock
hamper: hampers
hand: hand,hands
handcuffs: handcuffs
handed: handed
handful: handful
handle: handle,handles
handsome: handsome,handsomest
handsomely: handsomely
handy: handy
hang: hang,hanged,hanging,hangs,hung
hanging: hanging
hapless: hapless
happen: happened
happening: happenings
happily: happily
happiness: happiness
happy: happier,happiest,happy
harbor: harbor,harbored,harboring,harbors
hard: hard,harder,hardest
harden: hardened
hardened: hardened
hardship: hardship,hardships
harlem: harlem
harm: harm
harmless: harmless
harmlessly: harmlessly
harmonious: harmonious
harsh: harsh,harshest
harshly: harshly
hart: hart
hartford: hartford
harvest: harvest
haste: haste
hat: hat,hats
hatch: hatched
hatchet: hatchet
hate: hate,hates
hatred: hatred
haunt: haunt,haunts
haunting: haunting
hawk: hawked
hay: hay
head: head,headed,heading,heads
headlong: headlong
headquarters: headquarters
headway: headway
healing: healing
health: health
healthy: healthier,healthy
heap: heap,heaps
hear: hear,heard,hearing,hears
hearse: hearse
heart: heart,hearts
hearted: hearted
hearth: hearth
heartless: heartless
heat: heat,heats
heathen: heathen
heathenish: heathenish
heave: heaves
heaven: heaven
heaver: heaver
heavily: heavily
heavy: heavier,heaviest,heavy
hebrew: hebrew
hebrews: hebrews
hedge: hedge
heed: heeded,heeding
heedless: heedless
heel: heel,heels
hegira: hegira
height: height
heinous: heinous
helper: helper,helpers
helpless: helpless
helplessness: helplessness
hem: hem
hen: hen
herald: heralds
herb: herb
herd: herd,herds
herding: herding
hereditary: hereditary
heritage: heritage
hero: hero,heroes
heroic: heroic
heroism: heroism
hesitate: hesitate
hester: hester
heterogeneous: heterogeneous
hidden: hidden
hide: hidden,hide,hides,hiding
hideous: hideous
hiding: hiding
highly: highly
highway: highway
highwayman: highwaymen
hilarity: hilarity
hill: hill,hills
hilt: hilt
hinge: hinges
hint: hint
hire: hire,hired,hires,hiring
historian: historian
history: history
hit: hit,hitting
hitch: hitched
hitherward: hitherward
hive: hive,hives
hoard: hoard,hoarded,hoards
hod: hod
hog: hog,hogs
hold: held,hold,holding,holds
hole: hole,holes
holiday: holiday,holidays
hollow: hollow
holy: holy
homage: homage
homeless: homeless
homelessness: homelessness
homely: homeliest
homes: homes
homesickness: homesickness
homeward: homeward
honest: honest
honestly: honestly
honesty: honesty
honeycomb: honeycombed
honor: honor,honors
honorable: honorable
honored: honored
honors: honors
hoodlum: hoodlum
hook: hook
hookey: hookey
hope: hope,hoped,hopes
hopeful: hopeful
hopeless: hopeless
hopelessly: hopelessly
horde: horde,hordes
horrible: horrible
horror: horror,horrors
horse: horse
hospital: hospital,hospitals
hospitality: hospitality
host: host,hosts
hostelry: hostelry
hostility: hostility
hot: hot
hotel: hotel,hotels
hotly: hotly
hour: hour,hours
houri: houris
hourly: hourly
house: house,housed,houses,housing
household: household,households
housekeep: housekeeping
housekeeper: housekeeper
housekeeping: housekeeping
houses: houses
housetops: housetops
housing: housing
houston: houston
hovel: hovel,hovels
howitzer: howitzer
howl: howling,howls
huckster: hucksters
huddle: huddled
hudson: hudson
hue: hue
huge: huge
hum: hum
human: human
humane: humane
humanity: humanity
humanly: humanly
humble: humble,humblest
humor: humor,humored
hump: humped
hundredfold: hundredfold
hundredth: hundredth
hungary: hungary
hunger: hunger
hungrily: hungrily
hungry: hungry
hunt: hunt,hunted,hunting,hunts
hunting: hunting
hurried: hurried
hurry: hurried,hurry
hurt: hurt
husband: husband,husbands
hush: hush,hushed
hustling: hustling
hydrant: hydrant
hygiene: hygiene
hygienic: hygienic
hyphenate: hyphenated
hyphenation: hyphenation
icy: icy
idea: idea
ideal: ideal
idle: idle,idling
idleness: idleness
idler: idler
idol: idols
idolatry: idolatry
ignorance: ignorance
ignorant: ignorant
iii: iii
illegal: illegal
illegitimate: illegitimate
illness: illness
illogical: illogical
illogically: illogically
illustrate: illustrate
illustration: illustration,illustrations
image: images
imaginable: imaginable
imagine: imagine,imagined
imitator: imitators
immense: immense
immensely: immensely
immigrant: immigrant,immigrants
immigration: immigration
imminent: imminent
immoderately: immoderately
immorality: immorality
impart: impart
impartiality: impartiality
impatient: impatient
impel: impels
imperturbable: imperturbable
impetus: impetus
implicitly: implicitly
implore: implore
imply: implies
importation: importation
impose: imposed,imposes,imposing
impossibility: impossibility
impossible: impossible
impracticable: impracticable
impressed: impressed
impression: impression
improper: improper
improve: improve,improved,improving
improved: improved
improvement: improvement,improvements
improvidence: improvidence
improvident: improvident
improvise: improvised
impulse: impulse
impulsive: impulsive
impunity: impunity
imputation: imputation
inability: inability
inadequate: inadequate
inanition: inanition
incessant: incessant
incessantly: incessantly
incident: incident,incidents
incidental: incidental
incite: inciting
inclination: inclination
incline: incline,inclined
inclined: inclined
include: include,included,includes,including
income: income
incomparable: incomparable
incongruity: incongruities
inconsiderable: inconsiderable
inconsistency: inconsistencies
inconsistent: inconsistent
incorporation: incorporation
increase: increase,increased,increases,increasing
incredible: incredible
inculcate: inculcate
indebted: indebted
indefinitely: indefinitely
independence: independence
independent: independent
independently: independently
indictment: indictments
indifference: indifference
indifferent: indifferent
indifferently: indifferently
indigent: indigent
indignant: indignant
indignation: indignation
individual: individual,individuals
individuality: individuality
indomitable: indomitable
indoors: indoors
induce: induced
inducement: inducement
indulge: indulging
industrial: industrial
industrious: industrious
industriously: industriously
industry: industry
ineffective: ineffective
ineffectual: ineffectual
inevitable: inevitable
inevitably: inevitably
inexhaustible: inexhaustible
inexorable: inexorable
inexpressibly: inexpressibly
infallible: infallible
infamous: infamous
infamy: infamy
infant: infant,infants
infants: infants
infectious: infectious
infer: inferred
inferior: inferior
infernal: infernal
infidel: infidel,infidels
infinitely: infinitely
inflame: inflamed,inflaming
influence: influence,influences
influx: influx
inform: informed
infrequent: infrequent
infrequently: infrequently
infringement: infringement
infuse: infused
ingenuity: ingenuity
ingratitude: ingratitude
ingredient: ingredients
ingress: ingress
inhabit: inhabit,inhabited,inhabits
inhabitant: inhabitants
inhalation: inhalation
inherent: inherent
inherit: inherit,inherited
inheritance: inheritance
inhuman: inhuman
iniquity: iniquities,iniquity
injunction: injunction
injure: injured
injustice: injustice
ink: ink
inlet: inlet
inmate: inmates
innocent: innocent
innumerable: innumerable
inoffensive: inoffensive
inoffensiveness: inoffensiveness
inordinate: inordinate
inordinately: inordinately
inquire: inquire,inquiring
inquiry: inquiries,inquiry
inquisitive: inquisitive
inroad: inroads
insane: insane
insanity: insanity
insatiate: insatiate
inscription: inscription
insensible: insensible
inseparable: inseparable
insider: insider,insiders
insist: insist,insisted,insisting,insists
inspect: inspected
inspection: inspection,inspections
inspector: inspector
inspire: inspire
install: installed
instalment: instalment
instance: instance,instances
instant: instant
instinct: instinct,instincts
instinctive: instinctive
instinctively: instinctively
institute: institute
institution: institution,institutions
instruct: instruct,instructed,instructing
instruction: instruction,instructions
instrumentality: instrumentality
insult: insult
insurance: insurance
insure: insure,insured,insuring
integrity: integrity
intellectual: intellectual
intelligence: intelligence
intelligent: intelligent
intelligently: intelligently
intemperance: intemperance
intend: intended,intending
intense: intense
intensely: intensely
intensify: intensifying
intensity: intensity
intent: intent
intention: intention,intentions
interdict: interdicted
interfere: interfere
interference: interference
interim: interim
interior: interior
interminable: interminable
intermingle: intermingled
internal: internal
international: international
interpret: interprets
interpreter: interpreter
interval: intervals
intervention: intervention
intimately: intimately
intolerable: intolerable
intrench: intrenched
introduce: introduced
introduction: introduction
introspective: introspective
intrude: intrude
intruder: intruder,intruders
intrusion: intrusion
intuitively: intuitively
invade: invade,invaded
invalid: invalid
invariable: invariable
invariably: invariably
inveigle: inveigling
invent: invent,invented
invest: invested,investing
investigate: investigate,investigated,investigating
investigation: investigation
investment: investment
invitation: invitation
invite: invite,invited,invites,inviting
invoke: invoke,invoked
involve: involved,involving
involved: involved
ireland: ireland
irene: irene
irish: irish
irishman: irishman
iron: iron,ironing,irons
ironer: ironer
irresponsible: irresponsible
isaac: isaac
ishmael: ishmael
island: island,islands
isolate: isolated,isolating
isolation: isolation
israel: israel
israelite: israelite
issue: issue,issued,issues
italian: italian,italians
italy: italy
item: item,items
iv: iv
ix: ix
jacket: jackets
jacob: jacob
jail: jail,jails
jailor: jailor
jam: jammed
james: james
janitor: janitor
jargon: jargon
jeer: jeer
jersey: jersey
jerusalem: jerusalem
jesus: jesus
jetsam: jetsam
jew: jew
jewel: jewels
jewish: jewish
jewry: jewry
jews: jews
jimmy: jimmy
job: job
john: john
johnny: johnny
joint: joint,joints
joke: joke
jolly: jolly
joss: joss
jostle: jostle
journey: journey,journeys
joy: joy
joyless: joyless
joyous: joyous
judge: judge,judged,judges,judging
judgment: judgment
judicious: judicious
jug: jug
july: july
jump: jump
jumper: jumper
june: june
junk: junk
jurisdiction: jurisdiction
justice: justice,justices
justifiable: justifiable
justified: justified
justly: justly
juvenile: juvenile
kaftan: kaftan
keen: keen,keenest
keeper: keeper,keepers
keeping: keeping
keg: keg,kegs
kerchief: kerchiefs
kerosene: kerosene
kettle: kettle
key: key
keynote: keynote
kick: kick,kicks
kid: kid,kids
kill: kill,killed,killing,kills
killing: killing
kin: kin
kindergartens: kindergartens
kindle: kindling
kindliness: kindliness
kindly: kindly
kindness: kindness
kindred: kindred
king: king
kit: kit
kitchen: kitchen
kite: kites
kith: kith
knee: knee,knees
knickerbocker: knickerbocker
knickerbockers: knickerbockers
knife: knife
knit: knitting
knock: knock,knocked,knocking,knocks
knot: knot
knowledge: knowledge
knuckle: knuckles
label: labelled
labor: labor,laboring,labors
laborer: laborer,laborers
lace: lace
lack: lack,lacked,lacking,lacks
lad: lad,lads
ladder: ladder,ladders
lady: ladies,lady
lagging: lagging
lair: lair
lamb: lamb
lamentation: lamentation
lamp: lamp
lance: lances
land: land,landed,landing,lands
landing: landing
landlord: landlord,landlords
landmark: landmark
landscape: landscape
lane: lane,lanes
language: language
lap: lap
lapse: lapse,lapses,lapsing
lastly: lastly
late: late
latent: latent
latitude: latitude
laudable: laudable
laugh: laugh,laughed,laughs
laughable: laughable
laughter: laughter
laundry: laundries,laundry
lavish: lavish
law: law,laws
lawful: lawful
lawless: lawless
lawn: lawn
lawyer: lawyers
lay: laid,lay,laying,lays
layer: layer
layman: laymen
lazily: lazily
laziness: laziness
lazy: laziest,lazy
lead: lead,leading,leads,led
leader: leader
leadership: leadership
leaf: leaf,leaves
leak: leaking,leaks
lean: leanest,leaning
learn: learn,learned,learning,learns
learner: learner,learners
learners: learners
learning: learning
lease: leased
leasehold: leasehold
leather: leather
leave: leave,leaves,leaving,left
leaven: leaven
leavening: leavening
lecture: lecture,lectures
ledger: ledger
leer: leer
left: left
leg: leg,legs
legacy: legacy
legal: legal
legend: legend
legged: legged
legislation: legislation
legislative: legislative
legislature: legislature,legislatures
legitimate: legitimate
leisure: leisure
lend: lend,lends
lengthen: lengthened,lengthening
leonard: leonard
lessen: lessened
lesson: lesson,lessons
letter: letter,letters
letting: letting
level: level,levelling
levelling: levelling
lever: lever
levy: levying
liable: liable
liberal: liberal
liberty: liberty
license: licensed
licensed: licensed
lie: lie,lied,lies,lying
lien: lien
life: life,lives
lifeless: lifeless
lifetime: lifetime
lift: lift,lifts
lifting: lifting
light: light
lighted: lighted
lightly: lightly
likeness: likeness
lily: lily
limb: limbs
limit: limit,limited,limits
limited: limited
limp: limp
linen: linen
linger: linger,lingering
lingo: lingo
lining: lining,linings
link: link,links
lion: lion
lip: lips
liquor: liquor
list: list
listen: listen,listened,listening
literally: literally
literature: literature
litigation: litigation
litter: littered
live: live,lived,lives,living
lively: liveliest,lively
living: living
lo: lo
load: load,loaded,loads
loadstone: loadstone
loaf: loaf,loaves
loan: loan
loathe: loathe
loathsome: loathsome
local: local
locality: localities,locality
locate: located,locates
location: location,locations
lock: lock,locked,locking
locker: locker
locking: locking
locust: locust
lodge: lodge,lodged
lodgement: lodgement
lodger: lodger,lodgers
lodgers: lodgers
lodging: lodging
lodgings: lodgings
logic: logic
logical: logical
london: london
lonely: lonely
longing: longing
lookout: lookout
loom: looms
loose: loose
lord: lord
lose: lose,loses,losing,lost
loss: loss
lot: lot,lots
lottery: lottery
loud: loud,louder
loudly: loudly
louis: louis
lounge: lounge
love: love,loves,loving
lover: lover
loving: loving
lowell: lowell
loyal: loyal
loyalty: loyalty
luck: luck
lucky: lucky
ludicrous: ludicrous
ludlow: ludlow
lull: lulling
lullaby: lullaby
lumber: lumber
lump: lumping
lunatic: lunatic
lunch: lunch
lung: lung
lure: lured
lurk: lurks
lush: lush
lust: lusts
luxuriantly: luxuriantly
luxurious: luxurious
luxury: luxury
macadamized: macadamized
macaroni: macaroni
machination: machination
machine: machine,machines
machinery: machinery
mad: mad
madison: madison
madman: madman
madness: madness
maelstrom: maelstrom
magic: magic
magistrate: magistrate
magnificence: magnificence
magnitude: magnitude
main: main
maine: maine
maintain: maintain,maintained,maintaining,maintains
majesty: majesty
majority: majority
maker: maker,makers
makeshift: makeshifts
male: male,males
malodorous: malodorous
mamma: mammas
manage: manage,managed,manages
manageable: manageable
management: management
manager: manager,managers
mandate: mandate
manhattan: manhattan
manhole: manhole
mania: mania
manifest: manifest
manipulation: manipulation
mankind: mankind
manner: manner
mannered: mannered
manual: manual
manufacture: manufactures
manufacturer: manufacturer,manufacturers
manufacturing: manufacturing
manure: manure
map: map,maps
mar: mar
march: march,marched,marching
margin: margin
mark: mark,marking
market: market
marriage: marriage
marry: marrying
martha: martha
marvel: marvelled
marvellous: marvellous
mary: mary
mason: masons
mass: mass,masses
master: master,masters
mat: matted
material: material
materialistic: materialistic
matron: matron
matter: matter,matters
mattress: mattress,mattresses
maxim: maxim
maze: maze
meadow: meadows
meal: meal,meals
meaning: meaning
meanness: meanness
measles: measles
measure: measure,measured,measures
measurement: measurement
meat: meat
mechanic: mechanic,mechanics
meddling: meddling
medical: medical
medicine: medicine,medicines
mediterranean: mediterranean
meet: meet,meets,met
meeting: meeting,meetings
memento: memento
memory: memories,memory
menace: menace
menagerie: menagerie
mend: mended
mendacity: mendacity
mendicancy: mendicancy
mendicant: mendicants
menial: menial
mental: mental
mention: mention,mentioned
merchant: merchants
merciless: merciless
mercy: mercy
mere: mere
merit: merit,merits
merriment: merriment
merry: merry
mesh: meshes
message: message
messenger: messenger,messengers
messiah: messiah
method: method,methods
methodist: methodist
metropolis: metropolis
metropolitan: metropolitan
michigan: michigan
middle: middle
middleman: middleman
midnight: midnight
midst: midst
midwinter: midwinter
mighty: mighty
migration: migration,migrations
mild: mild
mildly: mildly
mile: mile,miles
milestone: milestone,milestones
milk: milk
mind: mind,minds
mingle: mingle,mingling
mingling: mingling
miniature: miniature
minimum: minimum
minister: minister,ministering
ministry: ministry
minor: minors
minute: minutes
minuteness: minuteness
miracle: miracle
miraculously: miraculously
mire: mire
mirth: mirth
miscreant: miscreant
misdeed: misdeeds
miser: miser
miserable: miserable
miserably: miserably
misery: miseries,misery
misfortune: misfortune
misgiving: misgivings
mishap: mishap
misjudge: misjudged
mislay: mislaid
missing: missing
mission: mission,missions
missionary: missionaries,missionary
misspell: misspelled
mistake: mistake,mistaking
mistaken: mistaken
mistrust: mistrust
misunderstand: misunderstood
mixed: mixed
mixture: mixture,mixtures
moan: moaning
mob: mob
mock: mock
mockery: mockery
mode: mode
model: model
modern: modern
modest: modest
moist: moist
molest: molest
moment: moment
monday: monday
money: money
monopolize: monopolize,monopolized,monopolizes
monotony: monotony
monstrous: monstrous
montgomery: montgomery
month: month,months
monthly: monthly
monument: monument
moonlight: moonlight
moor: moored
mooring: moorings
moral: moral,morals
moralist: moralist,moralists
morality: morality
morally: morally
morbid: morbid
morgue: morgue,morgues
morning: morning
morrow: morrow
mortality: mortality
mortar: mortar
mortgage: mortgage,mortgaged
mortification: mortification
mosaic: mosaic
moth: moth
mother: mother,mothers
motherhood: motherhood
motherless: motherless
motive: motive,motives
mott: mott
motto: motto
mould: moulded,moulds
mountain: mountain,mountains
mourn: mourning
mournful: mournful
mourning: mourning
mouse: mice
mouth: mouth,mouths
mouthed: mouthed
movement: movement
mover: movers
mud: mud
mulberry: mulberry
multiple: multiple
multiply: multiplies,multiplying
multitude: multitudes
municipal: municipal
municipality: municipality
munificent: munificent
murder: murder,murdered,murdering,murders
murderer: murderer,murderers
murderers: murderers
murderous: murderous
murmur: murmur
murphy: murphy
murray: murray
muscle: muscle
museum: museum
