abandon: abandon,abandoned
stock: stock
stocking: stockings
stolid: stolid
stolidly: stolidly
stomach: stomach,stomachs
stone: stone,stones
stony: stony
stool: stool,stools
stoop: stoop,stoops
store: store,stores
storehouse: storehouse
storekeeper: storekeeper,storekeepers
storm: storm,storms
stormy: stormier
story: stories,story
stout: stout
stoutly: stoutly
stove: stove
straight: straight
strain: strain,strains
strait: straits
strand: stranded
strange: strange
stranger: stranger,strangers
strap: strap,strapped
stratagem: stratagem
strategy: strategy
stratum: stratum
straw: straw
stray: stray,strayed,straying
streak: streak,streaks
stream: stream
streamer: streamers
street: street,streets
streets: streets
strength: strength
strengthen: strengthen
stress: stress
stretch: stretch,stretched,stretches
stricken: stricken
strict: strict
stride: stride,strides
strike: strike,strikes,struck
striking: striking
strikingly: strikingly
string: string,strings,strung
strip: strip,stripped,stripping
stripe: stripes
strive: strives,striving
stroke: stroke,stroked,strokes,stroking
stroll: stroll
strong: strong,stronger,strongest
stronghold: stronghold,strongholds
structure: structure,structures
struggle: struggle,struggled,struggles,struggling
strut: strutting
stubborn: stubborn
stubbornly: stubbornly
student: student
study: studies,study
stuff: stuff,stuffed
stumble: stumble,stumbled
stump: stumps
stumpy: stumpy
stunned: stunned
stunt: stunted
stupid: stupid
stupidity: stupidity
sturdy: sturdiest,sturdy
sty: sty
style: style,styled,styles
stylish: stylish
subject: subject
sublet: subletting
submission: submission
submissiveness: submissiveness
submit: submits
subscription: subscription
subsidy: subsidies
subsist: subsisted
substance: substance
substantial: substantial
subtler: subtler
suburb: suburb,suburbs
suburban: suburban
succeed: succeed,succeeding,succeeds
success: success
successful: successful
successive: successive
successor: successor,successors
succinctly: succinctly
sudden: sudden
suddenly: suddenly
suds: suds
suffer: suffer,suffered,suffering
sufferer: sufferer
suffering: suffering,sufferings
sufficient: sufficient
suffocation: suffocation
sugar: sugar,sugared
suggestion: suggestion
suggestive: suggestive
suicidal: suicidal
suicide: suicide
suit: suit,suits
suitable: suitable
suite: suite
sullen: sullen
sullenly: sullenly
sum: sum,summed,sums
summarily: summarily
summary: summary
summer: summer
summon: summon,summoning
sun: sun
sunday: sunday
sundays: sundays
sundry: sundry
sunless: sunless
sunlight: sunlight
sunny: sunny
sunrise: sunrise
sunset: sunset
sunshine: sunshine
superfluous: superfluous
superintendence: superintendence
superintendent: superintendent
superior: superior
superstition: superstition
supervision: supervision
supper: supper
supplement: supplement
supply: supplied,supplies,supply
support: support,supported,supporting
suppose: suppose,supposed,supposing
suppress: suppressed
surely: surely
surface: surface
surge: surges,surging
surgeon: surgeon,surgeons
surgical: surgical
surplus: surplus
surprise: surprise
surprising: surprising
surrender: surrender,surrendered
surround: surround,surrounding
surroundings: surroundings
survey: survey
survive: survive,survives
survivor: survivors
suspect: suspect,suspected,suspecting
suspender: suspender
suspenders: suspenders
suspension: suspension
suspicion: suspicion,suspicions
sustain: sustain
swain: swains
swallow: swallowing
swamp: swamp,swamped
swarm: swarmed,swarming,swarms
swarthy: swarthy
swathe: swathing
sway: sway
swear: swear,swore
swearing: swearing
sweat: sweat
sweater: sweater,sweaters
sweep: sweep,sweeping,swept
sweet: sweet,sweeter
sweeten: sweeten,sweetening
swell: swell,swelled,swelling,swells,swollen
swelling: swelling
sweltering: sweltering
swift: swift
swill: swill
swim: swam,swim
swindle: swindles
swine: swine
swing: swing,swung
swinging: swinging
swiss: swiss
sydney: sydney
syllable: syllable,syllables
sympathize: sympathized
sympathizer: sympathizer
sympathy: sympathy
symposium: symposiums
symptom: symptom
synagogue: synagogues
synonymous: synonymous
systematic: systematic
tabernacle: tabernacles
table: table,tables
tacit: tacit
tack: tack,tacked
tackle: tackled
tail: tail
tailor: tailor,tailoring,tailors
taint: taint,tainted
taker: taker
tale: tale,tales
talent: talent
talisman: talisman
talk: talk,talked,talking
talkative: talkative
talking: talking
tall: tall,taller
talmudic: talmudic
tan: tan
tantamount: tantamount
tap: tap
tape: tape
tar: tars
tardy: tardy
tare: tares
tares: tares
task: task,tasks
taste: taste
tatters: tatters
taunt: taunting
tax: tax,taxed,taxes
taxation: taxation
taylor: taylor
te: te
tea: tea
teach: taught
teacher: teacher,teachers
teaching: teachings
team: team,teams
tear: tear,tears,torn
tearful: tearful
teem: teeming
teens: teens
telegraph: telegraph
teller: teller
temerity: temerity
temper: temper
temperament: temperament
temple: temples
temporary: temporary
tempt: tempt,tempted,tempts
temptation: temptation,temptations
tempter: tempter
tempting: tempting
tenant: tenant,tenants
tenantry: tenantry
tenants: tenants
tend: tend
tendency: tendencies,tendency
tender: tender,tenderest
tenement: tenement,tenements
tenth: tenth
term: term,terms
terrible: terrible
terror: terror
terrorize: terrorized
testify: testified,testifies
testimony: testimony
teuton: teuton
teutonic: teutonic
textual: textual
tha: tha
thankfully: thankfully
thanksgiving: thanksgiving
thee: thee
theft: theft
thenceforth: thenceforth
thenceforward: thenceforward
theory: theories,theory
thereabout: thereabouts
thermometer: thermometer
thicken: thicken
thief: thief,thieves
thiefdom: thiefdom
thieve: thieving
thine: thine
thirst: thirst
thirsty: thirsty
thirteen: thirteen
thirteenth: thirteenth
thompson: thompson
thoroughfare: thoroughfare,thoroughfares
thoughtless: thoughtless
thread: thread,threads
threat: threat
threaten: threatened,threatening,threatens
threshold: threshold
thrift: thrift
thrifty: thrifty
thrive: thrive,thrives,thriving
thriving: thriving
throat: throat,throats
throb: throbbing,throbs
throng: throng
throw: threw,throw,throwing,thrown,throws
thrust: thrust
thug: thugs
thumb: thumb
thump: thumps
thundering: thundering
thursday: thursday
thy: thy
tick: tick
ticket: ticket
tide: tide
tidy: tidy
tie: tie,tied
tier: tier,tiers
tiger: tiger
tight: tighter
tighten: tightening
tightly: tightly
timber: timbers
time: time,times
tin: tin
tinge: tinge,tinges
tinkle: tinkling
tint: tints
tiny: tiny
tipsy: tipsy
tired: tired
tireless: tireless
title: title,titles
tobacco: tobacco
toboggan: toboggan
toddle: toddling
toddler: toddlers
tog: togs
toil: toil,toiled,toiling,toils
toiler: toilers
tolerable: tolerable
tolerance: tolerance
toll: toll
tomato: tomato,tomatoes
tombs: tombs
ton: ton
tone: tone
tongue: tongue,tongues
tool: tools
tooth: teeth
tornado: tornado
torture: tortures
tortured: tortured
toss: toss
tosser: tossers
total: total
touch: touch,touched,touches
touching: touching
tough: tough,tougher,toughs
toughs: toughs
tour: tour,tours
tow: tow
tower: towered,towering
town: town,towns
township: township
toy: toy
trace: trace,traced,tracing
track: track
tractability: tractability
tracy: tracy
trade: trade,trades
trader: trader
trades: trades
tradesman: tradesman
tradition: tradition,traditions
traditional: traditional
traducer: traducer
traffic: traffic,traffics
tragedy: tragedies
tragic: tragic
trail: trailing
train: train,trained,training
training: training
trait: trait,traits
tramp: tramp,tramped,tramping,tramps
trampdom: trampdom
trample: trampling
tramps: tramps
transaction: transaction
transcriber: transcriber
transcription: transcription
transfer: transferred
transform: transformed
transformation: transformation
transient: transient
transit: transit
translate: translated
transmit: transmit
trap: trap
trapeze: trapeze
travel: travel,travelled,travelling,travels
treacherous: treacherous
treachery: treachery
tread: tread,treading,trod
treasonable: treasonable
treasury: treasury
treat: treat
treatment: treatment
tree: tree,trees
tremble: trembling
tremendous: tremendous
tremendously: tremendously
trench: trench,trenching
trial: trial
triangle: triangle
triangular: triangular
tribe: tribe,tribes
trick: trick,tricks
trifle: trifle
trifling: trifling
trim: trim
trimming: trimming,trimmings
trip: trip,trips
triple: triple
triumph: triumphs
trivial: trivial
trodden: trodden
troop: trooped
trouble: trouble,troubles
troubled: troubled
trough: trough
trousers: trousers
trow: trow
truant: truant
truck: truck,trucks
true: true,truer
trunk: trunks
trust: trust,trusted,trusts
trustful: trustful
truth: truth
tub: tub,tubs
tuck: tucked
tug: tug
tulip: tulips
tumble: tumble,tumbled,tumbles,tumbling
tune: tune
tunnel: tunnels
turban: turban
turbulence: turbulence
turbulent: turbulent
turf: turf
turmoil: turmoil
turpitude: turpitude
turret: turrets
tweed: tweed
twelvemonth: twelvemonth
twig: twigs
twin: twin,twins
twist: twist,twisted,twisting
type: type
typewrite: typewriting
typhus: typhus
typical: typical
typically: typically
tyrannical: tyrannical
tyrant: tyrant,tyrants
ubiquitous: ubiquitous
ugly: ugliest,ugly
ukase: ukase
ulterior: ulterior
ultimate: ultimate
ultimatum: ultimatum
unable: unable
unacquainted: unacquainted
unadorned: unadorned
unanimous: unanimous
unarmed: unarmed
unasked: unasked
unattainable: unattainable
unattractive: unattractive
unauthorized: unauthorized
unavailing: unavailing
unavenged: unavenged
unavoidable: unavoidable
unbearable: unbearable
unbelief: unbelief
unborn: unborn
unceasing: unceasing
unchallenged: unchallenged
unchanged: unchanged
unchecked: unchecked
unclaimed: unclaimed
unclean: unclean
uncleanliness: uncleanliness
uncleanly: uncleanly
unclouded: unclouded
uncommon: uncommon
uncomplaining: uncomplaining
uncomplainingly: uncomplainingly
unconcerned: unconcerned
unconquerable: unconquerable
unconscious: unconscious
unconsciously: unconsciously
unconstitutional: unconstitutional
uncontrollable: uncontrollable
uncover: uncovered
unction: unction
undaunted: undaunted
undeceive: undeceive
undefiled: undefiled
underbid: underbid
underestimate: underestimated
underfoot: underfoot
underground: underground
undermine: undermines
underpaid: underpaid
underpinning: underpinnings
understand: understand,understands,understood
undertake: undertake,undertaken,undertook
undertaker: undertaker
undertaking: undertaking,undertakings
underwear: underwear
undeserved: undeserved
undeveloped: undeveloped
undiscriminating: undiscriminating
undisguised: undisguised
undismay: undismayed
undisturbed: undisturbed
undo: undo,undone
undoubted: undoubted
undoubtedly: undoubtedly
unearth: unearths
uneasily: uneasily
uneasy: uneasy
unemployed: unemployed
unenviable: unenviable
unexampled: unexampled
unexpected: unexpected
unfair: unfair
unfamiliar: unfamiliar
unfathomable: unfathomable
unfinished: unfinished
unfit: unfit
unfortunate: unfortunate,unfortunates
unguarded: unguarded
unhappily: unhappily
unhealthy: unhealthy
unheeded: unheeded
unheralded: unheralded
unhesitating: unhesitating
unhesitatingly: unhesitatingly
unhindered: unhindered
unhonored: unhonored
unhung: unhung
uniform: uniform
unimpaired: unimpaired
uninstructed: uninstructed
uninterested: uninterested
uninterrupted: uninterrupted
union: union,unions
unique: unique
united: united
universal: universal
universally: universally
unjust: unjust
unjustly: unjustly
unkindness: unkindness
unknown: unknown
unlawful: unlawful
unlearn: unlearn
unlicensed: unlicensed
unload: unloads
unlock: unlocks
unluckily: unluckily
unmake: unmakes
unmerciful: unmerciful
unmistakable: unmistakable
unmixed: unmixed
unmolested: unmolested
unmoved: unmoved
unnecessary: unnecessary
unnumbered: unnumbered
unoccupied: unoccupied
unoffending: unoffending
unpaid: unpaid
unpainted: unpainted
unpitying: unpitying
unpleasantness: unpleasantness
unpractised: unpractised
unprecedented: unprecedented
unprepared: unprepared
unprofitable: unprofitable
unqualified: unqualified
unquestionably: unquestionably
unrestrained: unrestrained
unrivalled: unrivalled
unromantic: unromantic
unruffled: unruffled
unruly: unruly
unsafe: unsafe
unsalaried: unsalaried
unsatisfied: unsatisfied
unsavory: unsavory
unscrupulous: unscrupulous
unseeing: unseeing
unseen: unseen
unselfish: unselfish
unsettle: unsettled
unsewn: unsewn
unskilled: unskilled
unsolved: unsolved
unspoken: unspoken
unsteadiness: unsteadiness
unsteady: unsteady
unsuspected: unsuspected
unsuspecting: unsuspecting
untangle: untangle
unthinking: unthinking
unthrift: unthrift
untie: untying
untimely: untimely
untiring: untiring
untold: untold
untouched: untouched
unusual: unusual
unusually: unusually
unutterable: unutterable
unventilated: unventilated
unwary: unwary
unwelcome: unwelcome
unwholesome: unwholesome
unwillingly: unwillingly
unwind: unwound
unwonted: unwonted
unwontedly: unwontedly
unworthy: unworthy
unwritten: unwritten
upas: upas
upheaval: upheavals
uphill: uphill
upper: upper
uppermost: uppermost
upright: upright
upset: upset
upstairs: upstairs
uptown: uptown
upward: upward
urchin: urchin
urge: urged,urging
urgent: urgent
urgently: urgently
usage: usage
useless: useless
usual: usual
usurious: usurious
usurp: usurped
utmost: utmost
utopian: utopian
utter: utter,uttered
utterly: utterly
vacant: vacant
vaccinate: vaccinate
vagabond: vagabond,vagabonds
vagrancy: vagrancy
vagrant: vagrants
vague: vague
vaguely: vaguely
vain: vain
vainly: vainly
valley: valley
valuable: valuable
vanish: vanished
vanity: vanity
vanquish: vanquished
variation: variation,variations
variety: variety
vary: varying
vast: vast
vastly: vastly
vat: vat
vault: vaulted
vegetable: vegetables
vehemently: vehemently
vehicle: vehicle
vein: veins
venerable: venerable
vengeful: vengeful
vengefully: vengefully
vent: vent
ventilation: ventilation
venture: venture,ventures
verdict: verdict
verge: verging
verily: verily
veritable: veritable
versatility: versatility
vestibule: vestibule
vex: vexed
vexatious: vexatious
vicarious: vicarious
vice: vice,vices
vicious: vicious
victim: victim,victims
victor: victors
victorious: victorious
victory: victory
view: view
vigilance: vigilance
vigorous: vigorous
vii: vii
viii: viii
vile: vile,vilest
village: village
vine: vine
violate: violate
violence: violence
violent: violent
virtual: virtual
virtue: virtue,virtues
virtuous: virtuous
virulent: virulent
visible: visible
visit: visit,visited,visiting,visits
visitation: visitation
visitor: visitor,visitors
vital: vital
vitals: vitals
vivid: vivid
vocal: vocal
voice: voice,voiced,voices
volume: volume
voluntarily: voluntarily
voluntary: voluntary
volunteer: volunteered
vote: vote,voted,votes
voter: voter,voters
vouch: vouched
vulgarity: vulgarity
wag: wag
wage: wage,waged
wages: wages
wagon: wagon,wagons
waif: waif,waifs
wail: wail
waist: waist
wait: wait,waited,waiting
waiter: waiter
wake: wake,woke
walk: walk,walked,walking,walks
wall: wall,walls
wan: wan
wander: wandered,wanders
wanderer: wanderer
wane: waning
wanton: wanton
war: war,wars
ward: ward,wards
warden: warden
ware: ware
warehouse: warehouse,warehouses
wares: wares
warfare: warfare
warm: warm,warmer,warming
warn: warning
warning: warning
warrant: warrant,warranted,warrants
wary: wary
wash: wash,washed,washing
washday: washday
washer: washer
washerwoman: washerwoman
washing: washing
washington: washington
waste: waste,wasted,wasting
wasteful: wasteful
wastefulness: wastefulness
watch: watch,watched,watching
watchful: watchful
watchfulness: watchfulness
watchword: watchword
water: water,waters
watermelon: watermelon
wave: wave,waves
waver: waver,wavering
wax: waxing
wayfarer: wayfarer
weak: weak
weakness: weakness
wealth: wealth
wealthy: wealthier,wealthy
weapon: weapons
wear: wear,wearing,wears,worn
wearer: wearer
wearisome: wearisome
weary: weary
weasel: weasel
weather: weather
wedding: wedding
wedge: wedge
wednesday: wednesday
weed: weed,weeded,weeds
week: week,weeks
weekly: weekly
weep: weeping
weight: weight
welfare: welfare
west: west
western: western
wet: wet
wharf: wharf
whatsoever: whatsoever
wheat: wheat
wheel: wheel
whereabouts: whereabouts
whereat: whereat
whimper: whimper
whine: whine,whining
whir: whir,whirring
whirlpool: whirlpool
whiskey: whiskey
whistle: whistled
whit: whit
white: white
whites: whites
wholesale: wholesale
wholesome: wholesome
wholly: wholly
whyo: whyo
wicked: wicked,wickedest
wickedness: wickedness
wide: wide,wider
widen: widening,widens
widow: widow
wield: wields
wife: wife,wives
wild: wild
wildly: wildly
willie: willie
wilson: wilson
wily: wily
win: wins
wince: winces
wind: wind,winding,winds
window: window,windows
windsor: windsor
wine: wines
wingate: wingate
wink: winked
winner: winner
winnings: winnings
winter: winter
wintry: wintry
wipe: wipe,wiped
wire: wires
wisdom: wisdom
wise: wise,wiser,wisest
wisely: wisely
wit: wit
witch: witches
withal: withal
withhold: withheld
witness: witness,witnessed,witnesses
woe: woe
wolf: wolf
woman: woman,women
womanhood: womanhood
womanly: womanly
women: women
wonderfully: wonderfully
wondrous: wondrous
wood: wood
wooden: wooden
word: word
worker: worker,workers
workhouse: workhouse,workhouses
workingmen: workingmen
workman: workman,workmen
workshop: workshops
worn: worn
worry: worried
worship: worship,worshipping
worshipper: worshipper,worshippers
worth: worth
worthily: worthily
worthy: worthier,worthy
wound: wound,wounded
wounded: wounded
wrap: wrap
wrapper: wrapper,wrappers
wrath: wrath
wreath: wreaths
wreck: wreck,wrecked,wrecking,wrecks
wrecks: wrecks
wrestle: wrestling
wretch: wretch,wretches
wretched: wretched
wretchedly: wretchedly
wretchedness: wretchedness
wring: wring,wrung
wrinkle: wrinkled
write: write,writes,writing,written,wrote
writing: writing
wrong: wrong,wrongs
xi: xi
xii: xii
xiii: xiii
xiv: xiv
xix: xix
xvi: xvi
xvii: xvii
xviii: xviii
xx: xx
xxi: xxi
xxii: xxii
xxiii: xxiii
xxiv: xxiv
xxv: xxv
yard: yard,yards
yarn: yarn
yawn: yawns
yearn: yearn
yearning: yearnings
yell: yelled
yellow: yellow
yen: yen
yesterday: yesterday
yield: yield,yielding
yoke: yoke
yoking: yoking
yonder: yonder
york: york
yorkers: yorkers
youngster: youngsters
youth: youth
zebra: zebra
