abandon: abandoned
nightfall: nightfall
nightingale: nightingales
ninth: ninth
nipper: nipper
nitrogenous: nitrogenous
noble: noble,nobler,noblest
nobly: nobly
noise: noise
noisy: noisy
nonce: nonce
nondescript: nondescript
nonentity: nonentity
nonproprietary: nonproprietary
noon: noon
noose: noose,nooses
north: north
northern: northern
nose: nose
nostril: nostril
notable: notable
notably: notably
note: note,notes,noting
notice: notice,noticed
notify: notifies
notion: notion,notions
notorious: notorious
notre: notre
nous: nous
nouveau: nouveau
nouvelle: nouvelle
november: november
nucleus: nucleus
numberless: numberless
numerous: numerous
nurse: nurse,nurses
nursery: nurseries,nursery
nut: nut,nuts
oar: oar,oars
oath: oath
obedience: obedience
object: object,objects
objection: objections
obligation: obligation,obligations
oblige: obliged
obnoxious: obnoxious
obscure: obscure
obscurely: obscurely
obscurity: obscurity
observance: observance
observation: observation
observe: observe,observing
observer: observer
obsolete: obsolete
obstacle: obstacles
obstinacy: obstinacy
obstinate: obstinate
obstruction: obstructions
obtainable: obtainable
obtrusive: obtrusive
obvious: obvious
occasion: occasion,occasions
occasional: occasional
occupation: occupation,occupations
occupy: occupied,occupies
occur: occur,occurred,occurs
occurrence: occurrence
october: october
odd: odd
odds: odds
odour: odour
odyssean: odyssean
odysseus: odysseus
odyssey: odyssey
offensive: offensive
offer: offered,offers
office: office,offices
officer: officer,officers
official: official,officials
ohm: ohm
oho: oho
oil: oil
oilskin: oilskins
oily: oily
oleander: oleander
olympian: olympian
ominous: ominous
omission: omissions
omit: omit
omnibus: omnibuses
onerous: onerous
oneself: oneself
onion: onion
online: online
onward: onward
opera: opera
operation: operation,operations
opinion: opinion,opinions
opinionated: opinionated
opportunity: opportunities,opportunity
oppress: oppressing
optimism: optimism
optimist: optimist,optimists
optimistic: optimistic
oral: oral
orange: oranges
oration: oration
orchestra: orchestra
ordinary: ordinary
organise: organised
organize: organized
original: original
originally: originally
originator: originator,originators
orleans: orleans
ornament: ornament,ornaments
othello: othello
outdated: outdated
outer: outer
outfit: outfit
outgrow: outgrew,outgrown
outing: outing
outlay: outlay
outline: outline
outpost: outpost
outrage: outrage
outright: outright
outshine: outshone
outsider: outsider
outspoken: outspoken
outstrip: outstrip
outward: outward
overcome: overcame,overcome
overcrowded: overcrowded
overflow: overflowed
overland: overland
overlap: overlap
overpower: overpowered
overtake: overtaken
overtax: overtaxed
overturn: overturned
owe: owe,owed
owl: owl,owls
owlishly: owlishly
owner: owner,owners
oxen: oxen
pace: pace,paced,paces
pack: packed
pain: pain,pains
painful: painful
painfully: painfully
painless: painless
paint: paint,painted,painting
pair: pair
palace: palace,palaces
pale: pale
paler: paler
palette: palette
paling: palings
palm: palm,palms
palpable: palpable
palsy: palsy
palter: palter
pamphlet: pamphlet
pandemonium: pandemonium
pang: pangs
panic: panic
panting: panting
papa: papa
paper: paper,papers
paperwork: paperwork
par: par
parachute: parachutes
paradise: paradise
paradox: paradox
paragraph: paragraph,paragraphs
parallel: parallel
paramount: paramount
parasite: parasites
parcel: parcels
pardon: pardon
parent: parent,parents
parental: parental
paris: paris
parliament: parliament
parlour: parlour
parole: parole
parson: parson
partial: partial
partiality: partialities,partiality
partially: partially
particularity: particularity
particulars: particulars
partie: partie
partly: partly
partner: partner
partnership: partnership
partook: partook
partridge: partridges
party: parties,party
pas: pas
pass: pass,passed,passes,passing
passage: passage,passages
passe: passe
passenger: passenger,passengers
passer: passer
passing: passing
passion: passion,passions
passionate: passionate
passport: passports
pasta: pasta
paste: paste
pastime: pastime
pat: pat,patted
patch: patch,patches
patent: patent,patents
paternal: paternal
path: path
pathetic: pathetic
pathos: pathos
patience: patience
patient: patient,patients
patiently: patiently
patois: patois
patron: patron
pattern: pattern
paul: paul
pause: pause,pausing
pave: paving
pavement: pavement
pay: paid,pay,paying,pays
payment: payment,payments
paysage: paysage
peace: peace
peacock: peacock
peasant: peasant,peasants
pecker: pecker
pecuniary: pecuniary
pedantic: pedantic
pedigree: pedigree
peel: peels
peg: peg
pell: pell
pelt: pelted
pen: pen
penalty: penalty
pencil: pencil
pendant: pendant
penetrate: penetrate
pennant: pennants
penny: penny
perceive: perceive,perceived
percha: percha
perching: perching
perennial: perennial
perfect: perfect
perfection: perfection
perfectly: perfectly
perfervid: perfervid
perforce: perforce
perform: perform,performed,performing
performance: performance,performances
peril: peril
perilous: perilous
period: period
periodic: periodic
permanent: permanent
permanently: permanently
permission: permission
permit: permitted
perpetual: perpetual
perpetually: perpetually
perplexity: perplexities,perplexity
perseverance: perseverance
persevere: persevered,persevering
persist: persisted
person: people,person,persons
personal: personal
personally: personally
pessimism: pessimism
pet: petted
petit: petits
petites: petites
petty: petty
petulance: petulance
petulant: petulant
philip: philip
philippe: philippe
philosopher: philosopher
philosophic: philosophic
philosophical: philosophical
philosophy: philosophy
phonograph: phonograph,phonographs
phosphorescent: phosphorescent
phrase: phrase,phrased
physical: physical
physician: physician
physicians: physicians
physics: physics
pianist: pianist
piano: piano
pick: pick,picked,picking
picture: picture,pictured,pictures
picturesque: picturesque
piece: piece,pieces
piedmontese: piedmontese
pier: pier
pierce: pierced
pierre: pierre
piety: piety
pig: pigs
pigeon: pigeons
pile: piles
pilot: pilot
pinch: pinch,pinches
pinion: pinion
pink: pink
pinnacle: pinnacle
pioneer: pioneer
pious: pious
piously: piously
pipe: pipe,pipes
pirate: pirates
pistol: pistols
piston: piston
pitch: pitch,pitched,pitches
pitching: pitching
pity: pity
pivot: pivot
plain: plain
plainly: plainly
plainness: plainness
plan: plan,plans
plank: planks
plant: plant,planted,plants
plaster: plaster
plate: plate,plates
platform: platform
plato: plato
play: play,played,playing,plays
player: player
playmate: playmate
playroom: playroom
plea: plea
pleading: pleadings
pleasant: pleasant,pleasanter
pleasantly: pleasantly
pleasantry: pleasantry
pleased: pleased
pleasure: pleasure,pleasures
plenty: plenty
plot: plot
plough: ploughs
pluck: pluck,plucked
plumber: plumber,plumbers
plumed: plumed
plunder: plundering
plunge: plunge,plunging
plural: plural
plymouth: plymouth
pocket: pocket
poem: poem,poems
poet: poet,poets
poetic: poetic
poetry: poetry
poison: poison
poisonous: poisonous
poke: pokes
police: police
polite: polite,politest
politeness: politeness
politics: politics
polly: polly
polypi: polypi
pond: pond,ponds
ponder: pondered,pondering
pony: pony
pool: pool,pools
poor: poor,poorer
pop: popped
populace: populace
popular: popular
popularity: popularity
population: population
populous: populous
porcupine: porcupine
porpoise: porpoises
port: port
porta: porta
porte: porte
portion: portion,portions
portland: portland
portrait: portrait,portraits
portugal: portugal
pose: posed
position: position
positively: positively
possess: possess,possessed
possession: possession
possibility: possibility
post: post,posted,posts
posterity: posterity
pot: pot,potted
potato: potato,potatoes
poultice: poultice
poultry: poultry
pound: pound,pounds
pour: pour
poverty: poverty
powder: powder
power: power,powers
powerful: powerful
practical: practical
practically: practically
practice: practice,practiced
practise: practise,practised
praise: praise,praised,praising
prance: pranced
pray: pray,prayed
prayer: prayer
preacher: preacher
precaution: precautions
precede: preceding
precious: precious
precipice: precipice
precise: precise
precisely: precisely
precision: precision
precocious: precocious
precocity: precocity
preface: preface,prefaced
prefer: prefer,preferred
preference: preference,preferences
prefix: prefixed
prejudice: prejudice,prejudiced
preliminary: preliminary
premise: premise,premises
premonitory: premonitory
preparation: preparation,preparations
prepare: prepare,prepared,preparing
prepared: prepared
prepossession: prepossessions
preposterous: preposterous
prescribe: prescribed
presence: presence
presentation: presentation
presently: presently
presentment: presentment
preserve: preserve,preserved
presidency: presidency
president: president,presidents
press: press,pressed,pressing
pressure: pressure
presumption: presumption
pretence: pretence
pretension: pretensions
prettify: prettified
prettily: prettily
pretty: pretty
prevent: prevent,prevented,preventing
prevention: prevention
previous: previous
prey: prey
price: price
prickly: prickly
pride: pride
priest: priest
prima: prima
primitive: primitive
prince: prince,princes
principal: principal
principally: principally
principle: principle,principles
print: print,printed
prisoner: prisoner
private: private
privateer: privateers
privately: privately
privilege: privilege,privileges
prize: prize,prizes
prizeman: prizeman
prizes: prizes
probable: probable
problematical: problematical
proceed: proceed,proceeded,proceeding,proceeds
proceeding: proceeding
proceedings: proceedings
process: process,processed
processing: processing
procession: procession,processions
proclaim: proclaim
procrustean: procrustean
procure: procured
produce: produce,produced
product: product
production: production
profess: professed,professes
profession: profession
professional: professional,professionals
professor: professor,professors
professors: professors
proficiency: proficiency
profit: profit,profiting,profits
profound: profound
programme: programme
progress: progress
progressively: progressively
prohibition: prohibition
project: project,projected,projects
prolific: prolific
prolongation: prolongation
prolonged: prolonged
prominently: prominently
promise: promise,promised,promises
promising: promising
promote: promote,promoted,promoting
promotion: promotion
prompter: prompter
prong: prongs
pronounced: pronounced
proof: proof
proofread: proofread
proper: proper
properly: properly
property: properties,property
prophecy: prophecy
prophet: prophet,prophets
prophetic: prophetic
proportion: proportion,proportions
propose: proposed,proposing
proposition: proposition,propositions
proprietary: proprietary
proprietor: proprietor
propriety: propriety
proscribe: proscribed
prose: prose
prospect: prospect
prospects: prospects
prospectus: prospectus
prosper: prospered
prostration: prostration
protect: protect,protected,protecting
protection: protection
protector: protectors
protestant: protestant,protestants
prove: prove,proved,proves,proving
proverbial: proverbial
provide: provide,providing
providence: providence
province: province
provincial: provincial
provision: provision,provisions
provisional: provisional
provisionally: provisionally
provoke: provoked
provoking: provoking
prudence: prudence
prudent: prudent
prudently: prudently
psalms: psalms
public: public
publication: publication
publicly: publicly
publish: publish,published
publisher: publishers
publishing: publishing
puddle: puddles
puffing: puffing
pugnacity: pugnacity
pull: pull,pulled,pulling
pulley: pulley,pulleys
pump: pumps
punctilio: punctilio
punctilious: punctilious
punctual: punctual
punctuation: punctuation
punish: punished
punitive: punitive
pupil: pupil,pupils
purchase: purchase,purchased
pure: pure,purest
purely: purely
puritan: puritan
purple: purple
purpose: purpose,purposes
purse: purse
purser: purser
pursue: pursuing
pursuit: pursuit,pursuits
push: pushed
puzzle: puzzle,puzzled
quack: quacking
quaint: quaint
qualified: qualified
qualify: qualifying
quality: qualities,quality
quantitative: quantitative
quantity: quantities,quantity
quarantine: quarantine
quarrel: quarrel
quarter: quarter,quarters
quarto: quarto
quasi: quasi
queen: queen
queer: queer
quell: quelled
quench: quenched
quest: quest
question: question,questioned,questions
qui: qui
quick: quick
quidnunc: quidnuncs
quiet: quiet,quieter,quieting
quietly: quietly
quinine: quinine
quinzaine: quinzaine
quixote: quixote
quote: quote,quoted,quoting
quoth: quoth
race: race,races
rachel: rachel
racily: racily
radiantly: radiantly
raffish: raffish
raffle: raffle
rag: rag
rage: rage
raggedest: raggedest
railway: railway,railways
rain: rain
rainbow: rainbow,rainbows
rainy: rainy
raise: raise,raised,raising
rally: rallying
ramble: ramble
rambling: rambling
rampart: rampart,ramparts
rancid: rancid
random: random
range: range
rank: rank,ranks
raphael: raphael
rapid: rapid
rapidity: rapidity
rapidly: rapidly
rapport: rapports
rare: rare,rarer,rarest
rarely: rarely
rascal: rascal,rascals
rasp: rasping
rate: rate
rattle: rattle,rattling
ravages: ravages
raving: raving
raw: raw
ray: rays
reach: reach,reached,reaching
reaction: reaction
read: read,reading,reads
readable: readable
reader: reader,readers
readiness: readiness
reading: reading
ready: ready
real: real
realisation: realisation
realise: realised
reappearance: reappearance
reappearing: reappearing
rear: rear
reason: reason,reasons
reasonable: reasonable
reasoning: reasoning
rebel: rebels
rebellion: rebellion
recall: recall,recalled,recalls
recede: receded
receipt: receipt,receipts
receive: receive,received,receiving
receiver: receiver
recipient: recipients
reciprocal: reciprocal
recitation: recitation
recite: recite
reckless: reckless
reckon: reckoned
recognise: recognise,recognised,recognising
recollect: recollect,recollects
recommence: recommenced
recommend: recommend,recommended
recommendation: recommendations
reconcile: reconciled
reconciliation: reconciliation
reconnaissances: reconnaissances
record: record
recover: recover,recovered
recovery: recovery
recreation: recreation
rector: rector
recur: recurring
red: red
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
reduce: reduced
reef: reef
reel: reel,reels
refer: refer,referred
reference: reference,references
refine: refined
refinement: refinement,refinements
reflect: reflect,reflected
reflection: reflections
reform: reform
refractory: refractory
refrain: refrained
refreshment: refreshments
refuge: refuge
refugee: refugees
refund: refund
refusal: refusal
refuse: refuse,refused,refuses
regain: regained
regale: regaled
regard: regard,regarded
regiment: regiment
register: registered
regret: regret
regretfully: regretfully
regular: regular
regularly: regularly
regulate: regulated,regulating
regulation: regulations
rehearsal: rehearsal
reign: reign
rein: rein
reject: rejected
rejoice: rejoice,rejoiced
relation: relation,relations
relationship: relationship
relative: relatives
relax: relax
release: release
relic: relics
relief: relief,reliefs
relieve: relieve,relieved
religieuses: religieuses
religion: religion
religious: religious
relish: relish
rely: rely
remain: remain,remained,remaining,remains
remainder: remainder
remains: remains
remark: remark,remarked,remarks
remarkable: remarkable
remarkably: remarkably
remedy: remedies,remedy
remember: remember,remembered
remind: remind,reminding
reminiscence: reminiscences
remorseful: remorseful
removal: removal
remove: remove,removed
rename: renamed
rencontre: rencontres
rend: rending
render: render,rendered
renew: renewed
renovated: renovated
reopening: reopening
repair: repair,repairs
repay: repay
repeat: repeat,repeated,repeating,repeats
repent: repent
replace: replace
replacement: replacement
reply: replied,reply
report: report,reported,reports
repose: repose,reposed
represent: represent,represented
representation: representation,representations
representative: representative
repression: repression
reprint: reprinted
reproach: reproach,reproaches
reproduce: reproduce
reproof: reproof
republic: republic
republican: republican,republicans
republish: republished
reputably: reputably
reputation: reputation
repute: repute
request: request
require: require,required
requirement: requirements
rescue: rescue
resemblance: resemblance
resent: resented
reserve: reserve,reserving
resident: resident,residents
resign: resigned
resignation: resignation
resistance: resistance
resolute: resolute
resolution: resolution
resolve: resolved
resource: resource
respect: respect
respectability: respectability
respectable: respectable
respecter: respecter
respects: respects
respite: respite
respond: responded
responsibility: responsibility
rest: rest,rests
restoration: restoration
restore: restore,restored
restrain: restrain,restraining
restraint: restraint
restriction: restrictions
result: result
resume: resume,resumed
retain: retained,retaining,retains
retint: retint
retire: retire,retired
retirement: retirement
retour: retour
retractation: retractation
return: return,returned,returning,returns
revel: revelling
revenue: revenue
reverend: reverend
reverse: reversed
revert: revert
review: review,reviewing
revisit: revisit
revive: revived
revolter: revolters
revolution: revolution,revolutions
revolutionary: revolutionary
revolve: revolves
revolver: revolvers
reward: reward
rheumatism: rheumatism
rhyme: rhymes
ribbon: ribbons
rich: rich
ride: ridden,ride,riding,rode
riding: riding
rig: rigged
rigger: riggers
rigging: rigging
rightly: rightly
rigid: rigid
rio: rio
ripe: ripe
ripen: ripen,ripening
ripple: rippled
rise: rise,risen,rises,rising,rose
risk: risk,risks
rival: rivals
rivalry: rivalry
river: river
riveter: riveters
road: road,roads
roadstead: roadstead
roar: roar,roaring
roast: roasts
rob: robbed
robe: robes
robert: robert
robust: robust
rock: rock,rocks
rocky: rocky
rod: rod
rodney: rodney
rogue: rogues
roll: rolled,rolling,rolls
roller: roller,rollers
roman: roman
romance: romance
romantic: romantic
rome: rome
romeo: romeo
romney: romney
romping: romping
roof: roof,roofs
root: root,roots
rope: rope,ropes
rose: rose,roses
rough: rough,roughest
roughly: roughly
roughness: roughness
rouse: roused
row: row,rowed
royal: royal
royally: royally
royalty: royalties,royalty
rude: rude
rue: rue
rues: rues
ruffle: ruffled
rug: rugs
rugged: rugged
ruin: ruin,ruined,ruins
rule: rule,ruled,rules,ruling
rummage: rummaged
rumour: rumour,rumoured
runt: runt
rush: rush,rushed,rushing
rust: rust,rusted
rustic: rustic
rusty: rusty
rye: rye
sabre: sabres
sack: sacked
sacred: sacred
sacrifice: sacrifice,sacrifices
sad: sad
saddle: saddle
saddler: saddler
safe: safe
safely: safely
safety: safety
sage: sage
sail: sail,sailed,sails
sailing: sailing
sailor: sailor,sailors
saint: saint
sake: sake
salaried: salaried
salary: salary
sally: sallied
salmon: salmon
salon: salon
saloon: saloon
salt: salt
salute: saluted
samuel: samuel
san: san,sans
sanction: sanction
sand: sand
sandbank: sandbank
sandwich: sandwich
sandy: sandy
sanitary: sanitary
sanitation: sanitation
santo: santo
sardinia: sardinia
satellite: satellites
satisfaction: satisfaction,satisfactions
satisfactorily: satisfactorily
satisfactory: satisfactory
satisfy: satisfied,satisfy
saturday: saturday
savage: savage
save: save,saved,saving
savile: savile
savings: savings
sawdust: sawdust
scale: scale,scales
scanty: scanty
scarce: scarce
scarcely: scarcely
scarlet: scarlet
scart: scarts
scatter: scattered
scattered: scattered
scene: scene,scenes
scenery: scenery
scent: scent,scented
scepticism: scepticism
scheme: scheme,schemes,scheming
scholar: scholar
scholarly: scholarly
scholastic: scholastic
school: school,schooling
schoolboy: schoolboy,schoolboys
schoolfellow: schoolfellows
schoolmate: schoolmates
sciatica: sciatica
science: science,sciences
scientific: scientific
scirocco: scirocco
scoff: scoff
scoot: scoot
scope: scope
score: score
scotch: scotch
scotland: scotland
scots: scots
scott: scott
scramble: scramble
scratch: scratched
scream: scream
screw: screw
scribble: scribbled,scribbling
scurvy: scurvy
scuttle: scuttle
sea: sea,seas
seaman: seaman
search: search,searching
seaside: seaside
seat: seat,seated
seaward: seaward,seawards
seaweed: seaweeds
seconde: seconde
secret: secret,secrets
secretary: secretary
secretaryship: secretaryship
secure: secure,secured,securing
seduce: seduced
sedulous: sedulous
seek: seeking,sought
seeker: seeker
seemingly: seemingly
seize: seized
select: selected
selection: selection
selfish: selfish
selfsame: selfsame
sell: sell,sold
sellar: sellar
senatus: senatus
send: send,sending,sends
senior: senior,seniors
sense: sense
sensitively: sensitively
sentence: sentence
sentiment: sentiment,sentiments
sentinel: sentinels
separate: separate,separated
separation: separation,separations
september: september
septic: septic
serai: serais
serais: serais
sergeant: sergeant
series: series
sermon: sermon,sermons
serrai: serrai
servant: servant,servants
serve: serve,served,serving
service: service,services
session: session
set: set,sets,setting
setting: setting
settle: settle,settled
seventeen: seventeen
seventh: seventh
severe: severe
sewage: sewage
sewer: sewer
sewerage: sewerage
sex: sex
sextant: sextant
shade: shade
shades: shades
shadow: shadow
shake: shaking,shook
shakespeare: shakespeare
shaking: shaking
shallow: shallow,shallowest
shame: shame
shape: shape
shapeless: shapeless
share: share,shared,shares,sharing
sharer: sharer
sharp: sharp
sharpen: sharpened
sharply: sharply
shear: shorn
sheave: sheave
sheep: sheep
sheepish: sheepish
sheepskin: sheepskin
sheer: sheer
sheerness: sheerness
sheet: sheet,sheets
shellac: shellac
shelley: shelley
shelter: shelter
sherbet: sherbet
shield: shield
shift: shifted
shilling: shilling,shillings
shine: shine,shining,shone
ship: ship,ships
shipway: shipway
shipwright: shipwrights
shirt: shirts
shiver: shivering
shoal: shoals
shock: shock,shocked
shocked: shocked
shocking: shocking
shoe: shoes
shoot: shoot,shot
shooting: shooting
shop: shop,shops
shopboy: shopboys
shopkeeper: shopkeepers
shore: shore,shores
short: short
shortly: shortly
shot: shot
shoulder: shoulder,shouldering,shoulders
shout: shouting,shouts
shrew: shrew
shrewd: shrewd
shrewdly: shrewdly
shrink: shrank
shroud: shroud
shrub: shrubs
shudder: shudder
shut: shut
shy: shy
sic: sic
sick: sick
sickening: sickening
sicklier: sicklier
sickly: sickly
sickness: sickness
sideways: sideways
siesta: siesta
sigh: sighed
sight: sight,sights
sighted: sighted
sign: sign,signed,signing,signs
signal: signal,signalled,signals
signalling: signalling
signature: signature,signatures
significance: significance
signify: signify
signor: signor
silence: silenced
silent: silent
silk: silk
silly: silly
silver: silver
similarity: similarity
simple: simple
simplicity: simplicity
simply: simply
sin: sin
sincerely: sincerely
sing: sang,sing,singing
singing: singing
single: single,singled
singular: singular
singularly: singularly
sink: sunk
sir: sir
sire: sires
sister: sister,sisters
sit: sat,sit,sitting
sitter: sitter
sitting: sittings
situation: situation,situations
sixteen: sixteen
sixteenth: sixteenth
size: size
sized: sized
skating: skating
skein: skein
sketch: sketch,sketched,sketches,sketching
skilful: skilful
skilfully: skilfully
skill: skill
skilled: skilled
skin: skin
skip: skips
skipper: skipper
skirt: skirts
skulk: skulk,skulked,skulking
sky: skies,sky
slack: slack,slacking
slacker: slacker
slate: slate
slave: slave,slaves
slaver: slavers
slay: slain
sleep: sleep,sleeping,slept
sleeper: sleeper
sleeve: sleeves
sleight: sleight
slender: slender
slide: sliding
slight: slight
slim: slim
sling: slung
slip: slip,slipped,slipping,slips
slipshod: slipshod
slope: sloping
slovenliness: slovenliness
slow: slow
slowly: slowly
sluggard: sluggard
slur: slur
slush: slush
smack: smack
smallness: smallness
smash: smash
smatterer: smatterer
smell: smell,smelling,smelt
smile: smile,smiles,smiling
smith: smith
smoke: smoke,smoked
smoking: smoking
smoothness: smoothness
smoulder: smouldering
smuggle: smuggled
smuggler: smuggler
snake: snake
snap: snapped,snapping
sniff: sniffing
snooze: snoozed
snow: snow
snowy: snowy
snug: snug
soap: soap
soar: soaring
sob: sob
social: social
society: societies,society
socrates: socrates
soft: soft,softer
soften: softened
softness: softness
soil: soil
soir: soir
solace: solace
soldier: soldier,soldiers
solemnly: solemnly
solicit: solicit
solicitation: solicitation
solicitude: solicitude
solid: solid
solitary: solitary
solitude: solitude
solve: solve
son: son,sons
song: song,songs
sons: sons
sooth: sooth
sophist: sophist
sophocles: sophocles
sophy: sophy
sore: sore
sorrow: sorrow
sorrowing: sorrowing
sort: sort,sorts
soul: soul
sound: sound,sounded,sounding,sounds
sounding: soundings
soundly: soundly
source: source,sources
sous: sous
souse: souse
south: south
souvenir: souvenir
sow: sowing
space: space,spaces
spade: spade
spanish: spanish
spar: spar
spare: spare,sparing
spark: spark
sparkling: sparkling
speak: speak,speaking,speaks,spoke,spoken
speaker: speaker
special: special
specially: specially
specific: specific
specimen: specimen,specimens
spectacular: spectacular
spectator: spectator
specula: specula
speculation: speculation,speculations
speculative: speculative
speech: speech
speechmaking: speechmaking
speed: speed
speedily: speedily
spell: spelled
spend: spend,spending,spent
spending: spending
sphere: sphere
spice: spice
spicy: spicy
spike: spike
spin: spun
spindle: spindle
spindrift: spindrift
spirit: spirit,spirits
spirited: spirited
spiritless: spiritless
spiritual: spiritual
spirituelle: spirituelle
spite: spite
splendid: splendid
splendidly: splendidly
splice: splice,spliced,splicing
splicing: splicing
spoil: spoil
sport: sport,sports
spot: spot
sprawl: sprawling
spray: sprays
spread: spread,spreading
spring: sprang,spring,springing,springs,sprung
sprinkling: sprinkling
spunyarn: spunyarn
spur: spurs
spy: spied
squabble: squabble
squadron: squadron,squadrons
squally: squally
squander: squandered
square: square
squat: squat
squint: squints
squire: squire
stable: stable
stack: stack
staff: staff
stag: stag
stage: stage,stages
stagnant: stagnant
stagnation: stagnation
staid: staid
stair: stairs
stalk: stalk
stall: stalls
stamp: stamp
stand: stand,standing,stands,stood
standard: standard,standards
standards: standards
staple: staple
star: stars
stare: staring
start: start,started,starting,starts
startle: startled
startled: startled
stately: stately
statement: statement,statements
station: station
statistics: statistics
statue: statues
stature: stature
status: status
staunchly: staunchly
stave: staves
stay: stay,stayed,staying
stead: stead
steadily: steadily
steadiness: steadiness
steady: steady
steal: steal,stealing,stolen
stealth: stealth
stealthy: stealthy
steam: steam,steaming,steams
steamboat: steamboat
steamer: steamer
steel: steel
steep: steep
steer: steer,steered
steering: steering
step: step,steps
stephen: stephen
sterility: sterility
sterling: sterling
stern: stern
sternness: sternness
steward: steward,stewards
stick: stick,sticking,sticks,stuck
stiff: stiff
stifle: stifle
stimulate: stimulating
stint: stinted
stir: stir,stirred,stirring
stirring: stirring
stock: stock,stocked
stoic: stoic
stoical: stoical
stoicism: stoicism
stoker: stoker
stolid: stolid
stomach: stomach,stomachs
stone: stone,stones
stoop: stooped
stoppage: stoppage
store: store,stored,stores
storey: storeys
storied: storied
storm: storm
story: stories,story
stout: stout
stoutly: stoutly
stove: stove
straight: straight
strain: strain,strained,strains
strange: strange,strangest
strangely: strangely
stranger: stranger,strangers
strangle: strangled
strap: strap,strapping
strategic: strategic
stray: stray,strayed
stream: stream
street: street,streets
strength: strength
strenuous: strenuous
stretch: stretch,stretched
stricken: stricken
strict: strict
strictly: strictly
strike: strike,struck
string: strings
stringent: stringent
stripe: stripes
stroke: stroke,strokes
strong: strong,stronger,strongest
struggle: struggle,struggles,struggling
stubborn: stubborn
student: student,students
studious: studious
study: studies,study,studying
stuff: stuff
stultified: stultified
stumble: stumble
sturdy: sturdy
style: style
styrian: styrian
subaltern: subaltern
subject: subject,subjected,subjects
submarine: submarine
submit: submitted
subordinate: subordinate
subscribe: subscribe
subscriber: subscribers
subscription: subscription
subsequent: subsequent
substance: substance,substances
substitution: substitution
subtlety: subtleties
suburb: suburb
succeed: succeed,succeeded,succeeding,succeeds
success: success
successful: successful
successive: successive
sucker: suckers
sudden: sudden
suddenly: suddenly
suffer: suffer,suffered,suffers
sufferer: sufferer
suffering: suffering,sufferings
suffice: suffice
sufficient: sufficient
suggestion: suggestion,suggestions
suggestive: suggestive
suit: suit,suits
suitable: suitable
suite: suite
sulphur: sulphur
sum: sum
summer: summer
summit: summit
summons: summons
sun: sun
sunday: sunday
sundays: sundays
sunlight: sunlight
sunny: sunny
sunrise: sunrise
sunset: sunset
sunshine: sunshine
superficial: superficial
superior: superior,superiors
superiority: superiorities
superlatively: superlatively
supersede: superseded
supervision: supervision
supper: supper
supply: supplied,supply
support: support,supported
suppose: suppose,supposed,supposing
suppress: suppress
surely: surely
surface: surface
surge: surging
surgeons: surgeons
surprise: surprise
surprised: surprised
surround: surrounded,surrounds
surroundings: surroundings
survey: survey,surveying
survival: survival,survivals
survive: survive,survived,survives,surviving
susan: susan
suspect: suspect,suspected
suspend: suspending
suspense: suspense
suspicion: suspicion
sussex: sussex
sustain: sustained,sustains
sustained: sustained
sustenance: sustenance
swamp: swamp,swamped
swear: swear,swearing,swears
swearing: swearing
sweat: sweat
sweep: swept
sweet: sweeter
sweeten: sweetened
sweetheart: sweetheart
sweetness: sweetness
swell: swell
swift: swift
swim: swam,swim
swimmer: swimmer
swindle: swindle
swing: swing
switzerland: switzerland
sword: sword,swords
symbol: symbol
symbolical: symbolical
sympathise: sympathise
sympathy: sympathies,sympathy
symptom: symptoms
synonymous: synonymous
systematic: systematic
systematically: systematically
table: table,tables
tableau: tableau
tacitly: tacitly
tact: tact
tail: tail,tails
tailor: tailor,tailoring,tailors
taint: taint
tait: tait
tale: tale
talent: talent,talents
talented: talented
talk: talk,talked,talking,talks
tall: tall
tame: tame,taming
tan: tanned
tandem: tandem
tangle: tangle,tangles
tank: tanks
tar: tar
tarry: tarry
tart: tart
task: task
taskmaster: taskmaster
taste: taste,tasted,tastes
taut: taut
tax: tax,taxes
taylor: taylor
tea: tea
teach: taught,teach,teaches,teaching
teacher: teacher,teachers
teaching: teaching
tear: tear,tearing,tears,torn
technical: technical
teem: teem,teeming
teethe: teething
telegram: telegram,telegrams
telegraph: telegraph,telegraphed
telegraphic: telegraphic
telegraphing: telegraphing
telegraphist: telegraphists
telegraphy: telegraphy
telescope: telescope
telpherage: telpherage
temp: temps
temper: temper,tempered
tempered: tempered
tempest: tempest
temporal: temporal
temporarily: temporarily
tempt: tempted
tenable: tenable
tenant: tenant,tenants
tend: tended
tender: tender
tenderness: tenderness
tenement: tenement,tenements
tenor: tenor
tense: tense
tension: tension
tent: tent
tentative: tentative
tenth: tenth
term: term,terms
terrace: terrace,terraces
terrible: terrible
terribly: terribly
terrier: terrier
terror: terror,terrors
testify: testify
testimony: testimony
testing: testing,testings
testy: testy
texture: texture
thankful: thankful
thatch: thatched
theatre: theatre,theatres
theatricals: theatricals
theme: theme
thenceforth: thenceforth
thenceforward: thenceforward
theophilus: theophilus
theory: theories,theory
thermometer: thermometer
thicken: thickened
thief: thief
thinking: thinking
thirst: thirst
thirteen: thirteen
thistle: thistles
thomas: thomas
thomsonian: thomsonian
thorny: thorny
thoroughness: thoroughness
thoughtful: thoughtful
thrash: thrashed
thread: threads
threat: threat
