abandon: abandon,abandoned
embassy: embassies,embassy
embody: embodying
embrace: embrace,embraced,embracing
embrasure: embrasures
embroidery: embroideries
emerge: emerged,emerging
emigrant: emigrants
emigration: emigration
eminence: eminence
emolument: emoluments
emotion: emotions
emotional: emotional
emperor: emperor,emperors
emperorship: emperorship
emphasize: emphasizing
empire: empire,empires
employ: employed
employee: employee,employees
employment: employments
emporium: emporium
en: en
enable: enable,enabled
encode: encoded,encoding
encomendero: encomendero
encomienda: encomienda,encomiendas
encomiendas: encomiendas
encompass: encompassing
encounter: encounter,encountered,encountering
encourage: encouraged,encouraging
encouragement: encouragement
endeavor: endeavored,endeavors
endless: endless
endow: endowed
endowment: endowment
endure: enduring
enemy: enemies,enemy
energy: energy
enfeebled: enfeebled
enforce: enforce,enforced,enforcing
enforcement: enforcement
engage: engage,engaged
engaged: engaged
engagement: engagement,engagements
engender: engendered
engineer: engineer
engineering: engineering
england: england
english: english
englishman: englishman
englishmen: englishmen
engraving: engraving
enjoy: enjoy,enjoyed
enjoyment: enjoyment
enlightened: enlightened
enlightenment: enlightenment
enlist: enlisted
enmity: enmity
enormous: enormous
enrich: enrich,enriching
enrichment: enrichment
enslave: enslaved,enslaving
enslavement: enslavement
ensue: ensued
ensure: ensuring
enter: enter,entered,entering,enters
enterprise: enterprise,enterprises
enterprising: enterprising
entertained: entertained
entertainment: entertainment
enthusiasm: enthusiasm
enticing: enticing
entire: entire
entity: entity
entrada: entrada
entrance: entrance,entrances
enumeration: enumeration
epidemic: epidemic
episcopal: episcopal
epitome: epitome
epoch: epoch
equal: equal
equality: equality
equally: equally
equator: equator
equatorial: equatorial
equip: equipped,equipping
equipment: equipment,equipments
equipped: equipped
era: era,eras
erect: erected,erecting
erection: erection
erroneous: erroneous
error: error,errors
eruption: eruption,eruptions
escape: escape,escaped,escaping
escarpment: escarpment
escorial: escorial
escort: escort
essay: essay
essential: essential
establish: establish,established,establishing
establishment: establishment,establishments
estado: estado
estate: estates
esteem: esteem
estella: estella
estimate: estimate,estimated
estuary: estuaries,estuary
ethnographic: ethnographic
ethnology: ethnology
euphrates: euphrates
europe: europe
european: european,europeans
evacuation: evacuation
evasion: evasions
evening: evening
event: event,events
eventually: eventually
everyday: everyday
evidence: evidence,evidenced
evident: evident
evidently: evidently
evil: evil,evils
evilly: evilly
evoke: evoked
exact: exact
exaggerate: exaggerated
exalt: exalted
examination: examination,examinations
examine: examine,examined
exasperate: exasperated,exasperating
exceedingly: exceedingly
excellent: excellent
exception: exception,exceptions
exceptional: exceptional
excess: excess
excessive: excessive
exchange: exchange,exchanged,exchanges
excite: excited
excitement: excitement
exciting: exciting
exclaim: exclaimed,exclaims
exclude: exclude,excluded
exclusion: exclusion
exclusive: exclusive
exclusively: exclusively
excommunicate: excommunicated
excommunication: excommunication
excursion: excursions
excuse: excuse
execute: execute,executed
execution: execution,executions
executive: executive
exemplary: exemplary
exempt: exempt,exempted
exercise: exercise,exercised
exertion: exertions
exhaust: exhaust,exhausted
exhaustive: exhaustive
exhibit: exhibit,exhibited
exhume: exhumed
exile: exile,exiled
exist: exist,existed,existing,exists
existence: existence
exorbitant: exorbitant
exorcism: exorcism
expand: expanded
expansion: expansion
expect: expected,expecting
expectation: expectations
expedition: expedition,expeditions
expel: expel,expelled,expelling
expend: expend,expended
expenditure: expenditure,expenditures
expense: expense,expenses
expensive: expensive
experience: experience,experienced
experienced: experienced
experiment: experiment,experiments
expert: expert
expiration: expiration
expire: expired
explain: explained,explaining,explains
explanation: explanation
explode: exploded
exploit: exploit,exploited,exploiting,exploits
exploitation: exploitation
exploration: exploration,explorations
explorations: explorations
explore: explore,explored,exploring
explorer: explorer,explorers
explorers: explorers
export: export,exported,exporting,exports
exportation: exportation
expose: expose,exposed
express: express,expressed
expression: expression,expressions
expulsion: expulsion
extend: extend,extended,extending,extends
extension: extension
extensive: extensive
extensively: extensively
extent: extent
exterior: exterior
extermination: extermination
external: external
extinct: extinct
extinction: extinction
extinguish: extinguish
extirpate: extirpate
extort: extorted
extortion: extortion
extortionate: extortionate
extract: extracts
extraordinary: extraordinary
extravagant: extravagant
extreme: extreme,extremes
extremely: extremely
extremity: extremity
eye: eye,eyes
ezekiel: ezekiel
fabian: fabian
fabric: fabrics
fabulous: fabulous
facility: facility
factor: factor,factors
factory: factories,factory
fail: fail,failed,failing
failure: failure
fair: fair
fairbanks: fairbanks
faith: faith
faithfully: faithfully
fall: fall,fallen,falling,fell
falsity: falsity
fame: fame,famed
famed: famed
familiar: familiar
familiarity: familiarity
family: families,family
famine: famine
famous: famous
fanatical: fanatical
fanaticism: fanaticism
farmer: farmers
farming: farming
farsightedness: farsightedness
farth: farthest
fascinate: fascinate
fascination: fascination
fashion: fashion,fashioned
fast: fast
fastness: fastness
fat: fat
fatality: fatality
fatally: fatally
fate: fate
fated: fated
father: father,fathers
fatuously: fatuously
fault: fault
favor: favor
favorable: favorable
favorably: favorably
favorite: favorites
fear: fear,feared,fears
fearful: fearful
fearless: fearless
fearlessly: fearlessly
feast: feast
feasting: feasting
feat: feats
feather: feather,feathers
feature: feature,features
february: february
federal: federal
federation: federations
fee: fee,fees
feeble: feeble
feebly: feebly
feel: feel,feeling
feeling: feeling,feelings
felix: felix
fell: felling
fellow: fellow
fernando: fernando
ferocious: ferocious
fertile: fertile
fertilize: fertilized
festival: festivals
fetish: fetish,fetishes
feud: feud
feudal: feudal
feudalism: feudalism
fever: fever
fiber: fiber
fidelity: fidelity
fief: fief
field: field,fields
fierce: fierce,fiercest
fiercely: fiercely
fierceness: fierceness
fiery: fiery
fiesta: fiestas
fifteenth: fifteenth
fight: fight,fighting,fights,fought
fighter: fighters
fighting: fighting
figure: figure,figures
file: file,files
filibuster: filibusters
filipina: filipina
filipino: filipino,filipinos
fin: fins
final: final
finally: finally
finance: finance
finances: finances
financial: financial
financier: financiers
finding: finding
fine: fine
finely: finely
finished: finished
firearm: firearm,firearms
firing: firing
firm: firm
firmly: firmly
fiscal: fiscal
fish: fish,fishing
fisherman: fisherman,fishermen
fishery: fisheries
fishing: fishing
fit: fitted,fitting
fitness: fitness
flag: flag
flagship: flagship
flame: flamed
flanders: flanders
flanking: flanking
flattering: flattering
flavoring: flavorings
flee: fled,fleeing
fleet: fleet,fleets
flemish: flemish
flesh: flesh
flexible: flexible
flight: flight
flock: flocked
flood: floods
floor: floor
flora: flora
florence: florence
florida: florida
flourish: flourished
flow: flow,flows
flume: flumes
fly: fly,flying
focus: focus
foe: foes
folk: folk
follow: follow
follower: followers
folly: folly
fond: fond
font: font
food: food,foods
foodstuff: foodstuffs
foot: feet
foothold: foothold
footing: footing
footnote: footnotes
foray: forays
forbid: forbade,forbidden
force: force,forced,forces
foreign: foreign
foreigner: foreigners
foreman: foreman
foremost: foremost
foresee: foresee
foresight: foresight
forest: forest,forests
forestry: forestry
forget: forget
form: form,formed,forming,forms
formal: formal
formality: formality
formally: formally
format: format,formats
formation: formation
formidable: formidable
forsake: forsaken,forsaking
fort: fort,forts
fortification: fortifications
fortified: fortified
fortify: fortified,fortify
fortress: fortress,fortresses
forts: forts
fortunate: fortunate
fortunately: fortunately
fortune: fortune,fortunes
forwarding: forwarding
foster: fostered
foul: foul
foundation: foundation,foundations
founder: founder
founding: founding
foundry: foundry
fourteen: fourteen
fourteenth: fourteenth
fourth: fourth
fowl: fowls
fraction: fraction
frail: frail
frame: frame,framed,framing
france: france
francis: francis
franciscan: franciscan,franciscans
francisco: francisco
frank: frank
franklin: franklin
frankly: frankly
franks: franks
fraternity: fraternity
fray: fray
fred: fred
freebooter: freebooter,freebooters
freedmen: freedmen
freedom: freedom
freely: freely
freight: freighted
french: french
frenchman: frenchmen
frequency: frequency
frequent: frequent,frequented
frequently: frequently
fresh: fresh
freshen: freshened
freshly: freshly
friar: friar,friars
friars: friars
friday: friday
friend: friend,friends
friendliness: friendliness
friendly: friendly
friendship: friendship
frigate: frigate,frigates
frightfully: frightfully
frontier: frontier,frontiers
frontiersman: frontiersman
fruit: fruits
fruitful: fruitful
fruitless: fruitless
fulfil: fulfilled
function: function
functionary: functionaries
fund: funds
fundamental: fundamental
furious: furious
furiously: furiously
furnish: furnish,furnished
furniture: furniture
fury: fury
futile: futile
future: future
gabriel: gabriel
gain: gain,gained,gaining,gains
gallant: gallant
galleon: galleon,galleons
galleons: galleons
galley: galley,galleys
game: games
gamma: gamma
gang: gangs
gange: ganges
garb: garb
garden: garden,gardens
garment: garment,garments
garrison: garrison,garrisons
garrote: garrote
gaspar: gaspar
gate: gate,gates
gateway: gateway
gather: gather,gathered
gathering: gathering
gay: gay
gem: gems
generation: generation,generations
generosity: generosity
generous: generous
generously: generously
geneva: geneva
genius: genius
genoa: genoa
genoese: genoese
gentiles: gentiles
gentleman: gentlemen
geodetic: geodetic
geographer: geographer,geographers
geographical: geographical
geographically: geographically
geography: geographies,geography
german: german,germans
germany: germany
ghana: ghana
gibbon: gibbon
gift: gift,gifts
gifted: gifted
gigantic: gigantic
gil: gil
ginger: ginger
girl: girls
glass: glass
glazed: glazed
globe: globe
gloomy: gloomy
glorify: glorify
glory: glory
goa: goa
goal: goals
goat: goats
gobi: gobi
goblet: goblet
god: god
gold: gold
gong: gong,gongs
gonzalo: gonzalo
goodly: goodly
goose: geese
gospel: gospel
goths: goths
govern: govern,governed,governs
governing: governing
government: government,governments
governor: governor,governors
governorship: governorship,governorships
graceful: graceful
grade: grade,graded
gradual: gradual
gradually: gradually
grammar: grammars
grand: grand
grande: grande
grandfather: grandfather
grandson: grandson
grant: grant,granted,granting
granting: granting
graphic: graphic
grassy: grassy
gratefully: gratefully
gratify: gratifying
grave: grave
greatly: greatly
grecian: grecian
greed: greed
greedy: greedy
greek: greek,greeks
green: green
gregory: gregory
grenada: grenada
grievance: grievances
grieve: grieves
grievous: grievous
gross: gross
ground: ground
grounds: grounds
grove: groves
grow: grew,grow,growing,grown
growing: growing
growth: growth
guam: guam
guarantee: guarantee,guaranteed
guard: guard,guarded,guards
guardian: guardian
gue: gue
guess: guess
guest: guests
guidance: guidance
guide: guide,guided,guides
guido: guido
guillermo: guillermo
guilty: guilty
guinea: guinea
guitar: guitar
gulf: gulf
gum: gums
gun: gun,guns
gunboat: gunboats
gunner: gunners
ha: ha
habit: habit
habitat: habitat
habitation: habitations
hacienda: hacienda,haciendas
hail: hailed
hair: hair
haired: haired
haiti: haiti
halfway: halfway
hall: hall
halt: halt
hamal: hamal
hamlet: hamlet
hand: hand,handed,hands
handed: handed
handicraft: handicraft
handle: handle
handsome: handsome
handwriting: handwriting
handy: handy
hang: hangs,hung
happen: happened
happily: happily
happiness: happiness
harass: harassed
harbor: harbor,harbored,harbors
hard: hard,harder
hardihood: hardihood
hardship: hardship,hardships
harmless: harmless
harmony: harmony
harp: harp
harry: harrying
harshness: harshness
hart: hart
harvard: harvard
harvest: harvest,harvests
hasten: hastened
hastily: hastily
hate: hated
hatred: hatred
haunt: haunt,haunted
havana: havana
hawaiian: hawaiian
haystack: haystack
hazardous: hazardous
head: head,headed,heads
headhunter: headhunters
headland: headlands
headquarters: headquarters
headwater: headwaters
health: health
healthy: healthy
hear: hear,heard,hears
heart: heart,hearts
hearted: hearted
heartily: heartily
hearty: hearty
heathen: heathen
heathenism: heathenism
heaven: heaven
heavenly: heavenly
heavily: heavily
heavy: heavy
hebrew: hebrew
hebrewism: hebrewism
heedless: heedless
height: height
heir: heir,heirs
helmet: helmet
helpful: helpful
helpless: helpless
hem: hem,hemmed
hemisphere: hemisphere,hemispheres
hemp: hemp
henry: henry
herd: herds
hereditary: hereditary
heresy: heresy
heretic: heretic,heretics
heretical: heretical
heretofore: heretofore
heritage: heritage
hermit: hermit
hermitage: hermitage
hero: hero
heroic: heroic
hesitate: hesitated,hesitating
hewing: hewing
hic: hic
hide: hides
highborn: highborn
highly: highly
hill: hill,hills
hillman: hillmen
hillside: hillsides
hindu: hindu
hinduism: hinduism
hindus: hindus
hispaniola: hispaniola
historian: historian,historians
historic: historic
historical: historical
historically: historically
history: histories,history
hitherto: hitherto
ho: ho
hog: hogs
hold: held,hold,holding,holds
holder: holder
holding: holding
hole: holes
holland: holland
hollanders: hollanders
holy: holier,holy
homely: homely
homeward: homeward
honda: honda
honestly: honestly
honesty: honesty
honey: honey
hongkong: hongkong
honor: honor,honored,honors
honorable: honorable
honorably: honorably
hope: hope,hoped,hopes,hoping
hopeful: hopeful
horde: hordes
horizon: horizon
horn: horns
horrible: horrible
horribly: horribly
horror: horror
horse: horse,horses
horseback: horseback
horseman: horsemen
hospital: hospital,hospitals
hospitals: hospitals
hostile: hostile
hostilities: hostilities
hostility: hostilities,hostility
hour: hour,hours
house: house,houses
household: household
howitzer: howitzer
hudson: hudson
huge: huge
human: human
humane: humane
humanely: humanely
humanitarian: humanitarian
humble: humble,humbled
humbly: humbly
humiliating: humiliating
humiliation: humiliation
hunger: hunger
huns: huns
hunt: hunt,hunting
hunter: hunters
hunting: hunting
hurl: hurled
husband: husband,husbands
husbandman: husbandman
husk: husk
hut: hut
hydrographic: hydrographic
ibanag: ibanag
ibilao: ibilao
ice: ice
ide: ide
idea: idea,ideas
ideal: ideal,ideals
ideas: ideas
identification: identification
identify: identify
idol: idols
idolatrous: idolatrous
ifugao: ifugao
ignatius: ignatius
ignorance: ignorance
ignorant: ignorant
igorot: igorot
iii: iii
illano: illano
illegal: illegal
illiberal: illiberal
illustrate: illustrate,illustrated,illustrating
illustration: illustrations
illustrious: illustrious
ilocano: ilocano
image: image,images
imagine: imagine,imagined
imagining: imaginings
imbitter: imbitter,imbittered
imbue: imbued
imitation: imitation
immeasurably: immeasurably
immemorial: immemorial
immense: immense
immensely: immensely
immigration: immigration
immortal: immortal
impassioned: impassioned
impatient: impatient
imperative: imperative
imperfectly: imperfectly
imperial: imperial
imperialism: imperialism
impetuous: impetuous
impetus: impetus
implicate: implicated
imply: implied
impolitic: impolitic
import: import,imported,imports
importation: importation,importations
impose: impose,imposed,imposing
imposing: imposing
impossible: impossible
impost: imposts
impotent: impotent
impregnable: impregnable
impressed: impressed
impressive: impressive
imprint: imprinted
imprison: imprisoned
imprisonment: imprisonment
improve: improve,improved,improving
improvement: improvement,improvements
improvements: improvements
impulse: impulse
inability: inability
inaccurate: inaccurate
inactivity: inactivity
inadequate: inadequate
inaugurate: inaugurated
incalculable: incalculable
incapacity: incapacity
incense: incensed
incentive: incentive
incessant: incessant
incidental: incidental
incite: incited,inciting
inclination: inclination
incline: inclined
inclose: inclosed
include: include,included,includes,including
including: including
income: income
incomparable: incomparable
incomparably: incomparably
incompatible: incompatible
incomplete: incomplete
incorporate: incorporating
incorporated: incorporated
incorruptible: incorruptible
increase: increase,increased,increasing
incredible: incredible
incur: incur
indebted: indebted
indefinitely: indefinitely
indemnify: indemnify
indemnity: indemnity
independence: independence
independent: independent
independently: independently
indescribable: indescribable
india: india
indian: indian,indians
indies: indies
indifference: indifference
indignantly: indignantly
indignity: indignity
indirect: indirect
indirectly: indirectly
indispensable: indispensable
individual: individual,individuals
induce: induced,inducing
inductive: inductive
indulge: indulged
indus: indus
industrial: industrial
industrious: industrious
industry: industries,industry
ineffective: ineffective
ineffectiveness: ineffectiveness
inertia: inertia
inexpressible: inexpressible
inf: infest
infallibly: infallibly
infant: infants
infante: infante
infantry: infantry
inferior: inferior
inferiority: inferiority
infidel: infidel
infidelity: infidelity
infinite: infinite
infirm: infirm
infirmary: infirmary
inflame: inflame,inflamed
inflamed: inflamed
inflict: inflict
influence: influence,influenced,influences
influential: influential
inform: informed,informs
informed: informed
infraction: infractions
infringe: infringe
infringement: infringement
infuriate: infuriated
infuse: infuse
inhabit: inhabit,inhabited
inhabitant: inhabitants
inherit: inherited
inheritance: inheritance,inheritances
inhuman: inhuman
inhumanity: inhumanity
inhumanly: inhumanly
injudiciously: injudiciously
injure: injured
injury: injury
injustice: injustice
ink: ink
inn: inn
innumerable: innumerable
inquire: inquire
inquiry: inquiry
inquisition: inquisition
inquisitor: inquisitor
insane: insane
insignificant: insignificant
insist: insisted,insisting
inspector: inspector
inspiration: inspiration
inspire: inspire,inspired
inspiring: inspiring
instance: instance,instances
instantly: instantly
institution: institution,institutions
instruct: instructed
instruction: instruction,instructions
instrument: instrument,instruments
insufficient: insufficient
insular: insular
insurance: insurance
insurgent: insurgent,insurgents
insurrection: insurrection
integral: integral
integrity: integrity
intellectual: intellectual
intelligence: intelligence
intelligent: intelligent
intend: intended
intendencia: intendencia
intense: intense
intensify: intensified
intent: intent
intention: intentions
inter: interred
intercept: intercept,intercepted
interchange: interchange
intercourse: intercourse
interfere: interfere
interference: interference
interior: interior,interiors
intermediate: intermediate
internal: internal
international: international
internet: internet
interpret: interpret,interpreted
interpreter: interpreter
interrogate: interrogated
interrupt: interrupted
interruption: interruption
intersect: intersected
interval: interval
intervene: intervening
intimidate: intimidate
intimidation: intimidation
intolerance: intolerance
intoxication: intoxication
intrepid: intrepid
intrigue: intrigue,intrigues
introduce: introduce,introduced
introduction: introduction
introductory: introductory
intruder: intruder
intrust: intrust,intrusted
invade: invade,invaded,invading
invader: invaders
invalid: invalid
invalidity: invalidity
invaluable: invaluable
invariably: invariably
invasion: invasion
invent: invented
invest: invested
investigate: investigate
investigation: investigation,investigations
invite: invited,inviting
involve: involved
involved: involved
inwardly: inwardly
iron: iron
ironical: ironical
irreconcilable: irreconcilable
irregular: irregular
irresistible: irresistible
irresistibly: irresistibly
irretrievable: irretrievable
irrigation: irrigation
irritatingly: irritatingly
irs: irs
isabel: isabel
isabella: isabella
islam: islam
island: island,islands
islander: islanders
islands: islands
isles: isles
islet: islets
isolate: isolate,isolated
isolated: isolated
isolation: isolation
issue: issued
isthmus: isthmus
ita: ita
italian: italian
italon: italon
italy: italy
iv: iv
ivory: ivory
ix: ix
jail: jail
james: james
jan: jan
janeiro: janeiro
january: january
japan: japan
japanese: japanese
jar: jars
java: java
javanese: javanese
jealous: jealous
jealousy: jealousies,jealousy
jerusalem: jerusalem
jesuit: jesuit
jesuits: jesuits
jesus: jesus
jews: jews
john: john
joseph: joseph
journal: journal
journalism: journalism
journey: journey,journeys
joy: joy
joyfully: joyfully
ju: ju
juan: juan
judge: judge,judges
judgment: judgment,judgments
judicial: judicial
julian: julian
july: july
june: june
jungle: jungle,jungles
junk: junk,junks
junks: junks
junta: junta,juntas
jurisdiction: jurisdiction
jurist: jurist
justice: justice,justices
justification: justification
justified: justified
justify: justified,justify
justly: justly
kafirs: kafirs
katipunan: katipunan
keen: keen,keenest
kenton: kenton
kentucky: kentucky
kill: kill,killed,killing
kindly: kindly
kindness: kindness
king: king,kings
kingdom: kingdom,kingdoms
kinky: kinky
knickknack: knickknacks
knife: knives
knight: knight,knights
knights: knights
knowledge: knowledge
koran: koran
kris: kris
kua: kua
kue: kue
kyoto: kyoto
labor: labor,labored,labors
laboratories: laboratories
laboratory: laboratories
laborer: laborers
laborious: laborious
labrador: labrador
lack: lack,lacking
laden: laden
ladrone: ladrone
ladrones: ladrones
lady: ladies,lady
laguna: laguna
lair: lairs
lake: lake
lamentable: lamentable
lanao: lanao
lance: lance,lances
land: land,landed,landing,lands
landing: landing
lands: lands
language: language,languages
languages: languages
lantaka: lantaka
lao: lao
lapse: lapsed
las: las
lastly: lastly
late: late
latent: latent
latin: latin
latitude: latitude
launch: launched
lava: lava
law: law,laws
lawrence: lawrence
laws: laws
lawton: lawton
laxity: laxity
lay: laid,lay
lazarus: lazarus
le: le
lead: lead,leading,leads,led
leader: leader,leaders
leadership: leadership
leaf: leaf,leaves
league: league,leagues
learn: learn,learned,learning
learning: learning
leather: leather
leave: leave,leaving,left
lecture: lectures
left: left
leg: leg
legal: legal
legally: legally
legislate: legislate
legislating: legislating
legislation: legislation
legislative: legislative
legislature: legislature,legislatures
lei: lei
lend: lending
lending: lending
lengthen: lengthened
lenient: lenient
leon: leon
leonardo: leonardo
leone: leone
lepanto: lepanto
leper: leper,lepers
lessen: lessen
lesson: lesson,lessons
lessons: lessons
letter: letter,letters
lettering: lettering
levant: levant
level: level
levy: levied
ley: ley
liability: liability
liable: liable
lib: lib
liberal: liberal
liberality: liberality
liberalize: liberalize,liberalized,liberalizing
liberate: liberated
liberation: liberation
liberty: liberty
library: libraries,library
license: license
licensed: licensed
lie: lie,lies,lying
lieu: lieu
lieutenant: lieutenant,lieutenants
life: life,lives
lifetime: lifetime
lift: lift,lifted
light: light,lights
lighted: lighted
liking: liking
lima: lima
lime: lime
limit: limit,limited,limiting,limits
limitation: limitation,limitations
limited: limited
lineage: lineage
linen: linen,linens
linger: linger,lingered
link: linked,links
lino: lino
lip: lips
lisbon: lisbon
list: list
literary: literary
literati: literati
literature: literature,literatures
live: live,lived,lives,living
livestock: livestock
living: living
lo: lo
load: loaded
loathsome: loathsome
lobo: lobo
local: local
locality: locality
locate: located
location: location,locations
locksmith: locksmiths
lodge: lodge
lofty: loftier,loftiest,lofty
log: log
logical: logical
london: london
longitude: longitude
loose: loose
loosen: loosening
loosening: loosening
loot: loot,looted,looting
looting: looting
lord: lord,lords
lords: lords
lorenzo: lorenzo
lose: lose,losing,lost
loss: loss,losses
lot: lot
louisiana: louisiana
love: love
lowland: lowlands
lowlands: lowlands
loyal: loyal
loyalty: loyalty
lucia: lucia
luckless: luckless
lucrative: lucrative
luis: luis
luke: luke
luna: luna
lurk: lurking
lust: lust
luther: luther
luxurious: luxurious
luxury: luxuries,luxury
macao: macao
macassar: macassar
macedonian: macedonian
machine: machine
machinery: machinery
madagascar: madagascar
madeira: madeira
madeiras: madeiras
madras: madras
madre: madre
madrid: madrid
maestro: maestro
magazine: magazine
magellan: magellan
magistrate: magistrate
magnificence: magnificence
magnificent: magnificent
magnificently: magnificently
magnify: magnified
mail: mail,mailed
main: main
maine: maine
mainland: mainland
mainspring: mainspring
maintain: maintain,maintained,maintaining
maintenance: maintenance
maize: maize
majesty: majesty
major: major
majority: majority
maker: maker
malabar: malabar
malacca: malacca
malagasy: malagasy
malate: malate
malay: malay
malayan: malayan,malayans
malays: malays
malaysia: malaysia
malaysian: malaysian
malignant: malignant
malta: malta
manage: manage,managed
management: management
manchus: manchus
mandarin: mandarins
mandate: mandates
mangrove: mangrove
manhood: manhood
manifest: manifested
manila: manila
mankind: mankind
manned: manned
manner: manner
manners: manners
manobo: manobo
manuel: manuel
manufacture: manufacture
manufacturer: manufacturers
manufacturing: manufacturing
manuscript: manuscript
map: map,mapped,maps
maps: maps
mar: mar,marred
marauder: marauders
marcello: marcello
march: march,marched,marching
marching: marching
marco: marco
mare: mare,mares
margin: margin
maria: maria
marina: marina
marine: marine
mariner: mariners
maritime: maritime
mark: mark,marked,marks
marked: marked
markedly: markedly
market: market,markets
maroon: marooned
marquis: marquis
marriage: marriage
marry: married,marry
marsh: marshes
marshal: marshal,marshals
mart: mart,marts
martin: martin
martinez: martinez
marvellously: marvellously
marvelous: marvelous
mas: mas
mason: masons
masonic: masonic
masonry: masonry
mass: mass,masses
massacre: massacre
mast: masts
master: master,mastered,masters
masterful: masterful
mastery: mastery
mat: mats
material: material,materials
materialize: materialized
materially: materially
matter: matter,matters
maximum: maximum
mayor: mayor
meaning: meanings
measure: measure,measures
meat: meat
mecati: mecati
mechanical: mechanical
medicine: medicine
medina: medina
mediterranean: mediterranean
medium: medium
meet: meet,met
meeting: meeting
melanesia: melanesia
melanesian: melanesian
membership: membership
memorable: memorable
memorial: memorial
memory: memory
menace: menace
mental: mental
mention: mention,mentioned
merchandise: merchandise,merchandises
merchant: merchant,merchants
merchants: merchants
merciful: merciful
mercifully: mercifully
merciless: merciless
mercy: mercy
mere: mere
meridian: meridian
merino: merino
mesopotamia: mesopotamia
message: message
mestizo: mestizos
metal: metal,metals
meteorology: meteorology
method: method,methods
metric: metric
metropolis: metropolis
mexican: mexican,mexicans
mexico: mexico
mi: mi,mis
michael: michael
micronesia: micronesia
micronesian: micronesian
middle: middle
mighty: mighty
migration: migration
migratory: migratory
miguel: miguel
mikado: mikado
milan: milan
mile: mile,miles
military: military
militia: militia
mind: mind,minds
minded: minded
ming: ming
mingle: mingled,mingling
mingling: mingling
minimize: minimize
mining: mining
minister: minister,ministered,ministers
ministration: ministration,ministrations
ministry: ministry
minor: minor
minute: minute
miraculous: miraculous
misapprehension: misapprehension
mischief: mischief
misdirect: misdirected
miserable: miserable
miserably: miserably
misery: misery
misfortune: misfortune,misfortunes
misrule: misrule
mission: mission,missions
missionary: missionaries,missionary
mississippi: mississippi
mist: mist
mistake: mistake,mistakes,mistook
mistaken: mistaken
mistress: mistress
misunderstand: misunderstanding
misunderstanding: misunderstanding
mitigate: mitigated
mitigation: mitigation
mix: mixed
mixed: mixed
moat: moats
mob: mob
mode: mode
model: models
moderate: moderate
modern: modern
modernize: modernized
modification: modification
modify: modified,modify
mogul: mogul
mohammed: mohammed
mohammedan: mohammedan
mohammedanism: mohammedanism
molest: molesting
molto: molto
molucca: molucca
moment: moment,moments
monarch: monarch,monarchs
monarchical: monarchical
monarchs: monarchs
monarchy: monarchies,monarchy
monastery: monasteries,monastery
monastic: monastic
monasticism: monasticism
money: money
mongol: mongol
mongols: mongols
monk: monks
monkey: monkeys
monopolize: monopolizing
monopoly: monopoly
monotony: monotony
monroe: monroe
monsoon: monsoon,monsoons
monte: monte
montero: montero
month: month,months
monument: monument,monuments
mood: mood
moon: moon
moor: moors
moors: moors
moral: moral
morales: morales
morality: morality
morga: morga
mormon: mormon
morning: morning
moro: moro
morocco: morocco
morones: morones
morris: morris
morrow: morrow
mortality: mortality
moses: moses
mota: mota
mother: mother
motion: motion
motive: motives
motto: motto
mount: mount,mounted,mounting
mountain: mountain,mountains
mountaineer: mountaineers
mountainous: mountainous
mountains: mountains
mouth: mouth
movement: movement,movements
mulberry: mulberry
mule: mules
multitude: multitude
municipal: municipal
municipality: municipalities,municipality
munitions: munitions
murder: murder,murdered,murdering
murillo: murillo
murphy: murphy
muscular: muscular
museum: museum
musical: musical
musk: musk
musket: muskets
musketeer: musketeers
mussel: mussels
mutinous: mutinous
mutiny: mutiny
mutual: mutual
mysterious: mysterious
mystery: mysteries
myth: myth
mythical: mythical
mythological: mythological
nagasaki: nagasaki
naked: naked
naming: naming
naples: naples
napoleon: napoleon
narrate: narrated
narrative: narrative
narrow: narrow
narrowly: narrowly
nation: nation,nations
national: national
nationalist: nationalist
nationality: nationality
native: native,natives
natural: natural
naturalist: naturalists
naturally: naturally
nature: nature
naval: naval
navigation: navigation
navigator: navigator,navigators
navy: navies,navy
necessaries: necessaries
necessitate: necessitated,necessitates
necessity: necessity
neck: neck
needle: needles
neglect: neglect,neglected
negligence: negligence
negligent: negligent
negotiate: negotiated,negotiating
negotiation: negotiations
negrito: negrito
negro: negro,negroes
negroes: negroes
negros: negros
neighbor: neighbors
neighborhood: neighborhood
neighboring: neighboring
nest: nest,nests
netherlands: netherlands
network: network
neutral: neutral
newly: newly
news: news
newsletter: newsletter
newspaper: newspaper,newspapers
night: night
nightly: nightly
nineteenth: nineteenth
nipa: nipa
nobility: nobility
noble: noble,nobles,noblest
nominally: nominally
nominate: nominate,nominated
nonproprietary: nonproprietary
normal: normal
north: north
northeast: northeast
northeasterly: northeasterly
northeastward: northeastward
northern: northern
northward: northward
northwards: northwards
northwest: northwest
notable: notable
note: note,notes
noteworthy: noteworthy
notice: notice,noticed
notify: notifies
notorious: notorious
noun: nouns
november: november
novus: novus
nowadays: nowadays
nucleus: nucleus
nullify: nullified
numeral: numerals
numerous: numerous
nun: nuns
nurse: nurse,nurses
nurture: nurtured
nut: nuts
nutmeg: nutmeg
oar: oars
oarsman: oarsmen
oasis: oasis
oath: oath
obedience: obedience
obey: obey
obispo: obispo
object: object,objects
objective: objective
obligation: obligation,obligations
oblige: obliged
obscure: obscure
obscurity: obscurities,obscurity
