abandon: abandon,abandoned
tucks: tucks
tuition: tuition
tumult: tumult
turbulence: turbulence
turkey: turkey
turks: turks
turret: turrets
tuscan: tuscan
type: type,types
typhoon: typhoons
typical: typical
tyrannical: tyrannical
tyrannically: tyrannically
tyrant: tyrant,tyrants
tyre: tyre
ud: ud
ugly: ugly
ultimate: ultimate
umbrella: umbrellas
unabated: unabated
unable: unable
unattractive: unattractive
unbroken: unbroken
unbrokenly: unbrokenly
unburied: unburied
uncertain: uncertain
unchristianized: unchristianized
uncivilized: uncivilized
unclaimed: unclaimed
uncle: uncle
underestimate: underestimated
undergo: underwent
underlie: underlying
understand: understand,understanding,understood
understanding: understanding
understood: understood
undertake: undertake
undertaking: undertaking,undertakings
undertone: undertone
undeveloped: undeveloped
undisciplined: undisciplined
undisturbed: undisturbed
undoubtedly: undoubtedly
uneducated: uneducated
unending: unending
unenforceability: unenforceability
unenlightened: unenlightened
unequal: unequal
unexpected: unexpected
unexplored: unexplored
unfair: unfair
unfaltering: unfaltering
unfavorable: unfavorable
unfitted: unfitted
unfortunate: unfortunate
unfrequented: unfrequented
unfurl: unfurl
ungenerous: ungenerous
ungoverned: ungoverned
unhappy: unhappy
unholy: unholy
uniform: uniform,uniforms
uninhabited: uninhabited
uninterrupted: uninterrupted
uninviting: uninviting
union: union,unions
unique: unique
unit: unit
unite: unite,united
united: united
unity: unity
universal: universal
university: universities,university
unjust: unjust
unknown: unknown
unlettered: unlettered
unlink: unlink
unmolested: unmolested
unoccupied: unoccupied
unparalleled: unparalleled
unpopularity: unpopularity
unpopulated: unpopulated
unprepared: unprepared
unproductive: unproductive
unprofitable: unprofitable
unprotected: unprotected
unproven: unproven
unquestionable: unquestionable
unquestionably: unquestionably
unreadiness: unreadiness
unrebuked: unrebuked
unrelieved: unrelieved
unremittingly: unremittingly
unremunerated: unremunerated
unruly: unruly
unsafe: unsafe
unsatisfactory: unsatisfactory
unscrupulous: unscrupulous
unselfish: unselfish
unselfishness: unselfishness
unshod: unshod
unsolicited: unsolicited
unspeakable: unspeakable
unstudied: unstudied
unsubdued: unsubdued
unsuccessful: unsuccessful
untried: untried
untrue: untrue
untruthfulness: untruthfulness
unusual: unusual
unusually: unusually
unutilized: unutilized
unwalled: unwalled
unwholesome: unwholesome
unwilling: unwilling
unwisdom: unwisdom
unworthy: unworthy
update: updated
upper: upper
uprightness: uprightness
uprising: uprising,uprisings
urge: urged
usage: usage
useless: useless
uselessness: uselessness
user: user
usual: usual
usurp: usurped,usurping
usurper: usurper
ut: ut
utilization: utilization
utmost: utmost
utterly: utterly
vacate: vacate
valley: valley,valleys
valor: valor
valuable: valuable
valueless: valueless
van: van
vanilla: vanilla
variation: variation
varied: varied
variety: variety
variously: variously
vary: varied,varying
vase: vases
vassal: vassal,vassals
vassalage: vassalage
vast: vast
vastly: vastly
vehemently: vehemently
vein: veins
veneration: veneration
venetian: venetian,venetians
vengeance: vengeance
venice: venice
venison: venison
venture: venture,ventured
vera: vera
verde: verde
verdi: verdi
veritable: veritable
version: version
versos: versos
vespucci: vespucci
vessel: vessel,vessels
vest: vested
vestige: vestige,vestiges
vex: vexed
vexatious: vexatious
viceregent: viceregent
viceroy: viceroy,viceroys
vicinity: vicinity
vicious: vicious
victim: victim
victoria: victoria
victorious: victorious
victory: victories,victory
vie: vied
view: view,viewed,viewing,views
vigilance: vigilance
vigilant: vigilant
vigor: vigor
vigorous: vigorous
vigorously: vigorously
vii: vii
viii: viii
village: village,villages
vine: vines
vinta: vinta
violate: violated,violates
violation: violation
violence: violence
violent: violent
virgin: virgin
virtue: virtues
virus: virus
visayan: visayan
visible: visible
visionary: visionary
visit: visit,visited,visiting,visits
visitation: visitations
vital: vital
vocabulary: vocabulary
voice: voice
void: void
volcanic: volcanic
volume: volume,volumes
voluminous: voluminous
volunteer: volunteer,volunteers
von: von
vote: vote
vouch: vouched
vow: vows
vowel: vowel,vowels
voyage: voyage,voyages
voyager: voyagers
voyagers: voyagers
voyages: voyages
wage: wage,waged,waging
wait: wait,waited
walk: walk,walks
wall: wall,walls
walled: walled
wan: wan
wander: wandered,wandering
wane: wane,waned,waning
wanton: wanton
wantonly: wantonly
war: war,warring,wars
warehouse: warehouses
wares: wares
warfare: warfare
warlike: warlike
warm: warm
warn: warned
warranty: warranties,warranty
warrior: warrior,warriors
wars: wars
warship: warships
wash: washed
washington: washington
waste: waste,wasted
water: water,watered,waters
waterloo: waterloo
wave: wave
waver: wavering
wax: wax
waylay: waylay
wayward: wayward
weak: weak,weaker,weakest
weaken: weakening
weakness: weakness
wealth: wealth
wealthy: wealthy
weapon: weaponed,weapons
wear: wear,wore,worn
wearied: wearied
wearisome: wearisome
weather: weather
weave: weave,woven
weaver: weavers
webster: webster
week: weeks
weep: wept
weigh: weighed,weighing,weighs
weight: weight,weights
welfare: welfare
wellington: wellington
west: west
westerly: westerly
western: western
westernmost: westernmost
westward: westward
whatsoever: whatsoever
wheat: wheat
whip: whipped
whisper: whisper
white: white
wholesome: wholesome
wholly: wholly
wicked: wicked
wickedness: wickedness
wicket: wicket,wickets
wide: wide,wider,widest
widen: widen
widening: widening
widespread: widespread
wife: wife,wives
wild: wild
wilderness: wilderness
willed: willed
william: william
win: win,winning
wind: wind,winding,winds
wine: wine
winter: winter
wisdom: wisdom
wise: wise
wisely: wisely
withdraw: withdraw,withdrew
withstand: withstand
witness: witness,witnessed
wolf: wolves
woman: woman,women
wonderful: wonderful
wonderfully: wonderfully
wondrous: wondrous
wood: wood,woods
wooden: wooden
wooly: wooly
worcester: worcester
word: word
worker: workers
workmanship: workmanship
worm: worms
worms: worms
worn: worn
worry: worried
worship: worship,worshiped
worshiper: worshipers
worth: worth
worthy: worthiest,worthy
wound: wound,wounded,wounds
wrath: wrath
wrathful: wrathful
wreck: wrecked
wrest: wrest,wrested
wretched: wretched
wright: wright
write: write,writes,writing,written,wrote
writer: writer,writers
writers: writers
writing: writing
writings: writings
wrong: wrong,wrongs
xi: xi
xii: xii
xiii: xiii
xiv: xiv
xvii: xvii
xylophone: xylophone
ya: ya
yacht: yacht
yam: yams
yang: yang
yangtze: yangtze
yankton: yankton
yap: yap
yard: yard,yards
yearly: yearly
yell: yelling
yellow: yellow
yellowish: yellowish
yi: yi
yield: yield,yielded,yielding,yields
yo: yo
yoke: yoke
yokohama: yokohama
york: york
youth: youths
yule: yule
zanzibar: zanzibar
zeal: zeal
zealand: zealand
zealous: zealous
zebu: zebu
zenith: zenith
zest: zest
zone: zone,zones
