abandon: abandon,abandoned
joke: joke,joked,joking
jolly: jolly
journey: journey
joy: joy
judge: judge,judged,judges,judging
judgement: judgement
judiciary: judiciary
jump: jump,jumped,jumping
junior: junior
junk: junk
jurisprudence: jurisprudence
justice: justice
justification: justifications
justify: justify
kafka: kafka
karl: karl
keen: keen
kennel: kennel
key: key
keyhole: keyhole
kick: kick
kid: kids
kill: kill,killing
kiss: kiss,kissed
kitchen: kitchen
knee: knee,knees
kneed: kneed
kneel: kneel,kneeling,knelt
knife: knife
knight: knight
knit: knitted
knock: knock,knocked,knocking,knocks
knowledge: knowledge
knuckle: knuckle,knuckles
lace: laced
lack: lacked,lacking
lad: lad,lads
lady: lady
lake: lake
lamp: lamp
land: land
landing: landing
landlady: landlady
landlord: landlord
landscape: landscape,landscapes
language: language
lap: lap,lapping
lassitude: lassitude
late: late
lateness: lateness
latin: latin
laugh: laugh,laughed,laughing,laughs
laughable: laughable
laughter: laughter
law: law,laws
lawyer: lawyer,lawyers
lay: laid,lay,laying
layabout: layabout
laziness: laziness
lazy: lazy
lead: lead,leading,led
leader: leader
leaf: leaves
lean: leaning,leant
leap: leap,leaps,leapt
leapt: leapt
learn: learn,learned,learning,learns
learning: learning
leather: leather
leave: leave,leaving,left
lecture: lecturing
ledge: ledge
left: left
leg: leg,legs
legal: legal
legally: legally
legend: legends
lend: lend
lesson: lesson
lethargically: lethargically
letter: letter,letters
level: level,levelled
liability: liability
liable: liable
liar: liars
liberation: liberation
liberty: liberty
library: library
license: license
licensed: licensed
lie: lain,lie,lied,lies,lying
lieu: lieu
life: life
lifeless: lifeless
lifespan: lifespan
lift: lift,lifted
light: light,lighting,lit
lightly: lightly
liking: liking
limit: limit,limited,limits
limitation: limitation
limited: limited
limp: limp,limped
linen: linen
link: linked,links
lip: lip,lips
liquid: liquid
list: list
listen: listen,listened,listening
listening: listening
literally: literally
literary: literary
litigant: litigants
live: live,lived,lives,living
lively: livelier,lively
living: living
local: local
locate: locate,located
location: locations
lock: lock,locked
lodging: lodging
lodgings: lodgings
lofty: lofty
logic: logic
loose: loose
loosely: loosely
loosen: loosen
lord: lord
lordship: lordship
lose: lose,losing,lost
loss: loss
lot: lot,lots
loud: loud,louder
loudly: loudly
loudness: loudness
lout: louts
love: love,loved,loves
lovely: lovely
lover: lover
lowly: lowliest
luck: luck
lucky: lucky
lump: lump
lure: lure
lurk: lurking
lush: lush
machine: machine
mad: mad
madly: madly
magistrate: magistrate
maid: maid
mail: mail
main: main
maintain: maintain,maintaining,maintains
major: major
majority: majority
malevolent: malevolent
manage: manage,managed
management: management
manager: manager
manner: manner
manners: manners
manufacturer: manufacturer
marble: marble
mark: marked
married: married
marry: married
mary: mary
mass: mass
massive: massive
mat: mat
match: matches
material: material,materials
matter: matter,matters
maximum: maximum
meaning: meaning
mechanical: mechanical
mechanically: mechanically
medicine: medicine
mediocre: mediocre
medium: medium
meet: meet,meeting,met
meeting: meeting,meetings
melt: melted
mental: mental
mention: mention,mentioned,mentioning
merchantability: merchantability
mercy: mercy
mere: mere
mess: mess
message: message
messenger: messengers
metal: metal
metamorphosis: metamorphosis
method: method,methods
michael: michael
midday: midday
middle: middle
military: military
mind: mind
minded: minded
minor: minor
minute: minute,minutes
mirror: mirror
misfortune: misfortune
misjudge: misjudged
misjudgement: misjudgement
mislay: mislaid
mislead: mislead,misleading,misled
misshapen: misshapen
mission: mission
mississippi: mississippi
mistake: mistake,mistakes
mistaken: mistaken
mistakenly: mistakenly
misunderstand: misunderstand,misunderstood
misunderstanding: misunderstanding
mix: mixed,mixes,mixing
mixture: mixture
mock: mocking
modest: modest
modification: modification
modify: modified
moment: moment,moments
money: money
monotonous: monotonous
month: month,months
monument: monument,monuments
mood: mood
moon: moon
moonlight: moonlight
moorland: moorland
morning: morning,mornings
motionless: motionless
motionlessness: motionlessness
moustache: moustache
mouth: mouth
movement: movement,movements
murderous: murderous
muscle: muscle
muster: muster
mute: mute
muttering: muttering
mutual: mutual
mutually: mutually
nail: nail
naked: naked
narrow: narrow
nasty: nasty
natural: natural
naturally: naturally
nature: nature,natures
nave: nave,naves
nearby: nearby
necessity: necessity
neck: neck,necks
needless: needless
neglect: neglect,neglecting
neglectful: neglectful
negligence: negligence
negligent: negligent
negotiate: negotiate,negotiating
negotiation: negotiations
neighbour: neighbouring,neighbours
nephew: nephew
nervous: nervous
nervously: nervously
network: network
news: news
newsletter: newsletter
newspaper: newspaper
nice: nice,nicer
niche: niche
night: night,nights
nightshirt: nightshirt
nod: nod,nodded,nodding
noise: noise
nonproprietary: nonproprietary
nonsense: nonsense
nonsensical: nonsensical
normal: normal
north: north
nose: nose
note: note,notes
notebook: notebook
notice: notice,noticed,notices,noticing
noticeable: noticeable
notification: notification
notify: notified,notifies,notify
nowadays: nowadays
nudge: nudge
nuisance: nuisance
numb: numb
nurse: nurses
oafish: oafish
obedient: obedient
obediently: obediently
obey: obey,obeyed
object: object
objection: objection,objections
objective: objective
obligation: obligation,obligations
obliquely: obliquely
obscure: obscure
observation: observation,observations
observe: observe,observed,observing
obsolete: obsolete
obvious: obvious
occasion: occasion,occasions
occasionally: occasionally
occupy: occupied,occupy,occupying
occur: occur,occurred
odd: odd
oddly: oddly
offence: offence
offend: offending
offended: offended
offensive: offensive
offer: offer,offered,offering,offers
office: office,offices
officer: officer,officers
official: official,officials
officially: officially
oil: oil
ominously: ominously
omniscience: omniscience
oneself: oneself
online: online
onlooker: onlooker
opener: opener
openly: openly
openness: openness
opinion: opinion,opinions
opportune: opportune
opportunity: opportunities,opportunity
oppose: oppose,opposed
oppressive: oppressive
optimistic: optimistic
oration: oration
orator: orator
orderly: orderly
ordinary: ordinary
organ: organ
organisation: organisation
organise: organised,organising
organism: organism
organize: organized
original: original
originally: originally
originator: originator
ostensible: ostensible
ostensibly: ostensibly
ottoman: ottoman
outbreak: outbreak
outburst: outburst
outcome: outcome
outcry: outcry
outdated: outdated
outer: outer
outlive: outlive
outlying: outlying
outrage: outrage
outstretched: outstretched
outweigh: outweighed
overcoat: overcoat
overcome: overcome
overcrowded: overcrowded
overlook: overlook,overlooking
overly: overly
overslept: overslept
owe: owed
owner: owner
pace: pace,paces
pack: pack,packed
package: package
pad: pad
pain: pain
pained: pained
painful: painful
painstaking: painstaking
paint: paint,painted,painting
paintbrush: paintbrush
painter: painter
painting: painting,paintings
pair: pair,pairs
pale: pale
pan: pan
panama: panama
pane: pane
paper: paper,papers
paperwork: paperwork
paragraph: paragraph,paragraphs
pardon: pardon
partially: partially
participant: participants
partly: partly
partner: partners
party: party
pass: pass,passed,passes,passing
passage: passage
passageway: passageway
passing: passing
passive: passive
passivity: passivity
pastel: pastel
pat: pat,patted
path: paths
patience: patience
patient: patient
patiently: patiently
pause: pause,paused
pay: paid,pay,paying
payment: payment,payments
peace: peace
peaceful: peaceful
peacefully: peacefully
peculiar: peculiar
peculiarity: peculiarity
peculiarly: peculiarly
pedantic: pedantic
pen: pen
pencil: pencil
penny: penny
pensively: pensively
pepper: pepper
perceive: perceived
perfect: perfect,perfecting
perfectly: perfectly
perform: perform,performed,performing
performance: performance,performances
perfumed: perfumed
period: period
periodic: periodic
permanent: permanent
permanently: permanently
permission: permission
permit: permit,permitted
persecute: persecuted
persecution: persecution
person: people,person
personal: personal
personally: personally
perspective: perspective
persuade: persuade,persuaded,persuading
petty: petty
pew: pew,pews
phenomenon: phenomenon
philanthropic: philanthropic
phone: phone
photograph: photograph,photographs
phrase: phrase,phrases
physical: physical
piano: piano
pick: pick,picked,picking,picks
picture: picture,pictures
piece: piece,pieces
pierce: pierced
pile: pile,piled
pillow: pillow,pillows
pin: pin
pinafore: pinafores
pinch: pinch,pinching
pipe: pipe
pitiful: pitiful
pity: pity
plain: plain
plan: plan,planned,plans
plank: planks
plant: planted
plate: plate
plausible: plausible
play: play,played,playing
playpen: playpen
plead: plead,pleading
pleasant: pleasant
pleasantly: pleasantly
pleased: pleased
pleasing: pleasing
pleasure: pleasure
plenty: plenty
plump: plump
pocket: pocket,pockets
podium: podium
pointless: pointless
pointlessness: pointlessness
pole: pole
police: police
policeman: policeman,policemen
polite: polite
politely: politely
politeness: politeness
political: political
poor: poor,poorer,poorest
popular: popular
porcelain: porcelain
porter: porter
portrait: portrait,portraits
pose: pose,posed,posing
position: position,positioned,positions
possess: possessed
possession: possession,possessions
possibility: possibilities,possibility
post: post,posted
posture: postures
pot: pot
pour: poured
poverty: poverty
power: power,powers
powerful: powerful
powerless: powerless
practical: practical
practically: practically
practice: practices
practise: practised
praise: praise,praised
prayer: prayer
preach: preach
preacher: preacher
precaution: precaution,precautions
precise: precise
precisely: precisely
precondition: precondition
prefer: prefer,preferred
preliminary: preliminary
preoccupy: preoccupied
preparation: preparation
prepare: prepare,prepared,preparing
prepared: prepared
presence: presence
preservation: preservation
preserve: preserve
president: president
press: press,pressed,pressing
pressed: pressed
pressure: pressure
presume: presume,presumes
presumption: presumptions
presuppose: presupposing
pretence: pretence
pretend: pretend,pretended,pretending
pretty: pretty
prevent: prevent,prevented
previous: previous
price: price
pride: pride
priest: priest
principle: principle
print: print,printed
prison: prison
prisoner: prisoner
private: private
privilege: privilege
probable: probable
procedure: procedure,procedures
proceed: proceed,proceeding
proceedings: proceedings
proceeds: proceeds
process: process,processed
processing: processing
produce: produce,produced
production: production
profession: professions
professional: professional
professor: professor
profit: profits
progress: progress,progressed,progressing
prohibition: prohibition
project: project
prominently: prominently
promise: promise,promised
promising: promising
promote: promoting
promotion: promotion
prompt: prompted
pronouncement: pronouncements
pronunciation: pronunciation
proof: proof,proofs
proofread: proofread
prop: propped
propel: propelled
proper: proper
properly: properly
property: property
proprietary: proprietary
prosecution: prosecutions
prospect: prospect
prospective: prospective
prospects: prospects
protect: protect,protected
protection: protection
protest: protest
prove: proved,proven
provide: provide,providing
provision: provision,provisions
provisionally: provisionally
provoke: provoke,provoked,provoking
pub: pub
public: public
publicly: publicly
pull: pull,pulled,pulling,pulls
pulpit: pulpit
pump: pump
punctual: punctual
punish: punish,punished
punishment: punishment
punitive: punitive
puppy: puppy
purpose: purpose,purposes
purse: purse,pursed,pursing
push: push,pushed,pushing
puzzle: puzzled
quality: quality
quarrel: quarrel
quarry: quarry
query: queries
question: question,questioned,questioning,questions
questionable: questionable
questioning: questioning
questioningly: questioningly
quick: quick,quicker,quickest
quiet: quiet,quieter
quietly: quietly
quietness: quietness
quilt: quilt
quiver: quivered,quivering
quivery: quivery
quizzically: quizzically
radiate: radiated
raff: raff
rage: rage,raging
rail: rail
railing: railing
rain: rain,raining
rainy: rainy
raise: raise,raised,raising
ramification: ramifications
range: range
rank: rank,ranks
rap: rapped
rare: rare
rash: rash
rat: rats
reach: reach,reached,reaches,reaching
read: read,reading
readable: readable
reading: reading
ready: ready
real: real
realisation: realisation
realise: realise,realised
rear: rear
reason: reason,reasons
reasonable: reasonable
reasoned: reasoned
reassure: reassure,reassured,reassuring
reassuring: reassuring
rebel: rebelling
receipt: receipt
receive: receive,received,receives,receiving
receiver: receiver
reception: reception
reckon: reckon
recognise: recognise,recognised
recommendation: recommendation,recommendations
reconcile: reconciled
reconciliation: reconciliation
reconsider: reconsidering
record: record,records
recover: recover
rectangular: rectangular
recurrence: recurrence
red: red
redbeard: redbeard
reddish: reddish
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
reduce: reduce
reference: references
reflection: reflection
reflex: reflex
refresh: refreshing
refund: refund
refuse: refused,refuses
refute: refuted
regard: regard
register: registered
regret: regret,regrets,regretted,regretting
regrettable: regrettable
regular: regular,regulars
regularly: regularly
regulate: regulating
reinforce: reinforced
reinstate: reinstate
reject: reject
rejection: rejection
relation: relations
relationship: relationship,relationships
relax: relaxed
relaxed: relaxed
release: release,released
relevance: relevance
relevant: relevant
relief: relief
relieve: relieved
reluctance: reluctance
rely: rely,relying
remain: remain,remained,remaining,remains
remains: remains
remark: remark,remarked,remarks
remarkable: remarkable
remarkably: remarkably
remedy: remedies
remember: remember,remembered
remind: remind,reminded
remove: remove,removed
rename: renamed
renew: renewed
renown: renown
repair: repaired
repay: repay
repeat: repeat,repeated,repeating
repeatedly: repeatedly
repel: repelling
replace: replace
replacement: replacement
reply: replied,replies,reply
report: report,reported,reporting,reports
represent: represent,represented,representing
representation: representation,representations
representative: representatives
reprimand: reprimanding
reproach: reproach,reproached
reproachful: reproachful
repulsive: repulsive
reputation: reputation
request: request,requested,requests
require: require,required,requires
requirement: requirements
resentment: resentment
resist: resist,resisted
resistance: resistance
resolve: resolved
resound: resounded
resource: resources
respect: respect,respected
respectful: respectful
respects: respects
respond: respond,responded
response: response
responsibility: responsibility
responsible: responsible
rest: rest,rested,resting
restore: restored
restrict: restricted
restriction: restrictions
result: result
retain: retain,retains
retaliation: retaliation
retinue: retinue
retire: retired
retort: retorted
retreat: retreat
return: return,returned,returning,returns
reveal: revealed
revelation: revelations
revenge: revenge
revenue: revenue
reverse: reverse
revolt: revolt
revolting: revolting
reward: rewarded
rich: rich
rid: rid
ride: ride,riding
ridiculous: ridiculous
riff: riff
rightly: rightly
rinse: rinsed
rise: rise,rising,rose
riser: riser
risk: risk
road: road
rob: robbed,robbing
robber: robber
robe: robes
rock: rocked
rod: rod
role: role
roll: rolled
roof: roof
rope: rope
rough: rough
roughly: roughly
route: route
row: row,rows
royalty: royalties,royalty
rub: rubbed,rubbing
rudeness: rudeness
ruffle: ruffled
rule: rule,rules
rumour: rumour,rumours
running: running
rush: rush,rushed
rustling: rustling
sack: sack,sacking
sacrifice: sacrifice,sacrificing
sad: sad
sadly: sadly
safe: safe
sailing: sailing
sailor: sailor
saint: saint
sake: sake
salt: salt
salute: saluted
satisfactorily: satisfactorily
satisfied: satisfied
satisfy: satisfy
saturday: saturday
save: save
scabbard: scabbard
scale: scales
scan: scanned
scarcely: scarcely
scatter: scattered
scene: scene
schnapps: schnapps
school: school
schoolgirl: schoolgirl
schoolmaster: schoolmaster
scientific: scientific
scoundrel: scoundrels
scowl: scowl
scrap: scraps
scratch: scratch,scratching
scream: scream,screamed,screaming,screams
screech: screeching
scribe: scribes
scrutinise: scrutinised
scrutinize: scrutinizing
sculpt: sculpted
scurry: scurry
sea: sea
search: search,searching
seat: seat
secondary: secondary
secret: secret,secrets
secretly: secretly
secure: secure
security: security
seek: seek,seeking,sought
select: selected
sell: sell,selling
send: send,sending
senile: senile
senior: senior
sense: sense
sensibly: sensibly
sensitive: sensitive
sentence: sentence
separate: separate,separated
separately: separately
series: series
sermon: sermon
servant: servant,servants
serve: serve,served,serving
service: service,services
servitor: servitor,servitors
session: session,sessions
set: set,sets
setback: setback
settle: settle,settled
severe: severe
shade: shade,shaded,shading
shadow: shadow
shaft: shaft
shake: shake,shaken,shaking,shook
shame: shame,shamed
shamefully: shamefully
shape: shape
share: share,shared,sharing
sharp: sharp,sharper
sharply: sharply
sharpness: sharpness
shawl: shawl
sheath: sheath
shelf: shelf
shelter: shelter
shine: shine,shines,shining,shone
ship: ship
shirt: shirt
shiver: shiver,shivered,shivering
shock: shock,shocked,shocks
shocked: shocked
shockingly: shockingly
shoot: shot
shop: shop,shops
short: short,shorter
shortcoming: shortcoming,shortcomings
shortly: shortly
shoulder: shoulder,shoulders
shout: shout,shouted,shouting,shouts
shouting: shouting
shove: shove,shoved,shoving
shrug: shrugged
shuffle: shuffled
shuffling: shuffling
shut: shut
shy: shy
sick: sick
sickly: sickly
sickness: sickness
sideways: sideways
sigh: sigh,sighed,sighs
sight: sight,sights
sign: sign,signs
signature: signature,signatures
significance: significance
signify: signifies
silence: silence
silent: silent
silently: silently
silk: silk
sill: sill,sills
silly: silly
silver: silver
similarity: similarity
simple: simple,simplest
simplicity: simplicity
simply: simply
sin: sins
sincerely: sincerely
single: single
sink: sank,sinking,sunk
sir: sir
siren: siren
sister: sisters
sit: sat,sit,sits,sitting
situate: situated
situation: situation
sixth: sixth
size: size,sizes
sized: sized
sketch: sketched
skill: skill
skin: skin
skirt: skirt,skirts
skylight: skylight
slam: slammed
slap: slapped
sleep: sleep,sleeping,sleeps
sleeve: sleeves
slender: slender
slight: slight,slightest
slim: slim
slip: slip,slipped
slow: slow,slower
slowly: slowly
sly: sly
smash: smashed
smell: smell
smile: smile,smiled,smiling
smoke: smoke,smoking
smoking: smoking
smooth: smooth,smoothed,smoothing
smoothly: smoothly
snap: snapped
snatch: snatched
sniff: sniff
snoop: snoop
snow: snow
snowfall: snowfall
snuff: snuff
social: social
society: society
sofa: sofa
soft: soft
solely: solely
solemnity: solemnity
solicit: solicit
solicitation: solicitation
solid: solid
solution: solution
solve: solve
sombre: sombre
son: son
soot: soot
sorely: sorely
sorrow: sorrow
sort: sort,sorted,sorts
soul: soul
sound: sound,sounded,sounding
soup: soup
source: source
south: south
space: space,spaced
span: span
spare: spare,sparing
spasm: spasms
speak: speak,speaking,spoke,spoken
speaker: speaker
special: special
specially: specially
specific: specific
spectacle: spectacle
speech: speech,speeches
speed: speeding
spend: spend,spending,spent
spending: spending
spin: spun
spirit: spirit,spirits
spite: spite
spoil: spoils
spoon: spoon
spot: spot
spread: spread,spreading,spreads
spring: sprang,spring
spy: spy
spyhole: spyhole
squander: squandered
square: square
squashed: squashed
squeeze: squeeze,squeezed,squeezing
squirt: squirted
stab: stabbed
staff: staff
stage: stage,stages
stagger: staggered
stain: stained
stair: stair,stairs
staircase: staircase
stairway: stairway
stairwell: stairwell
stall: stalls
stamp: stamping
stand: stand,standing,stands,stood
standing: standing
stare: stare,stared,staring
start: start,started,starting,starts
startle: startle,startled
startled: startled
statement: statement,statements
statue: statue
status: status
stay: stay,stayed,staying,stays
steal: steal,stolen
steam: steaming
step: step,stepped,stepping,steps
stick: stick,sticking,stuck
stiff: stiff
stiffly: stiffly
stifle: stifled
stipulate: stipulates
stipulation: stipulations
stir: stirred
stock: stock,stocking
stocking: stocking,stockings
stone: stone
stonework: stonework
stool: stool
store: stored
storeroom: storeroom
storm: stormed
stormy: stormy
story: story
stout: stout
stove: stove,stoves
straight: straight
straighten: straightened
strain: strain
strand: strand
strange: strange
stranger: stranger,strangers
stratagem: stratagem,stratagems
straw: straw
street: street,streets
strength: strength
strengthen: strengthen
stress: stress
stretch: stretched,stretching
strict: strict
strictly: strictly
stride: strode
strike: striking,struck
striking: striking
strip: strip
stroke: stroke,stroked,strokes,stroking
strong: strong,stronger
structure: structure
struggle: struggle,struggling
strut: strut
stubborn: stubborn
student: student
studio: studio
study: studied,study,studying
stuffiness: stuffiness
stuffy: stuffy
stumble: stumbled
stupefy: stupefied
stupid: stupid,stupidest
stupidity: stupidity
sturdy: sturdy
style: style
subdued: subdued
subject: subject
subjugate: subjugate
submit: submit,submitted,submitting
subordinate: subordinate
subscribe: subscribe
substantial: substantial
substantiate: substantiated
substitute: substitute
substitution: substitution
suburb: suburb
succeed: succeed,succeeded
success: success,successes
successful: successful
successive: successive
sudden: sudden
suddenly: suddenly
suddenness: suddenness
suffer: suffer,suffered,suffering
suffering: suffering
suffice: suffice
sugar: sugar
suggestion: suggestion,suggestions
suit: suit,suited
suitable: suitable
sum: sum,summed
summer: summer
summon: summon,summoned
summons: summons
sun: sun
sunday: sunday
sundays: sundays
sunset: sunset
superficial: superficial
superfluous: superfluous
superior: superior,superiors
superiority: superiority
superstition: superstition,superstitions
superstitious: superstitious
supervise: supervised
supervisor: supervisor,supervisors
supple: supple
support: support,supported,supporting
suppose: suppose,supposed,supposing
supposedly: supposedly
supposition: supposition
suppress: suppressing
surgeon: surgeon
surprise: surprise,surprised,surprises
surprised: surprised
surprising: surprising
surprisingly: surprisingly
surround: surrounded,surrounding
survive: survive
suspect: suspected
suspension: suspension
suspicion: suspicion,suspicions
suspicious: suspicious
sustain: sustained
swallow: swallowing
swamp: swamp
swang: swang
sway: swaying
swear: swear
sweat: sweat
sweet: sweet,sweets
swiftly: swiftly
swing: swing
swinging: swinging
swirl: swirled
sword: sword
sympathy: sympathy
symptom: symptom
symptomatic: symptomatic
synonymous: synonymous
table: table,tables
tablecloth: tablecloths
tailor: tailored
talent: talent,talents
talk: talk,talked,talking,talks
talkative: talkative
talking: talking
tall: tall,taller
tan: tanned
tangible: tangible
tangle: tangled
tap: tap,tapped,tapping
tartar: tartar
task: task,tasks
taut: taut
tax: tax,taxes
taxi: taxi
tea: tea
teach: teach
teacher: teacher
tear: tear,tearing,tears,torn
telegram: telegram
telephone: telephone,telephones,telephoning
temerity: temerity
temper: temper
temple: temple,temples
temporarily: temporarily
temporary: temporary
tempt: tempted
temptation: temptation
tempting: tempting
tenant: tenant,tenants
tendency: tendency
tender: tender
tenderly: tenderly
tenement: tenement
tenor: tenors
tense: tense
tension: tension
term: term,terms
terrace: terrace
terrible: terrible
theatre: theatre
theme: themes
theory: theory
thief: thief
thieving: thieving
thigh: thigh
thinking: thinking
thirsty: thirsty
thirteen: thirteen
thirtieth: thirtieth
thoughtfully: thoughtfully
thoughtless: thoughtless
thread: thread,threads
threat: threat,threats
threaten: threaten,threatened,threatening
throat: throat
throne: throne
throttle: throttle
throw: threw,throw,throwing,thrown
thrust: thrust
thug: thugs
thumb: thumb,thumbing
thumbing: thumbing
thump: thump,thumped,thumping
thumping: thumping
thunder: thundering
ticket: tickets
tidy: tidied,tidy,tidying
tight: tighter
tightly: tightly
time: time,times
timid: timid
timidly: timidly
tin: tin
tiny: tiniest,tiny
tiptoe: tiptoe
tire: tire,tires
tired: tired
tiredness: tiredness
tireless: tireless
tiring: tiring
title: title
togetherness: togetherness
tolerate: tolerate,tolerated
tomorrow: tomorrow
tone: tone
tong: tongs
tongue: tongue
tooth: teeth
torch: torch
torrent: torrent
torture: torture,tortured
torturer: torturers
total: total
totally: totally
touch: touch,touched,touching
touching: touching
tour: tour
tourist: tourist
town: town
trace: trace
track: track
trade: trade
trademark: trademark
tradesmen: tradesmen
tradition: tradition
train: train
tram: tram
transcribe: transcribe
transcription: transcription
transition: transition
translate: translated
translation: translation
translator: translator
trap: trap,trapped
travel: travelling
treat: treated,treating,treats
treatment: treatment
tree: trees
tremble: trembling
trial: trial,trials
triangle: triangle
triangular: triangular
trick: trick,tricks
trip: trip
trot: trot
trouble: trouble
troublesome: troublesome
trouser: trouser
trousers: trousers
true: true,truer
trundle: trundled
trunk: trunk
trust: trust,trusts
trustee: trustee
trustingly: trustingly
trustworthiness: trustworthiness
truth: truth
tub: tub
tune: tune
twist: twisted,twisting
twitching: twitching
type: types
typist: typist
tyranny: tyranny
ugly: ugly
unabashed: unabashed
unable: unable
unambiguous: unambiguous
unambiguously: unambiguously
unassailable: unassailable
unattainable: unattainable
unavoidable: unavoidable
unaware: unaware
unawares: unawares
unbearable: unbearable
unbutton: unbuttoned
uncertain: uncertain
uncertainty: uncertainty
unchanged: unchanged
unchanging: unchanging
uncle: uncle
unclear: unclear
uncomfortable: uncomfortable
uncomprehending: uncomprehending
unconscious: unconscious
unconsciously: unconsciously
uncontrollable: uncontrollable
uncouth: uncouth
underclothes: underclothes
understand: understand,understanding,understands,understood
understandable: understandable
understanding: understanding
undertake: undertake,undertaken
undertaking: undertaking
undervalue: undervalued
underway: underway
undirected: undirected
undisturbed: undisturbed
undressed: undressed
unease: unease
uneasily: uneasily
uneasy: uneasy
unenforceability: unenforceability
unexpected: unexpected
unexpectedly: unexpectedly
unfaithful: unfaithful
unfamiliar: unfamiliar
unfavourable: unfavourable
unfavourably: unfavourably
unfinished: unfinished
unflattering: unflattering
unfortunate: unfortunate
unframed: unframed
ungenerous: ungenerous
unhappy: unhappy
unhealthy: unhealthy
unheard: unheard
uniform: uniform,uniforms
unimportant: unimportant
unintentionally: unintentionally
unit: unit
united: united
unknown: unknown
unlink: unlink
unlit: unlit
unlock: unlock,unlocked
unlucky: unlucky
unmistakably: unmistakably
unnecessary: unnecessary
unneeded: unneeded
unnoticed: unnoticed
unobjectionable: unobjectionable
unobtrusive: unobtrusive
unpainted: unpainted
unpleasant: unpleasant
unpleasantness: unpleasantness
unpractised: unpractised
unprepared: unprepared
unprincipled: unprincipled
unprotected: unprotected
unrealistic: unrealistic
unselfish: unselfish
unsolicited: unsolicited
unspeaking: unspeaking
unsuitable: unsuitable
unsure: unsure
unsuspecting: unsuspecting
unsuspicious: unsuspicious
untidy: untidy
untried: untried
unusable: unusable
unusual: unusual
unusually: unusually
unwelcome: unwelcome
unwell: unwell
unyielding: unyielding
update: updated
uphold: upheld
upper: upper
upright: upright
upset: upset
upstairs: upstairs
urge: urged,urging
urgency: urgency
urgent: urgent
usable: usable
usage: usage
useless: useless
user: user
usher: usher
usual: usual
ut: ut
utter: utter
vague: vague
vaguely: vaguely
vain: vain
valuable: valuable
vanilla: vanilla
vanish: vanished
varied: varied
variety: variety
vary: varying
vaulting: vaulting
veil: veil
ventilate: ventilated
ventilation: ventilation
verbally: verbally
verdict: verdict
version: version,versions
victory: victory
view: view,viewed,viewing,views
vigilance: vigilance
vigorous: vigorous
vigorously: vigorously
vigour: vigour
vindictive: vindictive
violate: violated,violates,violating
violently: violently
virgin: virgin
virtually: virtually
virus: virus
visible: visible
visibly: visibly
vision: vision
visit: visit,visited,visiting,visits
visitor: visitor,visitors
voice: voice
void: void
volunteer: volunteer,volunteers
vulnerable: vulnerable
wage: wage
wagon: wagons
wail: wail
waistcoat: waistcoat
wait: wait,waited,waiting,waits
waiting: waiting
waitress: waitress
wake: wake,wakes,woken
walk: walk,walked,walking,walks
wall: wall,walls
wallet: wallet
wardrobe: wardrobe
warehouse: warehouse,warehouses
warm: warm
warmth: warmth
warn: warn,warned,warning
warning: warning
warrant: warrant,warrants
warranty: warranties,warranty
wary: wary
wash: wash,washing
washerwoman: washerwoman
washing: washing
waste: waste,wasted,wasting
watch: watch,watched,watches,watching
water: water
wave: wave,waved,waving
wax: wax
weak: weak,weaker
weaken: weaken,weakened
weakened: weakened
weakling: weakling
weakly: weakly
weakness: weakness
wear: wear,wearing,wears,wore,worn
weather: weather
week: week
weekday: weekdays
weigh: weighed
weight: weight
west: west
wet: wet
whatsoever: whatsoever
wheeze: wheezing
whine: whining
whip: whip,whipped
whirl: whirled
whisper: whisper,whispered,whispering
white: white
whitish: whitish
wholly: wholly
wick: wick
wide: wide,widest
widespread: widespread
wife: wife
wild: wild
win: win
wince: wince
window: window,windows
windowed: windowed
windowless: windowless
wine: wine
wing: wings
winter: winter
wipe: wipe,wiped
wit: wits
witch: witch
withdraw: withdraw,withdrawing,withdrawn,withdrew
witness: witness
witted: witted
witty: witty
wizened: wizened
woman: woman,women
wood: wood
wooden: wooden
word: word
workday: workday
worker: worker,workers
workings: workings
workplace: workplace
workshop: workshop
worm: worm
worn: worn
worried: worried
worry: worried,worries,worry,worrying
worth: worth
worthless: worthless
worthwhile: worthwhile
worthy: worthy
wound: wound
wrap: wrap,wrapped
wrench: wrenching
wretched: wretched
wringing: wringing
wrist: wrist
write: write,writes,writing,written,wrote
writer: writer
writing: writing
wrong: wrong
yank: yank,yanked
yard: yard
yeah: yeah
yell: yelled
yellow: yellow,yellowing
yellowish: yellowish
yelp: yelping
yesterday: yesterday
yield: yield
youth: youth,youths
zone: zone
