aback: aback
denouncer: denouncer
dense: dense
denunciation: denunciation
deny: denied,deny,denying
depart: depart,departed,departing
departure: departure
depend: depend,depended,depends
deplorable: deplorable
deplore: deplore
deportment: deportment
deposit: deposited
depositor: depositors
depository: depository
deprecate: deprecated
deprecatory: deprecatory
depressed: depressed
deprivation: deprivation
depth: depth
depths: depths
deride: deriding
derivative: derivative
derive: derive,derived
dervish: dervishes
descend: descend,descended,descending,descends
descendant: descendants
descent: descent
description: description
descry: descried
desert: desert,deserted
deserted: deserted
desertion: desertion
deserve: deserve,deserved,deserves
design: design,designed
designation: designation
designedly: designedly
desirable: desirable
desire: desire,desired
desirous: desirous
desk: desk
desolate: desolate
desolately: desolately
desolation: desolation
despair: despair
despatch: despatch,despatched
despatched: despatched
desperate: desperate
desperation: desperation
despise: despise
despoil: despoil,despoiled
despond: despond
despondency: despondency
despondent: despondent
destination: destination,destinations
destine: destined
destiny: destiny
destitute: destitute
destroy: destroy,destroyed
destruction: destruction
destructive: destructive
detach: detach,detached
detachment: detachment
detain: detain,detained
detect: detect,detected,detecting
detention: detention
determination: determination
determine: determine,determined
determined: determined
detest: detested
detestation: detestation
detriment: detriment
develop: developed
device: device,devices
devil: devil,devils
devilish: devilish
devilishly: devilishly
devilry: devilry
devils: devils
devise: devise
devonshire: devonshire
devote: devote,devoted
devoted: devoted
devotedly: devotedly
devotee: devotees
devotion: devotion
devour: devouring
devouring: devouring
devoutly: devoutly
dexterously: dexterously
diabolic: diabolic
dialect: dialect
dialogue: dialogue
diamond: diamond,diamonds
dice: dice
dickens: dickens
dictate: dictate,dictated,dictating
dictionary: dictionary
didst: didst
die: die,died,dies,dying
difference: difference
difficult: difficult
difficulty: difficulties,difficulty
diffidence: diffidence
dig: dig,digging,dug
digestive: digestive
digger: digger
dignity: dignity
dilate: dilated
dim: dim,dimmed,dimmer
dimension: dimensions
diminish: diminished,diminishing
dimly: dimly
dine: dine,dined,dining
dingiest: dingiest
dingy: dingier,dingy
dining: dining
dinner: dinner,dinners
dint: dints
dip: dipped
diplomacy: diplomacy
dire: dire
direct: direct,directed,directing
direction: direction,directions
directress: directress
dirt: dirt
dirty: dirtied,dirtier,dirty
disadvantage: disadvantage
disagreeable: disagreeable
disappear: disappear,disappeared
disappearance: disappearance
disappoint: disappointed
disappointed: disappointed
disappointing: disappointing
disappointment: disappointment
disapproving: disapproving
disarm: disarmed
discard: discarded
discern: discern
discernible: discernible
discharge: discharge,discharged,discharging
disciple: disciple,disciples
disclaim: disclaim
disclaimer: disclaimer,disclaimers
disclose: disclose,disclosed
disclosure: disclosure
discolour: discoloured
discomfited: discomfited
discomfort: discomfort
discompose: discomposed
disconcert: disconcerted
disconcerted: disconcerted
disconcerting: disconcerting
discontent: discontent
discontinue: discontinue
discourse: discourse,discoursing
discover: discover,discovered,discovering
discovery: discovery
discreditable: discreditable
discreet: discreet
discretion: discretion
discuss: discuss,discussed,discussing
discussion: discussion
disdainful: disdainful
disease: disease,diseases
disengage: disengaging
disfigure: disfiguring
disfigured: disfigured
disfigurement: disfigurement
disfiguring: disfiguring
disgrace: disgrace
disguise: disguise,disguised,disguises
dishonour: dishonour
disinclined: disinclined
disinherit: disinherit,disinherited
disinterestedly: disinterestedly
disjointed: disjointed
disk: disk
dislike: dislike,disliked
dismal: dismal
dismiss: dismiss,dismissed
dismissal: dismissal
dismount: dismount,dismounted
disobey: disobey
disorder: disorder,disorders
disordered: disordered
disorderly: disorderly
disorganised: disorganised
disparage: disparaging
disparagement: disparagement
dispense: dispense
dispersal: dispersal
disperse: dispersed,dispersing
displace: displace,displaced
displacement: displacements
display: display,displayed,displaying
displeased: displeased
displeasure: displeasure
dispose: disposed,disposing
disposed: disposed
disposition: disposition
disproportionate: disproportionate
disquiet: disquiet,disquieted
disreputable: disreputable
disrespectful: disrespectful
disrespectfully: disrespectfully
dissatisfaction: dissatisfaction
dissatisfied: dissatisfied
dissimulation: dissimulation
dissipate: dissipated
dissociate: dissociated
dissolute: dissolute
dissolve: dissolved
dissonance: dissonance
distance: distance
distant: distant
distasteful: distasteful
distinct: distinct
distinction: distinction,distinctions
distinctly: distinctly
distinctness: distinctness
distinguish: distinguish
distinguished: distinguished
distortedly: distortedly
distract: distracted,distracting
distracted: distracted
distracting: distracting
distraction: distractions
distress: distress
distressed: distressed
distressful: distressful
distressing: distressing
distribute: distribute,distributed,distributing
distribution: distribution
distributor: distributor
distrust: distrust,distrusted
distrustfully: distrustfully
disturb: disturb,disturbed,disturbing
disturbance: disturbance
disturbed: disturbed
disuse: disuse
disused: disused
ditch: ditch,ditches
diver: divers
diverge: diverging
diversify: diversified
diversion: diversion
diversity: diversity
divert: diverted
divide: divide,divided,dividing
divine: divine,divined
divinity: divinities
division: division
docile: docile
dock: dock
dockyard: dockyard
doctor: doctor,doctors
doctrine: doctrine,doctrines
document: document,documents
doer: doers
doff: doffed
dog: dog,dogs
dogged: dogged
doggedly: doggedly
doleful: doleful
doll: doll,dolls
dolorous: dolorous
dolt: dolt
domain: domain
domestic: domestic,domestics
domesticate: domesticated
domicile: domicile
dominant: dominant
dominate: dominated
domination: domination
domini: domini
dominion: dominion,dominions
domino: dominoes
dominoes: dominoes
donate: donate
donation: donation,donations
donor: donors
doom: doom,doomed
door: door,doors
doorpost: doorpost
doorway: doorway,doorways
dormant: dormant
dormer: dormer
dose: dose
double: double
doubly: doubly
doubt: doubt,doubted,doubting,doubts
doubtfully: doubtfully
doubtless: doubtless
dover: dover
download: downloading
downstairs: downstairs
downward: downward
doze: doze,dozing
dozen: dozen,dozens
draft: drafts
drag: drag,dragged,drags
dragon: dragon
dragoon: dragoon
drain: drained
drainage: drainage
drapery: drapery
draught: draught
draw: draw,drawing,drawn,drew
drawback: drawback
drawbridge: drawbridge,drawbridges
drawer: drawer,drawers
drawing: drawing
drawl: drawl
dread: dread,dreaded
dreaded: dreaded
dreadful: dreadful
dreadfully: dreadfully
dream: dream,dreaming,dreams
dreamlike: dreamlike
drearily: drearily
dreary: dreary
dregs: dregs
dress: dress,dressed,dresses,dressing
dressed: dressed
drift: drifted
drill: drill
drily: drily
drink: drank,drink,drinking
drinker: drinkers
drinking: drinking
drip: dripping
dripping: dripping
drive: drive,driven,drives,driving,drove
driver: driver
driving: driving
droll: droll
droop: drooped,drooping
drooping: drooping
drop: drop,dropped,dropping,drops
dropsical: dropsical
drown: drown,drowned,drowning
drudge: drudge
drum: drum,drums
drummer: drummer
drunk: drunk
drunken: drunken
drunkenness: drunkenness
dry: drier,dry,drying
dubious: dubious
dubiously: dubiously
duck: ducked
dull: dull
duly: duly
dumb: dumb
dumpling: dumpling
dungeon: dungeon
duration: duration
dusk: dusk
dusky: dusky
dust: dust
dusty: dusty
dutiful: dutiful
duty: duties,duty
dwarf: dwarf
dwell: dwell,dwelling,dwelt
dwelling: dwelling
dye: dye,dyed
dyed: dyed
dyeing: dyeing
eager: eager
eagerly: eagerly
eagerness: eagerness
eagle: eagles
ear: ear,ears
earn: earned,earning
earnest: earnest
earnestly: earnestly
earnestness: earnestness
earring: earrings
earth: earth
earthenware: earthenware
earthly: earthly
earthquake: earthquake
ease: ease,eased
easily: easily
east: east
easterly: easterly
eastward: eastward
easy: easier,easiest,easy
eat: ate,eat,eaten,eating
eavesdropper: eavesdropper
ebb: ebb,ebbing
eccentric: eccentric
eccentricity: eccentricities,eccentricity
ecclesiastic: ecclesiastic,ecclesiastics
echo: echo,echoed,echoes,echoing
echoes: echoes
echoless: echoless
ecod: ecod
economy: economy
eddy: eddy,eddying
eden: eden
edge: edge
edifice: edifice
edifying: edifying
edition: edition,editions
editor: editor
educational: educational
efficacy: efficacy
effort: effort,efforts
egress: egress
eighteen: eighteen
eighth: eighth
eightieth: eightieth
ejaculate: ejaculated
eke: eke
elastic: elastic
elate: elate
elbow: elbow,elbows
eld: elder
elder: elder
elderly: elderly
elect: elect
electronic: electronic
electronically: electronically
elegance: elegance
elegant: elegant
elegantly: elegantly
elephant: elephants
elevate: elevate,elevated
elevation: elevation
elicit: elicit,elicited
eligible: eligible
elongate: elongate
eloquent: eloquent
emaciated: emaciated
email: email
embankment: embankments
embarrass: embarrassing
embarrassed: embarrassed
embarrassment: embarrassment,embarrassments
embellish: embellished
embellishment: embellishment
ember: embers
emblem: emblem
embrace: embrace,embraced,embraces,embracing
embrasure: embrasure
embroider: embroidered
embroidering: embroidering
embroidery: embroidery
emerge: emerged,emerging
emergence: emergence
emergency: emergency
emigrant: emigrant,emigrants
emigrants: emigrants
eminence: eminence
eminent: eminent
emissary: emissaries,emissary
emotion: emotion,emotions
emotional: emotional
emphasis: emphasis
emphatic: emphatic
emphatically: emphatically
employ: employ,employed,employing
employee: employee,employees
employer: employers
employment: employment,employments
emulative: emulative
enable: enable,enables,enabling
encamp: encamped
encampment: encampment
enchanted: enchanted
enchanter: enchanter
enchantment: enchantment
encircle: encircled
enclose: encloses
encode: encoding
encompass: encompass,encompassed
encounter: encountered,encounters
encourage: encouraged
encouraged: encouraged
encouragement: encouragement
encouraging: encouraging
encumber: encumbered
endanger: endanger,endangered
endeavour: endeavour,endeavouring
endowment: endowments
endue: endued
endurance: endurance
endure: endure,endured,enduring
enemy: enemies,enemy
energetic: energetic
energy: energy
enfold: enfolded,enfolding
enforce: enforced,enforcing
engage: engaged
engaged: engaged
engagement: engagement
engaging: engaging
engender: engendered
engine: engine
england: england
english: english
englishman: englishman
englishwoman: englishwoman
engrain: engrained
engrossing: engrossing
enjoy: enjoy,enjoying
enjoyable: enjoyable
enjoyment: enjoyment
enlarge: enlarged
enrage: enraged
enrich: enriching
enshroud: enshrouded
ensure: ensured,ensuring
entangle: entangling
enter: enter,entered,entering
entertain: entertain,entertained
entertainment: entertainment,entertainments
enthrone: enthroned
enthusiastically: enthusiastically
entity: entity
entrance: entrance
entreat: entreat,entreated,entreating,entreats
entreaty: entreaties,entreaty
entrust: entrusted
entry: entries,entry
enumerate: enumerated
environ: environed,environing
envy: envy
epicure: epicure
episcopal: episcopal
epoch: epoch
equably: equably
equal: equal
equality: equality
equally: equally
equidistant: equidistant
equip: equipped
equipage: equipages
equipment: equipment
era: era
erase: erase
ernest: ernest
err: erring
errand: errand
error: errors
erst: erst
escape: escape,escaping
escort: escort,escorted
escutcheon: escutcheon
especial: especial
essence: essence
essential: essential
establish: established
establishment: establishment
estate: estate,estates
esteem: esteem
esteemed: esteemed
estimate: estimate
estranged: estranged
estrangement: estrangement
eternal: eternal
eternally: eternally
eternity: eternity
european: european
evade: evaded
evanescence: evanescence
evasively: evasively
evening: evening
event: event,events
eventide: eventide
everlasting: everlasting
evidence: evidence
evident: evident
evidently: evidently
evil: evil,evils
evince: evincing
evoke: evoke
exact: exact,exacted
exaggerate: exaggerated
exaggeration: exaggeration
exalt: exalted
exaltation: exaltation
examination: examination
examine: examine,examined,examining
exasperation: exasperation
exceed: exceeding
exceedingly: exceedingly
excellent: excellent
exception: exception,exceptions
exceptional: exceptional
exchange: exchange,exchanged
excite: excited
excited: excited
excitement: excitement
exclaim: exclaim,exclaimed
exclamation: exclamation
exclude: exclude,excluded
exclusion: exclusion
exclusive: exclusive
excursion: excursion
excuse: excuse,excused,excusing
execration: execrations
execute: execute,executed
execution: execution
executioner: executioner
exemplary: exemplary
exempt: exempt
exercise: exercise,exercised,exercises
exertion: exertion,exertions
exhaust: exhausted
exhausted: exhausted
exhaustion: exhaustion
exile: exile
exist: exist,existed,exists
existence: existence
exordium: exordium
expect: expect,expected
expectantly: expectantly
expectation: expectation,expectations
expeditiously: expeditiously
expend: expend
expense: expense,expenses
experience: experience,experiences
experiment: experiments
expert: expert
expiation: expiation
explain: explain,explained,explaining
explanation: explanation
explanatory: explanatory
explicit: explicit
explore: exploring
explosive: explosive
exponent: exponent
export: exporting
expose: exposed
expostulation: expostulation
expound: expounded
express: express,expressed,expressing
expression: expression,expressions
expressive: expressive
expressly: expressly
exquisite: exquisite
extemporise: extemporised
extend: extend,extended,extending
extended: extended
extensive: extensive
extent: extent
exterior: exterior
exterminate: exterminate,exterminated,exterminating
extermination: extermination
external: external
extinguish: extinguished
extinguisher: extinguisher
extortion: extortion
extra: extra
extract: extract,extracted,extracting
extraction: extraction
extraordinary: extraordinary
extravagant: extravagant
extravagantly: extravagantly
extreme: extreme,extremes
extremely: extremely
exude: exuding
exultant: exultant
exultation: exultation
eye: eye,eyeing,eyes
eyebrow: eyebrows
eyed: eyed
eyelid: eyelids
fabled: fabled
fabric: fabric
fabulous: fabulous
faced: faced
facilitate: facilitate
facility: facilities,facility
faculty: faculties,faculty
fade: faded
fag: fagged
fagot: fagots
fail: fail,failed,failing
failure: failure
fain: fain
faint: faint,fainter,fainting,faints
faintly: faintly
faintness: faintness
fair: fair
fairy: fairy
faith: faith
faithful: faithful
faithfully: faithfully
fall: fall,fallen,falling,falls,fell
false: false
falsely: falsely
falter: falter,faltered,faltering
familiar: familiar,familiars
family: families,family
famine: famine
famished: famished
famous: famous
fan: fan,fanned
fanciful: fanciful
fancy: fancied,fancies,fancy
fantastic: fantastic
fare: fare,fared,faring
farewell: farewell
farm: farms
farmer: farmer
farrier: farrier
farthing: farthing
fascinated: fascinated
fascinating: fascinating
fascination: fascination
fashion: fashion
fashioned: fashioned
fast: fast,faster,fastest,fasting
fasten: fastened,fastening
fastening: fastening
fat: fat
fatal: fatal
fatally: fatally
fate: fate
father: father,fathers
fatigue: fatigue
fatigued: fatigued
fault: fault,faults
favour: favour,favoured,favours
favourable: favourable
favoured: favoured
favourite: favourite
fawn: fawning
fear: fear,feared,fears
fearful: fearful
fearfully: fearfully
fearless: fearless
feasting: feasting
feather: feather,feathers
feathered: feathered
feathery: feathery
feature: feature,features
federal: federal
fee: fee,fees
feeble: feeble,feebler
feebly: feebly
feed: fed,feed
feel: feel,feeling,feels
feeling: feeling,feelings
feelingly: feelingly
feign: feigned
feint: feint
felicitously: felicitously
felicity: felicity
fell: fell
fellow: fellow,fellows
fellowship: fellowship
felon: felons
female: female
feminine: feminine
fence: fences
ferocious: ferocious
ferocity: ferocity
ferret: ferret,ferreted
fervent: fervent
fervently: fervently
fervour: fervour
festival: festival
fetch: fetch,fetched
fetter: fetters
feudal: feudal
fever: fever
feverish: feverish
fickleness: fickleness
fictitious: fictitious
fidelity: fidelity
fidget: fidget
field: field,fields
fields: fields
fiend: fiend
fierce: fierce,fiercer
fiercely: fiercely
fight: fight,fighting,fought
figure: figure,figures
filament: filaments
file: file,files
filing: filing
filter: filtered
filthy: filthy
final: final
finally: finally
finances: finances
financial: financial
fine: fine,finest
fineness: fineness
finesse: finesse
finger: finger,fingers
finish: finish,finished
finishing: finishing
firewood: firewood
firing: firing
firm: firm
firmly: firmly
firmness: firmness
firstly: firstly
fish: fish,fished,fishes,fishing
fisherman: fisherman,fishermen
fishing: fishing
fist: fist
fit: fit,fits,fitted
fitful: fitful
fitfully: fitfully
fitness: fitness
fitting: fitting
fixed: fixed
fixedly: fixedly
flag: flag
flambeau: flambeau
flambeaux: flambeaux
flame: flame,flamed,flames
flaming: flaming
flank: flanks
flap: flapped,flapping,flaps
flapped: flapped
flare: flare,flaring
flash: flash,flashed,flashes,flashing
flat: flat,flatter
flatten: flattened
flatter: flattered
flattered: flattered
flattering: flattering
flavour: flavour
flaxen: flaxen
flay: flay
flee: fled
fleet: fleet
flicker: flickered,flickering
flight: flight,flights
flinch: flinched
fling: flinging,flung
flint: flint,flints
flinty: flinty
flirt: flirting
float: floated
floating: floating
flock: flock,flocked
flood: flood
floor: floor,floors
flop: flop
flopping: flopping
florid: florid
flounder: floundering
flourish: flourish,flourished,flourishes,flourishing
flow: flow,flowed,flowing
flower: flower,flowers
flung: flung
flush: flush,flushed,flushing
flutter: flutter,fluttered,fluttering
fly: flew,flies,flown,fly,flying
foal: foaled
foam: foam
foe: foe
fog: fogs
foist: foisted
fold: fold,folded,folding
folk: folks
follow: follow
follower: follower,followers
folly: follies
fondly: fondly
food: food
fool: fool,fools
foolish: foolish
foolishness: foolishness
foot: feet,foot
footed: footed
footing: footing
footpace: footpace
footpath: footpath
footsore: footsore
footstep: footstep,footsteps
footsteps: footsteps
footstool: footstool
footway: footways
forage: forage
forasmuch: forasmuch
foray: forays
forbearance: forbearance
forbid: forbade,forbid,forbidden
forborne: forborne
force: force,forced,forces,forcing
forcible: forcible
forcibly: forcibly
fore: fore
foreboding: forebodings
forefather: forefathers
forefinger: forefinger
forehead: forehead,foreheads
foreign: foreign
foreigner: foreigner,foreigners
foreman: foreman
foremost: foremost
forenoon: forenoon
forensic: forensic
forensically: forensically
foresee: foresaw,foresee,foreseen
foreshadow: foreshadowed
forest: forest
forester: forester
forfeit: forfeit,forfeits
forge: forge,forged
forger: forger,forgers
forgery: forgeries,forgery
forget: forget,forgetting,forgot,forgotten
forgetful: forgetful
forgetfulness: forgetfulness
forgive: forgive,forgiven
forgiveness: forgiveness
fork: fork
forlorn: forlorn
forlorner: forlorner
forlornness: forlornness
form: form,formed,forming,forms
formal: formal
formally: formally
format: format,formats
fortify: fortified
fortitude: fortitude
fortnight: fortnight
fortnightly: fortnightly
fortress: fortress
fortunate: fortunate
fortunately: fortunately
fortune: fortune,fortunes
forwards: forwards
foul: foul
foundation: foundation,foundations
fountain: fountain,fountains
fourscore: fourscore
fourteenth: fourteenth
fourth: fourth,fourths
fowl: fowl
fragment: fragment,fragments
frame: frame
framework: framework
france: france
frantic: frantic
fraternal: fraternal
fraternity: fraternity
fraud: fraud
fraught: fraught
fray: frayed
freedom: freedom
freely: freely
french: french
frenchman: frenchman
frenchmen: frenchmen
frenzied: frenzied
frenzy: frenzy
frequent: frequent
frequently: frequently
fresh: fresh,fresher
freshness: freshness
fret: fretted
friday: friday
friend: friend,friends
friendliness: friendliness
friendly: friendliest,friendly
friendship: friendship
fright: fright
frighten: frightened
frightened: frightened
frightening: frightening
frightful: frightful
frightfully: frightfully
frill: frill
fringed: fringed
frivolity: frivolity
frizzle: frizzled
frizzling: frizzling
fro: fro
frock: frock
frog: frog,frogs
frolicsome: frolicsome
frontier: frontier
frost: frost
frosty: frosty
froth: frothed
frown: frown,frowned,frowning
frozen: frozen
frugal: frugal
fruit: fruit,fruits
fruitful: fruitful
fruitless: fruitless
frustrate: frustrate
fry: fried,frying
fuel: fuel
fulfilment: fulfilment
fulness: fulness
fumble: fumbled
function: function,functions
functionary: functionaries,functionary
funeral: funeral,funerals
funereal: funereal
fur: fur
furies: furies
furious: furious
furiously: furiously
furnace: furnace,furnaces
furnish: furnished
furniture: furniture
furrow: furrow
furtherance: furtherance
furtive: furtive
furtively: furtively
fury: furies,fury
fuse: fused
future: future
gabelle: gabelle
gag: gag
gaily: gaily
gain: gain,gained,gaining
gainsay: gainsay
gaiter: gaiters
gallant: gallant
gallantly: gallantly
gallantry: gallantries,gallantry
gallery: galleries
galley: galley
galling: galling
gallon: gallon
gallop: gallop,galloped
gallows: gallows
game: game,games
games: games
gamut: gamut
gander: gander
gaol: gaol,gaols
gaoler: gaoler,gaolers
garb: garb
garden: garden,gardens
gardens: gardens
garment: garment
garnering: garnering
garnish: garnished
garret: garret
garrison: garrison
gate: gate,gates
gateway: gateway
gather: gathered,gathering
gathering: gathering
gaul: gaul
gaunt: gaunt
gauze: gauze
gay: gay,gayest
gaze: gaze,gazing
gazette: gazette
gender: gender
generality: generality
generals: generals
generation: generation,generations
generosity: generosity
generous: generous
genial: genial
genius: genius
genteel: genteel
gentility: gentility
gentle: gentle,gentlest
gentleman: gentleman,gentlemen
gentleness: gentleness
gently: gently
genuine: genuine
george: george
germain: germain
german: german
gesticulation: gesticulation
gesture: gesture,gestures
ghastliness: ghastliness
ghastly: ghastly
ghost: ghost,ghosts
ghostly: ghostly
giant: giant,giants
giddily: giddily
gift: gifts
gigantically: gigantically
giles: giles
gin: gin
gird: girded
girdle: girdle
girl: girl,girls
girlhood: girlhood
girlish: girlish
glad: glad
gladden: gladden
gladness: gladness
glance: glance,glanced,glances,glancing
glare: glare,glaring
glaring: glaring
glass: glass,glasses
glassful: glassful
gleam: gleam,gleamed,gleaming,gleams
glean: gleaned
glib: glib
glide: glided,gliding
glimmer: glimmering
glimpse: glimpses
glint: glinted
glitter: glittering
gloom: gloom
gloomily: gloomily
gloomy: gloomy
glorious: glorious
glory: glory
gloss: gloss
glove: glove
glow: glow,glowing
gloweringly: gloweringly
glutinous: glutinous
gnashing: gnashing
gnat: gnats
gnaw: gnawed,gnawing
goal: goals
goblet: goblet
goblin: goblin
god: god
goddess: goddess
godmother: godmother
goer: goers
gold: gold
golden: golden
goodly: goodly
goodness: goodness
goodwill: goodwill
goose: goose
gore: gore
gorge: gorged
gorgeous: gorgeous
gorgon: gorgon
gory: gory
gossamer: gossamer
gossip: gossip,gossiping
govern: govern,governed
government: government
governor: governor
gown: gown
grace: grace,graced,graces
graceful: graceful
gracious: gracious
graciously: graciously
gradation: gradations
gradual: gradual
gradually: gradually
grain: grain,grains
grand: grand
grandchild: grandchildren
grandeur: grandeur
grandfather: grandfather
grant: grant,granted
grape: grape
grasp: grasp,grasped,grasping
grass: grass,grasses
grate: grate,grated,grates,grating
grateful: grateful
gratefully: gratefully
gratified: gratified
gratify: gratified
gratitude: gratitude
grave: grave,graves
gravel: gravel
gravely: gravely
gravestone: gravestones
gravity: gravity
greatly: greatly
greece: greece
greedily: greedily
greedy: greedy
greek: greek
green: green
greeting: greeting
gregarious: gregarious
grenadier: grenadier
grey: grey
gridiron: gridiron
grief: grief
grieve: grieve
grieving: grieving
grim: grim,grimmer
grimace: grimaces
grimly: grimly
grimness: grimness
grimy: grimy
grin: grin,grinning
grind: grind,grinding,grinds,ground
grindstone: grindstone
grip: grip,gripping
grisly: grisly
grist: grist
grizzled: grizzled
groan: groan,groaned,groaning
grocer: grocer
grocery: grocery
grope: groped
gross: gross
grossly: grossly
ground: ground
grounds: grounds
grove: grove
grovel: grovelling
grow: grew,grow,growed,growing,grown
growl: growled,growling
growlingly: growlingly
grudge: grudge
grudging: grudging
grudgingly: grudgingly
gruff: gruff
grumble: grumbled,grumbling
grunt: grunt
guard: guard,guarded
guardhouse: guardhouse
guards: guards
guess: guess,guesses
guest: guest
guidance: guidance
guide: guide,guided,guiding
guillotine: guillotine,guillotined
guilt: guilt
guilty: guilty
guinea: guinea,guineas
gulf: gulf
gun: gun,guns
gunmaker: gunmaker
gunpowder: gunpowder
gust: gusts
gutter: guttering
ha: ha
habit: habit,habits
habitation: habitation,habitations
habitual: habitual
habitually: habitually
hack: hacked
hackney: hackney
haggard: haggard
hah: hah
hail: hail,hailed,hailing
hair: hair,hairs
haired: haired
hairy: hairy
hall: hall,halls
hallo: hallo
halloa: halloa
hallowed: hallowed
halo: halo
halt: halting
hammer: hammer,hammering,hammers
hand: hand,handed,hands
handful: handful
handkerchief: handkerchief,handkerchiefs
handle: handle
handmaid: handmaid
handsome: handsome,handsomest
handsomely: handsomely
handwriting: handwriting
handy: handy
hang: hang,hanged,hanging,hung
hangdog: hangdog
hanging: hangings
hangman: hangman
happen: happen,happened,happening
happily: happily
happiness: happiness
happy: happier,happiest,happy
harass: harass
harbour: harbour,harboured
hard: hard,hardest
harden: hardened
hardihood: hardihood
hardship: hardship
hare: hare,hares
hark: hark
harlequin: harlequin
harm: harm,harming,harms
harmless: harmless
harness: harness,harnessed
harp: harping
harsh: harsh
harshly: harshly
hart: hart
harvest: harvest
hast: hast
haste: haste
hasten: hastened
hastily: hastily
hasty: hasty
hat: hat,hats
hatband: hatband
hatchet: hatchets
hate: hate,hated
hateful: hateful
hatred: hatred
haughtily: haughtily
haughty: haughty
haul: hauled,hauling
haunch: haunches
haunt: haunt,haunted
haunted: haunted
haunting: haunting
hawthorn: hawthorn
hay: hay
hazard: hazard,hazarded
head: head,headed,heading,heads
headache: headache
headed: headed
headgear: headgear
headless: headless
headlong: headlong
healer: healer
healing: healing
health: health,healths
healthy: healthy
heap: heap,heaps
hear: hear,heard,hearing
hearer: hearers
hearing: hearing
hearse: hearse
heart: heart,hearts
hearted: hearted
hearth: hearth,hearths
heartily: heartily
heartless: heartless
heat: heat,heated
heated: heated
heathen: heathen
heave: heave,heaved
heaven: heaven,heavens
heavens: heavens
heavily: heavily
heaving: heaving
heavy: heavier,heavy
hebrew: hebrew
hedge: hedge
heed: heed
heedful: heedful
heedless: heedless
heel: heels
heigh: heigh
height: height
heighten: heightened
held: held
helpful: helpful
helpless: helpless
hem: hem,hemmed
henceforth: henceforth
herald: heralded
herb: herbs
herd: herd
heresy: heresy
heretofore: heretofore
heroism: heroism
hesitate: hesitated,hesitating
hesitation: hesitation
hew: hew,hewed
hey: hey
hidden: hidden
hide: hidden,hide,hiding
hideous: hideous
hiding: hiding
highly: highly
highway: highway,highways
highwayman: highwayman,highwaymen
hilary: hilary
hill: hill
hilt: hilt
hind: hinds
hinge: hinges
hint: hint,hinted
hip: hips
hire: hire,hired,hiring
hiss: hissing
history: history
hit: hit,hitting
hitherto: hitherto
ho: ho
hoarse: hoarse
hoarsely: hoarsely
hoarser: hoarser
hoarsest: hoarsest
hob: hob
hoist: hoisted
hoisting: hoisting
hold: held,hold,holding,holds
holden: holden
holder: holder
hole: hole,holes
hollow: hollow,hollows
hollowness: hollowness
holster: holsters
holy: holiest,holy
homage: homage
homely: homeliest
honest: honest
honester: honester
honour: honour,honoured,honouring
honourable: honourable
honoured: honoured
hoof: hoofs
hook: hook
hoop: hoops
hooray: hooray
hop: hopping
hope: hope,hoped,hopes,hoping
hopeful: hopeful
hopefulness: hopefulness
hopeless: hopeless
horizon: horizon
horizontal: horizontal
horn: horn
horrible: horrible
horribly: horribly
horrified: horrified
horror: horror,horrors
horse: horse,horses
horseback: horseback
horsehair: horsehair
horseman: horseman,horsemen
hospital: hospital
host: host
hostile: hostile
hot: hot
hotel: hotel
hour: hour,hours
house: house,houses
housebreaker: housebreaker
household: household
housekeep: housekeeping
housekeeping: housekeeping
houses: houses
housetop: housetop
hovel: hovel
hover: hovering
howl: howling
howsoever: howsoever
hue: hue
huge: huge
hum: hum,hummed
human: human
humane: humane
humanising: humanising
humanity: humanity
humble: humble
humbly: humbly
humiliation: humiliation
humility: humility
humour: humour
humoured: humoured
humph: humph
hunger: hunger,hungered
hungry: hungry
hunt: hunted,hunting
hunter: hunters
hurdle: hurdle
hurricane: hurricane
hurried: hurried
hurriedly: hurriedly
hurry: hurried,hurries,hurry,hurrying
hurt: hurt
husband: husband,husbands
hush: hush,hushed,hushing
husky: husky
hustle: hustled
hut: hut,huts
hutch: hutches
ice: ice
idea: idea,ideas
identical: identical
identification: identification
identify: identified,identify
idiomatic: idiomatic
idiot: idiots
idiotic: idiotic
idle: idle,idling
idleness: idleness
idlest: idlest
idly: idly
ignobly: ignobly
ignorance: ignorance
ignorant: ignorant
iii: iii
illness: illness
illuminate: illuminated,illuminating
illusion: illusion
illustration: illustration,illustrations
illustrious: illustrious
image: image
imaginary: imaginary
imagination: imagination
imagine: imagine,imagined,imagining
imagining: imaginings
imbecile: imbecile
imbue: imbued
imitate: imitated
imitation: imitation,imitations
immaculate: immaculate
immature: immature
immeasurably: immeasurably
immemorial: immemorial
immense: immense
immersion: immersion
immolate: immolate
immolation: immolations
immortal: immortal
immovable: immovable
immunity: immunities
impair: impaired
impart: impart,imparted,imparts
impartially: impartially
impassable: impassable
impassive: impassive
impatience: impatience
impatient: impatient
impatiently: impatiently
impeach: impeach,impeaching
impeachment: impeachment
impediment: impediments
impel: impelled,impelling
impend: impended
impending: impending
impenitently: impenitently
imperative: imperative
imperfect: imperfect
imperfectly: imperfectly
imperil: imperil
imperious: imperious
impertinence: impertinence
imperturbable: imperturbable
impetuous: impetuous
implacable: implacable
implacably: implacably
implement: implements
implicitly: implicitly
implore: implore,implored,imploring
imploringly: imploringly
