abandon: abandon,abandoned
shadow: shadow,shadowed,shadows
shaft: shaft
shaggy: shaggy
shake: shake,shaken,shaking,shook
shallow: shallow
shalt: shalt
shambling: shambling
shame: shame,shamed
shameful: shameful
shameless: shameless
shape: shape,shaped,shapes,shaping
shapeless: shapeless
shapely: shapely
share: share,shared,shares,sharing
sharp: sharp
sharpen: sharpened,sharpening
sharpened: sharpened
sharply: sharply
shatter: shattered
shaven: shaven
shawl: shawl
sheath: sheath
sheet: sheet,sheets
shelf: shelf,shelves
shelley: shelley
shelter: shelter,sheltering
shepherd: shepherd
shield: shield
shieldlike: shieldlike
shift: shifted,shifts
shilling: shilling
shimmer: shimmer
shimmering: shimmering
shine: shine,shining,shone
shingle: shingle
shiny: shiny
ship: ship,ships
shipwreck: shipwrecks
shirt: shirt
shiver: shiver,shivered,shivering
shivery: shivery
shock: shock,shocked,shocks
shocked: shocked
shod: shod
shoe: shoe,shoes
shoot: shot
shooting: shooting
shop: shop,shops
shopman: shopman
shore: shore
shoreless: shoreless
short: short,shorter,shortest
shortbread: shortbread
shortly: shortly
shoulder: shoulder,shouldered,shouldering,shoulders
shout: shouted,shouting,shouts
shove: shoved
shower: shower,showers
shred: shreds
shrewd: shrewd
shriek: shrieking
shrill: shrill
shrine: shrine
shrink: shrank,shrink,shrinking,shrinks,shrunk
shrivel: shrivelled
shrivelled: shrivelled
shroud: shrouded
shrub: shrubs
shrunken: shrunken
shuffling: shuffling
shun: shun,shunned
shut: shut
shy: shies,shy
shyly: shyly
shyness: shyness
sick: sick
sicken: sickened
sickening: sickening
sickish: sickish
sickly: sickly
sickness: sickness
sideboard: sideboard
sidewall: sidewall
sideways: sideways
sidle: sidled
siegfried: siegfried
siena: siena
sigh: sigh,sighed,sighing,sighs
sight: sight
sign: sign,signed,signs
signal: signal,signalled
signature: signature,signatures
signboard: signboards
signet: signet
signify: signifies
silence: silence,silences
silent: silent
silently: silently
silk: silk
silken: silken
sill: sill
silly: silly
silver: silver
silvery: silvery
similiter: similiter
simmer: simmering
simon: simon
simoom: simoom
simple: simple,simplest
simpliciter: simpliciter
simplicity: simplicity
simply: simply
sin: sin,sinned,sinning,sins
sincerely: sincerely
sincerity: sincerity
sinewy: sinewy
sinful: sinful
sinfully: sinfully
sing: sang,sing,singing,sung
singe: singed
singer: singer,singers
singing: singing
single: single
singlet: singlets
singular: singular
sink: sank,sink,sinking,sunk
sinless: sinless
sinner: sinner,sinners
sion: sion
sir: sir,sirs
sister: sister,sisters
sit: sat,sit,sits,sitting
sixpence: sixpence
sixteen: sixteen
sixth: sixth
sizeable: sizeable
skeleton: skeleton
skewer: skewered
skill: skill
skin: skin
skintight: skintight
skip: skipped
skirt: skirts
skull: skull
sky: skies,sky
skylight: skylight
skyline: skyline
slab: slab,slabs
slam: slammed
slap: slapped
slate: slate,slates
sleek: sleek
sleep: sleep,sleeping,slept
sleeper: sleepers
sleeping: sleeping
sleepy: sleepy
sleeve: sleeve,sleeves
slender: slender
slide: slid,slide
slight: slight,slighted
slily: slily
slim: slim
slime: slime
slimy: slimy
sling: slung
slip: slipped,slipping
slipper: slippers
slobber: slobbering
slobbering: slobbering
slope: slope,sloping
sloth: sloth
slow: slow,slowed
slowly: slowly
slug: slugs
sluggish: sluggish
sluggishly: sluggishly
slumber: slumber
sly: sly
smack: smacked,smacking,smacks
smacking: smacking
smart: smart,smarting
smear: smear
smell: smell,smelling,smells,smelt
smile: smile,smiled,smiles,smiling
smiler: smiler
smite: smitten,smote
smithy: smithy
smitten: smitten
smoke: smoke,smoked,smokes,smoking
smoking: smoking
smoky: smoky
smooth: smooth
smoulder: smouldering
snake: snake
snaky: snaky
snap: snap
snare: snares
snatch: snatched
sneer: sneering
sneerer: sneerer
sneeze: sneeze
snort: snort
snoutish: snoutish
snuffbox: snuffbox
snug: snug
soar: soaring
sob: sob,sobbed,sobbing,sobs
sober: sober
social: social
socialism: socialism
socket: socket
sodalist: sodalists
sodality: sodality
sofa: sofa
soft: soft,softer
soften: soften
softly: softly
softness: softness
soldier: soldier,soldiers
soldiery: soldiery
sole: sole
solemn: solemn
solemnly: solemnly
solicit: solicit
solicitation: solicitation
solid: solid
solitary: solitary
solve: solve
sombre: sombre
somnolent: somnolent
son: son,sons
song: song,songs
sonny: sonny
sonorously: sonorously
soothe: soothed
soothing: soothing
sophistry: sophistry
sordid: sordid
sore: sore
sorrow: sorrow,sorrows
sorrowful: sorrowful
sorrows: sorrows
sort: sorts
soul: soul,souls
sound: sound,sounded,sounding,sounds
soup: soup
sour: sour
source: source,sources
sourly: sourly
soutane: soutane
south: south
southern: southern
southward: southward
sovereign: sovereign
sovereignty: sovereignty
sow: sow,sowed
space: space,spaces
spade: spade
spain: spain
span: span
spaniard: spaniard
spanish: spanish
spare: spare,spared,sparing
spark: spark
spasm: spasm
spatial: spatial
speak: speak,speaking,speaks,spoke,spoken
speaker: speaker
speaking: speaking
spear: spear
special: special
specially: specially
species: species
speck: speck
speckled: speckled
spectacles: spectacles
spectral: spectral
spectre: spectre
speculation: speculation,speculations
speech: speech,speeches
speed: speed
spell: spell
spelling: spelling
spend: spent
spiff: spiffing
spike: spikes
spikenard: spikenard
spin: spin,spinning
spine: spine
spirit: spirit,spirits
spirited: spirited
spiritual: spiritual
spit: spat,spit,spitting
spite: spite
spitting: spitting
spittle: spittle
splash: splashed,splashes
splendour: splendour
splitting: splitting
spoil: spoils
spoiled: spoiled
spool: spools
spoonful: spoonful
sport: sports
spot: spot
spotless: spotless
spouse: spouse
spray: spray,sprays
spread: spread,spreading
sprig: sprigs
spring: sprang,spring,sprung
springboard: springboard
sprinkle: sprinkle
sprinter: sprinter
spurn: spurned,spurning
spy: spied,spy
squad: squad
squalid: squalid
squall: squall
squalor: squalor
squander: squandered,squandering
square: square,squares
squarely: squarely
squat: squat
squeak: squeak,squeaking
squeeze: squeezing
squire: squires
staff: staff
stage: stage,stages
stagnation: stagnation
stain: stain,stained
stair: stairs
staircase: staircase
stale: stale
stall: stalls
stammer: stammering
stamp: stamping
stand: stand,standing,stood
stanza: stanzas
star: star,starred,stars
starch: starched
stardust: stardust
stare: stare,stared,stares,staring
starry: starry
start: start,started,starting
startle: startled
starve: starving
stasis: stasis
stately: stately
statement: statement,statements
static: static
station: station,stations
statue: statue,statues
stature: stature
status: status
stave: stave
stay: stay,stayed
stead: stead
steadfast: steadfast
steady: steadied,steadier
steal: steal,stealing,stole,stolen
steam: steamed,steaming
steamer: steamers
steel: steel
steer: steered
stench: stench
step: step,stepping,steps
stephanos: stephanos
stephen: stephen
stern: stern
sternly: sternly
stew: stew,stewing
steward: stewards
stewardship: stewardship
stewing: stewing
stick: stick,sticks,stuck
stiff: stiff
stiffly: stiffly
stifle: stifling
stilly: stilly
stimulant: stimulants
stimulus: stimulus
sting: sting,stinging,stung
stink: stank,stink,stinking
stinking: stinking
stinkpot: stinkpot
stir: stir,stirred,stirring
stock: stocked,stocking
stocking: stocking,stockings
stolid: stolid
stomach: stomach
stone: stone,stones
stonecutting: stonecutting
stoop: stooped
stopper: stopper
store: stored
storied: storied
storm: storm
story: stories,story
storyteller: storyteller
stout: stout
stow: stowed
straggler: stragglers
straight: straight
straighten: straighten,straightened
strain: strain,straining
strait: strait
straitness: straitness
strand: strand
strange: strange
strangely: strangely
strangeness: strangeness
stranger: stranger,strangers
strangle: strangled
straw: straw
stray: strayed
streak: streaks
stream: stream,streamed,streaming,streams
streaming: streaming
street: street,streets
strength: strength
strengthen: strengthen,strengthening
stress: stress
stressed: stressed
stretch: stretch,stretched
strew: strewn
strict: strict
stride: striding,strode
strife: strife,strifes
strike: strike,striking,struck
striking: striking
strip: stripped,strips
strive: strive,striving,strove
stroke: stroke,strokes,stroking
strong: strong,stronger
structure: structure
struggle: struggle,struggled,struggles,struggling
stuart: stuart
stubble: stubble
stuck: stuck
stud: studded
student: student,students
study: studied,studies,study
stuff: stuff,stuffs
stultified: stultified
stumble: stumble,stumbled,stumbling
stump: stump
stupor: stupor
style: style
suave: suave
suavely: suavely
subdeacon: subdeacon
subject: subject,subjected,subjects
subjection: subjection
sublime: sublime
submission: submission
submissively: submissively
subscribe: subscribe
substance: substance
subterfuge: subterfuge
subtle: subtle,subtlest
subtler: subtler
subversive: subversive
succeed: succeeded,succeeding
success: success
succession: succession
succumb: succumbing
suck: suck,sucking
sudden: sudden
suddenly: suddenly
suffer: suffer,suffered,suffering
sufferance: sufferance
sufferer: sufferer,sufferers
suffering: suffering,sufferings
suffice: suffice
suffocate: suffocated,suffocating
suffrage: suffrage
suffuse: suffused
sugan: sugan
sugar: sugar,sugared
suggestion: suggestions
suit: suit,suited
sully: sully
sulphurous: sulphurous
sum: sum,sums
summer: summer
summon: summon,summoned
summons: summons
sun: sun
sunbonnet: sunbonnet,sunbonnets
sunday: sunday
sundays: sundays
sunder: sundered
sundering: sundering
sundown: sundown
sunken: sunken
sunlight: sunlight
sunny: sunny
sunrise: sunrise
sunt: sunt
sunward: sunward
super: super
supererogation: supererogation
supersaturate: supersaturated
supper: supper
supple: supple
supply: supply
support: support,supports
suppose: suppose
suppression: suppression
supralapsarian: supralapsarian
supreme: supreme
supremely: supremely
surd: surd
surely: surely
surface: surface
surge: surge
surlily: surlily
surly: surly
surname: surname
surplice: surplices
surprise: surprise,surprised
surrender: surrender,surrendering
surround: surrounded
surroundings: surroundings
survey: survey
survive: survive
suspend: suspended
suspicion: suspicion
suspicious: suspicious
sustain: sustained,sustains
swallow: swallow,swallowed,swallows
swamp: swamp
swan: swans
swarm: swarming
sway: sway,swayed,swaying
swaying: swaying
swear: swear
sweat: sweat,sweated
sweater: sweater,sweaters
sweep: sweep,sweeping,swept
sweet: sweet,sweets
sweetness: sweetness
swell: swollen
swerve: swerve,swerving
swift: swift
swiftly: swiftly
swing: swing,swung
swinging: swinging
swirl: swirl,swirling
swish: swish,swished
swishing: swishing
switch: switched
swollen: swollen
swoon: swoon,swooning
swop: swop
sword: sword
swordlike: swordlike
syllable: syllable
symbol: symbol,symbols
symbolise: symbolising
symbolism: symbolism
symmetrical: symmetrical
sympathy: sympathy
synonymous: synonymous
synopsis: synopsis
synthesis: synthesis
tabernacle: tabernacle
table: table,tables
tablecloth: tablecloth
tablet: tablet
tail: tail,tails
talbot: talbot
tale: tale,tales
talent: talent
talk: talk,talked,talking,talks
talking: talking
tall: tall
tallow: tallow
tame: tame
tan: tan,tanned
tangle: tangle
tangled: tangled
tanto: tanto
tap: tapped,tapping
tapelike: tapelike
tar: tar
tara: tara
tardy: tardy
tarnish: tarnished
tarry: tarrying
task: task
taste: taste,tasted,tasting
tasty: tasty
tate: tate
tattered: tattered
taunt: taunt,taunting
tavern: taverns
tawdry: tawdry
tawny: tawny
tax: tax,taxes
taxgatherer: taxgatherer
tea: tea
teach: taught,teach,teaching
teacher: teacher
teacup: teacups
team: team
tear: tear,tearing,tears,tore,torn
technical: technical
teem: teeming
telegraph: telegraph
teller: teller
temper: temper
temperament: temperament
temperature: temperature
temple: temple,temples
tempora: tempora
temporal: temporal
tempt: tempted,tempts
temptation: temptation,temptations
tempter: tempter,tempters
temptress: temptress
tend: tending
tendency: tendency
tender: tender
tenderness: tenderness
tendril: tendrils
tenement: tenement
tenfold: tenfold
tennyson: tennyson
tenor: tenor
tenuous: tenuous
tepid: tepid
terence: terence
term: term,terms
terminology: terminology
terrace: terrace
terrible: terrible
terribly: terribly
terrier: terrier
terrific: terrific
terrified: terrified
terror: terror
testament: testament,testaments
testimonial: testimonial
texture: texture
thankful: thankful
thankfulness: thankfulness
thanksgiving: thanksgiving
theatre: theatre
thee: thee
theme: theme,themes
theologian: theologian,theologians
theological: theological
theorem: theorem
theory: theory
therewith: therewith
thickening: thickening
thicket: thicket
thickness: thickness
thief: thief
thigh: thigh,thighs
thimbleful: thimbleful
thine: thine
thinking: thinking
thinly: thinly
thirteen: thirteen
thirtieth: thirtieth
thistle: thistles
thither: thither
thomas: thomas
thorn: thorn,thorns
thoughtfully: thoughtfully
thoughtlessness: thoughtlessness
thousandfold: thousandfold
thread: threads
threadbare: threadbare
threaten: threatened,threatening
threefold: threefold
threepence: threepence
threshold: threshold
thrice: thrice
thrill: thrill,thrilled
thrilled: thrilled
throat: throat,throats
throaty: throaty
throb: throb,throbbing
throne: thrones
throng: throng,thronging
throw: threw,throw,throwing,thrown
thrust: thrust,thrusting
thud: thud,thuds
thumb: thumb
thunder: thunder
thundercloud: thundercloud
thunderstorm: thunderstorms
thurible: thurible
thursday: thursday
thusness: thusness
thy: thy
tick: ticking
ticket: ticket,tickets
ticking: ticking
tickling: tickling
tide: tide,tides
tiding: tidings
tie: tie,tied,ties
tier: tier
tig: tig
tight: tight
tighten: tightening
tightly: tightly
tile: tiled,tiles
tim: tim
time: time,times,timing
timeless: timeless
timeworn: timeworn
timid: timid
timidity: timidity
timidly: timidly
timorous: timorous
tin: tins
tinge: tinges
tingle: tingle,tingling
tingling: tingling
tinkling: tinkling
tinsel: tinsel
tiny: tiniest,tiny
tiptoe: tiptoe
tiptop: tiptop
tired: tired
tissue: tissue
title: title,titles
titter: titter,tittered,tittering
toast: toast,toasted
tobacco: tobacco
toe: toe,toes
token: token
tolerantly: tolerantly
toll: toll
tolling: tolling
tom: tom
tomorrow: tomorrow
tone: tone,tones
toneless: toneless
tongue: tongue,tongues
tonight: tonight
tool: tools
tooth: teeth
toothpick: toothpick
torment: torment,tormented,torments
tormentor: tormentors
torn: torn
torpid: torpid
torpor: torpor
torture: torture,tortured,tortures
toss: toss,tossed
total: total
totally: totally
totum: totum
touch: touch,touched,touching
tourist: tourist
towel: towels
tower: tower
town: town
township: township
towser: towser
toy: toy,toying
trace: trace,traces
track: track
tract: tract
tractable: tractable
trade: trade
trademark: trademark
tradition: tradition
traffic: traffic
tragic: tragic
trail: trail,trailed,trailing
train: train,trained
trainer: trainer
traitor: traitor
tram: tram,trams
tramp: tramp,tramping
trample: trample,trampled
tranquil: tranquil
tranquilly: tranquilly
trans: trans
transcribe: transcribe
transcription: transcription
transfer: transfers
transference: transference
transfigure: transfigured
transfix: transfixing
transform: transformed
transgression: transgression,transgressions
transgressor: transgressor
translate: translate
translation: translation
transmit: transmit
transmute: transmuting
travel: travelled,travelling
traverse: traversed
tread: trod
treasure: treasure,treasures
treat: treat,treated
treatment: treatment
treble: treble,trebling
tree: tree,trees
trellis: trellises
tremble: trembled,trembling
tremor: tremor,tremors
tremulous: tremulous
trepidation: trepidation
trial: trial,trials
triangle: triangle
tribute: tribute
trick: trick
trickle: trickled,trickling
trigonometry: trigonometry
trill: trilled
trim: trim
trinity: trinity
trinket: trinkets
triple: triple
trite: trite
triumph: triumph,triumphs
trivial: trivial
troop: troop
tropics: tropics
trouble: trouble,troubled
troubled: troubled
troublesome: troublesome
troubling: troubling
trough: troughs
trousers: trousers
trudge: trudging
true: true,truest
trumpet: trumpet
truss: trussed
trust: trust
trusty: trusty
truth: truth
tryst: tryst
tsar: tsar
tu: tu
tub: tub
tuck: tucked,tucking
tuesday: tuesday
tuft: tufted,tufts
tug: tugged
tuition: tuition
tumble: tumbling
tumult: tumult,tumults
tundish: tundish
tunelessly: tunelessly
tunicle: tunicle
tunnel: tunnel,tunnels
turbulence: turbulence
turbulent: turbulent
turf: turf
turk: turk
turkey: turkey
turnip: turnips
turnover: turnover
turnstile: turnstile
turret: turret,turrets
tusk: tusks
tusker: tusker,tuskers
tussle: tussle
tutor: tutor
tweed: tweed
twig: twig
twigging: twigging
twilight: twilight
twine: twine,twines
twined: twined
twinkle: twinkled,twinkling
twirl: twirling
twist: twist,twisted,twisting
twisted: twisted
twister: twisters
twitching: twitching
twitter: twittered
twofold: twofold
type: type,types
tyrant: tyrant
ugly: ugly
ulster: ulster
umbrella: umbrella,umbrellas
unable: unable
unadorned: unadorned
unaided: unaided
unawares: unawares
unbaptised: unbaptised
unbearably: unbearably
unbent: unbent
unbreathable: unbreathable
unbroken: unbroken
unbuttoned: unbuttoned
uncarpeted: uncarpeted
unceasing: unceasing
unceasingly: unceasingly
uncertain: uncertain
unchallenged: unchallenged
unchangeable: unchangeable
uncle: uncle
uncoil: uncoiling
uncomfortable: uncomfortable
uncontaminated: uncontaminated
uncouth: uncouth
uncover: uncover,uncovered
uncreated: uncreated
undefiled: undefiled
undefined: undefined
underdone: underdone
understand: understand,understands,understood
understanding: understanding
undismayed: undismayed
undistinguished: undistinguished
undivined: undivined
undo: undid,undo,undone
undoubtedly: undoubtedly
undress: undress,undressed,undressing
undressed: undressed
undry: undried
unearth: unearthed
unearthly: unearthly
uneasily: uneasily
uneducated: uneducated
unenforceability: unenforceability
unexpected: unexpected
unfair: unfair
unfallen: unfallen
unfavourable: unfavourable
unfelt: unfelt
unfettered: unfettered
unfinished: unfinished
unfold: unfold,unfolding
unforeseen: unforeseen
unfortunate: unfortunate
ungraced: ungraced
ungrudgingly: ungrudgingly
unhappy: unhappy
unheeded: unheeded
uniform: uniform,uniforms
union: union
unite: unite,united,unites,uniting
united: united
universal: universal
universalis: universalis
universality: universality
universe: universe
university: university
unjust: unjust
unkempt: unkempt
unkindness: unkindness
unknown: unknown
unlasting: unlasting
unlawful: unlawful
unlink: unlink
unlit: unlit
unlived: unlived
unlock: unlocking
unluckily: unluckily
unmanly: unmanly
unnerve: unnerved
unpeopled: unpeopled
unpleasant: unpleasant
unpleasantness: unpleasantness
unprotected: unprotected
unpunished: unpunished
unquestionable: unquestionable
unreal: unreal
unrepentant: unrepentant
unrepented: unrepented
unrest: unrest
unresting: unresting
unseemly: unseemly
unseen: unseen
unshaven: unshaven
unsolicited: unsolicited
unspeakable: unspeakable
unspoken: unspoken
unsubstantial: unsubstantial
unsure: unsure
unsustaining: unsustaining
untenanted: untenanted
untidy: untidy
untrue: untrue
unutterable: unutterable
unveil: unveil
unwatchful: unwatchful
unwell: unwell
unwieldy: unwieldy
unwind: unwound
unworldly: unworldly
unworthiness: unworthiness
unworthy: unworthy
upbraid: upbraid
update: updated
uphill: uphill
uphold: upheld
uplift: uplifted
uplifted: uplifted
upper: upper
upraise: upraise
upright: upright
upsetting: upsetting
upstairs: upstairs
upward: upward
urbane: urbane
urbanely: urbanely
urchin: urchin
urge: urge,urged,urges,urging
urinal: urinal
urine: urine
usage: usage
useless: useless
user: user
usher: ushered
usual: usual
ut: ut
utter: utter,uttered,utters
utterance: utterance
utterly: utterly
vacant: vacant
vacation: vacation
vague: vague
vaguely: vaguely
vagueness: vagueness
vain: vain
vainly: vainly
valid: valid
valley: valley
valve: valve
van: vans
vanilla: vanilla
vanish: vanished,vanishing
vanity: vanities,vanity
vanman: vanmen
vanquish: vanquished
vaporous: vaporous
vapour: vapour
vapours: vapours
vapoury: vapoury
variant: variant
variety: variety
vary: varied
vast: vast,vaster
vastly: vastly
vastness: vastness
vault: vault,vaulting,vaults
vegetable: vegetable
vegetation: vegetation
vehemently: vehemently
vehicle: vehicle
veil: veil,veiled,veiling,veils
veiled: veiled
vein: veins
velocity: velocity
velvet: velvet
venal: venal
veneration: veneration
vengeance: vengeance
venial: venial
vent: vent
ventricle: ventricles
venus: venus
verbal: verbal
verge: verge,verges
vermin: vermin
veronica: veronica
verse: verse,verses
verses: verses
version: version,versions
vervain: vervain
vessel: vessel
vest: vested
vested: vested
vestment: vestments
vestry: vestry
vesture: vesture
vexilla: vexilla
vice: vice,vices
victor: victor
victoria: victoria
victory: victories,victory
vienna: vienna
view: view,viewed,viewing
vigilant: vigilant
vigour: vigour
vile: vile,vilest
villa: villas
village: village
villainous: villainous
villanelle: villanelle
vincent: vincent
vindicate: vindicated
vinegar: vinegar
violate: violates
violence: violence
violent: violent
violently: violently
violet: violets
viper: viper
virgil: virgil
virgin: virgin
virginal: virginal
virtual: virtual
virtue: virtue,virtues
virus: virus
visa: visa
viscid: viscid
visible: visible
vision: vision
visit: visit,visits
visitor: visitors
vita: vita
vital: vital
vitality: vitality
vitals: vitals
vive: vive
vivid: vivid
vividly: vividly
vocation: vocation
voice: voice,voices,voicing
voices: voices
void: void
volunteer: volunteer,volunteers
vomit: vomited
vote: votes
vouchsafe: vouchsafed
vow: vows
vowel: vowel,vowels
voyage: voyaging
wade: waded,wading
wafer: wafer
wag: wagging
wagonette: wagonette
wail: wail
wainscot: wainscot
waist: waist
waistcoat: waistcoat,waistcoats
wait: wait,waited,waiting
waiter: waiter,waiters
wake: wake,wakes,waking,woke
waken: wakened
walk: walk,walked,walking,walks
walker: walker
walking: walking
wall: wall,walls
wallow: wallowed
wallpaper: wallpaper
walter: walter
waltz: waltz
wan: wan
wander: wander,wandered,wandering
wanderer: wanderer
wanderings: wanderings
wane: wane,waned,waning
wantonness: wantonness
war: war,wars
wardrobe: wardrobe
ware: ware
warm: warm,warmed,warmer
warmth: warmth
warn: warning
warning: warning,warnings
warranty: warranties,warranty
wart: warts
warwick: warwick
wash: wash,washed,washing
washing: washing
washstand: washstand
waste: waste,wasting
watch: watch,watched,watching
watcher: watcher,watchers
watchful: watchful
water: water,watered,watering,waters
waterlog: waterlogged
waterproof: waterproofs
watery: watery
wave: wave,waves,waving
wavelet: wavelet,wavelets
wavering: wavering
wax: wax,waxed,waxes
waxy: waxy
wayside: wayside
wayward: wayward
weak: weak,weaker
weakly: weakly
weakness: weakness,weaknesses
wealth: wealth
wear: wear,wearing,wears,wore,worn
wearied: wearied
wearily: wearily
weariness: weariness
weary: wearied,wearier,weary,wearying
weather: weather
weave: woven
wedge: wedged
wednesday: wednesday
wednesdays: wednesdays
weed: weeds
weedy: weedy
week: week,weeks
weekly: weekly
weep: weep,weeping,wept
weigh: weigh,weighed
weight: weight
wellread: wellread
welter: welter
wench: wenches
west: west
westward: westward
wet: wet,wetted,wetting
wettish: wettish
whalebone: whalebone
whatness: whatness
whatsoever: whatsoever
wheel: wheel,wheeling
wheeze: wheezing
whereon: whereon
whet: whet,whetted
whey: whey
whimper: whimpering
whimsical: whimsical
whine: whine,whines,whining
whining: whining
whinny: whinny
whip: whip,whips
whir: whirring
whirl: whirl
whisker: whiskers
whisky: whisky
whisper: whisper,whispered,whispering
whispering: whispering
whistle: whistle,whistled,whistles,whistling
whit: whit
white: white,whited
whiteboy: whiteboy
whited: whited
whitewashed: whitewashed
whitsuntide: whitsuntide
wholeness: wholeness
wholly: wholly
whore: whores
wicked: wicked
wickedness: wickedness
wide: wide,wider,widest
widen: widening
widespread: widespread
wield: wielding
wife: wife,wives
wig: wig
wild: wild
wilder: wilder
wilderness: wilderness
wildly: wildly
wiles: wiles
wilful: wilful
wilfully: wilfully
wilfulness: wilfulness
willed: willed
william: william
willie: willie
win: win,winning,wins
wind: wind,winding,winds,wound
windless: windless
window: window,windows
windswept: windswept
wine: wine,wines
winepress: winepress
wineshop: wineshops
wing: wing,wings
winged: winged
wink: winked
winter: winter
wintry: wintry
winy: winy
wipe: wipe
wire: wire,wires
wisdom: wisdom
wise: wise
wiseacre: wiseacre
wisp: wisps
wit: wit,wits
withdraw: withdraw,withdrawing,withdrawn,withdrew
withdrawal: withdrawal
wither: withered,withering
withered: withered
withhold: withheld
witless: witless
witness: witnessing
wittily: wittily
woe: woe
woeful: woeful
woman: woman,women
womanhood: womanhood
womanish: womanish
womb: womb
wonderful: wonderful
wonderment: wonderment
wonderstruck: wonderstruck
woo: wooed,wooing
wood: wood
wooden: wooden
woollen: woollen
woolly: woolly
word: word
workaday: workaday
workman: workmen
workshop: workshop
worldling: worldlings
worldly: worldly
worm: worm,worms
worn: worn
worship: worship,worshipped
worshipper: worshippers
worth: worth
worthless: worthless
worthy: worthy
wound: wound,wounded,wounds
wounded: wounded
wrangle: wrangle,wrangling
wrangling: wrangling
wrap: wrap,wrapped,wrapping
wrath: wrath
wreath: wreaths
wreckage: wreckage
wrench: wrenched
wrest: wrest
wretch: wretch,wretches
wretched: wretched
wriggle: wriggled
wring: wrung
wrinkle: wrinkled
wrist: wrists
write: write,writes,writing,written,wrote
writer: writer,writers
writing: writing
writings: writings
wrong: wrong,wronged
wrongly: wrongly
yard: yard
yawn: yawn,yawned,yawning
yawning: yawning
yell: yells
yellow: yellow
yellowish: yellowish
yield: yield,yielded,yielding
yoke: yoke
york: york
youngster: youngster
yous: yous
youth: youth
zeal: zeal
zealous: zealous
zoology: zoology
