abandon: abandon,abandoned
drinking: drinking
dripping: dripping
drive: drive,driven,drives,driving,drove
drivel: drivel
driver: driver,drivers
droll: droll
droning: droning
drop: drop,dropped,drops
dross: dross
drownd: drownded
drunk: drunk
drunken: drunken
dry: dried,dry
dryness: dryness
dual: dual
dubitative: dubitative
dublin: dublin
duck: duck
duke: duke
dull: dull
dullard: dullards
dullness: dullness
dumb: dumb
dumbbell: dumbbell,dumbbells
dun: dun
duncan: duncan
dunce: dunce
dung: dung
dunghill: dunghill
dupe: duped,dupes
duration: duration
dusk: dusk
dusky: dusky
dust: dust
dusty: dusty
dutiful: dutiful
duty: duties,duty
dwarf: dwarf
dwarfish: dwarfish
dwell: dwell,dwelt
dwelling: dwelling
dyas: dyas
eager: eager
eagerly: eagerly
eagerness: eagerness
eagle: eagle,eagles
ear: ear,ears
earl: earl
earn: earn,earned
earnestly: earnestly
earth: earth
earthen: earthen
earthly: earthly
ease: ease,eased
easily: easily
east: east
easter: easter
easy: easier,easy
eat: ate,eat,eaten,eating,eats
eater: eater
eave: eave
eaves: eaves
ebb: ebbing
ebonite: ebonite
ecclesiastes: ecclesiastes
echo: echo,echoed,echoes
economics: economics
ecstasy: ecstasy
eddy: eddied,eddies
eden: eden
edge: edge,edges
edition: edition,editions
education: education
educational: educational
efface: effaced
effort: effort,efforts
egg: eggs
eggshell: eggshells
ego: ego
eighteen: eighteen
eileen: eileen
ejaculation: ejaculation,ejaculations
eke: eke
elaborate: elaborate
elaborately: elaborately
elastic: elastic
elbow: elbow,elbows
eld: eldest
elder: elder,elders
elderly: elderly
elect: elect,elected
election: election
electric: electric
electrocution: electrocution
electronic: electronic
electronically: electronically
elegance: elegance
element: element,elements
elements: elements
elephant: elephant,elephants
elevate: elevate
elfin: elfin
eliminate: eliminated
elizabeth: elizabeth
elizabethan: elizabethan,elizabethans
ellen: ellen
ellipsoid: ellipsoid
ellipsoidal: ellipsoidal
elliptical: elliptical
eloquence: eloquence
elude: elude,eluded
elusive: elusive
email: email
emancipation: emancipation
embarrassed: embarrassed
embay: embayed
embed: embedded
ember: embers
embittered: embittered
embittering: embittering
embitterment: embitterment
emblem: emblem,emblems
emboss: embossed
embrace: embrace,embraced,embraces
embrasure: embrasure
emerald: emerald
emerge: emerged,emerging
eminent: eminent
emma: emma
emotion: emotion,emotions
emotional: emotional
emotionalist: emotionalist
emperor: emperor
emphasis: emphasis
emphatically: emphatically
employee: employee,employees
enamel: enamel
enamelled: enamelled
encampment: encampment
enchant: enchanted
enchanted: enchanted
enchanting: enchanting
enchantment: enchantment
encircle: encircled
enclose: enclose,enclosed
encode: encoding
encounter: encounter
encouraging: encouraging
endeavour: endeavour,endeavoured,endeavouring
endless: endless
endow: endowed
endure: endure
enemy: enemies,enemy
energetically: energetically
energy: energy
enfold: enfolded
engender: engendered
england: england
english: english
englishman: englishman
enjoy: enjoy,enjoyed
enjoyment: enjoyment
enkindle: enkindled
enlarge: enlarged
enlighten: enlighten,enlightened
enlist: enlisted
enormity: enormities,enormity
enormous: enormous
enrage: enrage
enrich: enriched
ensure: ensuring
entangle: entangled
enter: enter,entered,entering
entered: entered
enterprise: enterprises
entertain: entertained
enthusiasm: enthusiasm,enthusiasms
entire: entire
entity: entity
entrails: entrails
entrance: entrance
entreat: entreated
entreaty: entreaty
entrenched: entrenched
entry: entry
enumerate: enumerate
envoy: envoy
envy: envied,envy
eon: eon,eons
ephod: ephod
epical: epical
episode: episode
epitaph: epitaph
equality: equality
equation: equation
equidistant: equidistant
equine: equine
equipment: equipment
equivocal: equivocal
era: eras
ere: ere
err: err,erred,erring
errand: errands
error: error,errors
escape: escape,escaped,escaping
esplanade: esplanade
espousal: espousal
essay: essay,essays
essence: essence
essential: essential
est: est
establish: established
establishment: establishment
esthetic: esthetic,esthetics
esthetically: esthetically
estrange: estranged
estrangement: estrangement
eternal: eternal
eternally: eternally
eternity: eternity
eton: eton
eucharist: eucharist
eucharistic: eucharistic
eugenics: eugenics
europe: europe
european: european
evade: evade
eve: eve
evening: evening,evenings
event: event
everlasting: everlasting
everlastingly: everlastingly
everliving: everliving
evil: evil,evils
evocation: evocation
evoke: evoke,evoked
evoker: evoker
exaltation: exaltation
exam: exams
examination: examination,examinations
examine: examine,examined,examining
excellent: excellent
excess: excess
excitable: excitable
excite: excite,excited
excited: excited
excitedly: excitedly
excitement: excitement
exciting: exciting
exclaim: exclaimed,exclaiming
exclusion: exclusion
excrement: excrement
excrementitious: excrementitious
excuse: excuse
execration: execration,execrations
exempt: exempt,exempted
exercise: exercise,exercises
exert: exerted
exhalation: exhalation
exhale: exhale
exhausted: exhausted
exhibition: exhibition
exhortation: exhortation
exile: exile,exiled
exist: existed,exists
existence: existence
exodus: exodus
exorcism: exorcism
expanse: expanse
expect: expect,expected
expectation: expectation
expel: expelled
expend: expend
expense: expense,expenses
experience: experience
experiment: experiments
explain: explain,explained
explanation: explanation
explore: explore
export: exporting
expose: exposed
express: express,expressed,expresses
expression: expression,expressions
expressionless: expressionless
expressively: expressively
expressly: expressly
expulsion: expulsion
exquisite: exquisite
extend: extending,extends
extension: extension
extensive: extensive
extent: extent
exterior: exterior
external: external
extinguish: extinguished
extra: extra
extreme: extreme
extremity: extremities
exult: exult,exulted
exultant: exultant
eye: eye,eyes
eyebrow: eyebrows
eyed: eyed
eyeglass: eyeglass
eyeless: eyeless
eyelid: eyelid,eyelids
fabled: fabled
fabric: fabric,fabrics
fabulous: fabulous
facies: facies
facility: facility
facing: facings
facto: facto
factory: factory
faculty: faculties,faculty
fade: fade,faded,fades,fading
fail: fail,failed,failing
failure: failure
faint: faint,fainter,fainting
faintly: faintly
fair: fair
fairy: fairy
faith: faith
faithful: faithful
falconry: falconry
fall: fall,fallen,falling,falls,fell
fallen: fallen
falling: fallings
false: false
falsehood: falsehood
fame: fame
familia: familia
familiar: familiar
family: family
famous: famous
fan: fanned
fancy: fancied,fancy
fantastic: fantastic
farcical: farcical
fare: fare
farewell: farewell
farmer: farmer
farmhand: farmhand
farmhouse: farmhouse
farrow: farrow
fart: farted
farth: farthest
farthing: farthing
fascinate: fascinated
fashion: fashion,fashioned
fast: fast,faster,fasts
fasting: fasting
fat: fat
fate: fate
father: father,fathers
fatherland: fatherland
fatten: fattened,fattening
fattish: fattish
fault: fault
favour: favour,favoured
favourable: favourable
favourite: favourite
fear: fear,feared,fearing,fears
fearful: fearful
fearless: fearless
fearlessly: fearlessly
feast: feast,feasts
feather: feathering,feathers
feathery: feathery
feature: featured,features
fed: fed
federal: federal
fee: fee,fees
feeble: feeble
feebly: feebly
feed: feed,feeding
feeding: feeding
feel: feel,feeling,feels
feeling: feeling,feelings
feign: feigned,feigning
feigned: feigned
fell: fells
fellow: fellow,fellows
female: female
fence: fence
fender: fender
fenian: fenian
ferment: ferment
ferrule: ferrule
fervent: fervent
fervently: fervently
fervour: fervour
fester: festering
festering: festering
festive: festive
festoon: festooned
fetid: fetid
fetter: fetters
fever: fever
fevered: fevered
feverish: feverish
fianna: fianna
fibre: fibres
field: field,fields
fiend: fiend,fiends
fiendish: fiendish
fiendishly: fiendishly
fierce: fierce,fiercer
fiercely: fiercely
fiery: fiery
fig: fig,figs
fight: fight,fought
figure: figure,figures
filch: filched
file: file,filed,files,filing
filial: filial
filing: filing
filling: filling
film: film
filter: filtered
filth: filth
filthily: filthily
filthy: filthy
final: final
finally: finally
financial: financial
fine: fine,finer
finely: finely
finespun: finespun
finger: finger,fingers
fingernail: fingernails
fingertip: fingertips
finish: finish,finished
firbolg: firbolg
firearm: firearms
firelight: firelight
fireplace: fireplace
firm: firm
firmament: firmament
firmly: firmly
fish: fish
fisher: fisher
fisherman: fishermen
fishy: fishy
fissure: fissure
fist: fist,fists
fit: fit,fitted
fitful: fitful
fitfully: fitfully
fitness: fitness
fitting: fitting
flabby: flabby
flag: flag,flags
flagstaff: flagstaff
flagstone: flagstone,flagstones
flake: flakes
flame: flame,flamed,flames,flaming
flanders: flanders
flank: flanked,flanks
flannel: flannel,flannels
flap: flapping,flaps
flapless: flapless
flare: flaring
flash: flash,flashed,flashing
flask: flask
flat: flat
flatly: flatly
flattened: flattened
flatter: flattered
flattered: flattered
flattering: flattering
flavour: flavour
fleck: flecked
flee: fled,flee
fleece: fleece
fleet: fleet
fleming: fleming
flesh: flesh
flexible: flexible
flicker: flickered,flickering
flight: flight
fling: flinging,flung
flippant: flippant
flirt: flirt,flirted
flit: flitting
float: floated,floating
flock: flock,flocks
flog: flog,flogged,flogging
flood: flood,flooded,flooding
floor: floor
florid: florid
flounder: floundering
flour: flour
flourish: flourish
flout: flouted
flow: flowed,flowing
flower: flower,flowers
flowering: flowering
flue: flue
fluent: fluent
fluff: fluff
fluid: fluid
flush: flush,flushed,flushes,flushing
flutter: flutter,fluttered,fluttering
fly: flew,flies,fly,flying
flyleaf: flyleaf
foam: foam
focus: focus
foe: foe
fog: fog
foggy: foggy
foil: foiled
fold: fold,folded,folding,folds
follow: follow
follower: follower,followers
folly: folly
fond: fond
font: font
food: food,foods
fool: fool
foolish: foolish
foot: feet,foot
football: football
footboard: footboard
footed: footed
footpath: footpath
footstep: footsteps
footstool: footstool
foray: forays
forbearance: forbearance
forbid: forbidding
forbidden: forbidden
force: force,forced
forefinger: forefinger
forehead: forehead
foreign: foreign
foreigner: foreigners
foreknow: foreknew
foreknowledge: foreknowledge
foremost: foremost
foresee: foresaw
foreshore: foreshore
forest: forest
forester: forester
forewarn: forewarned
forfeit: forfeited
forge: forge,forging
forget: forget,forgetting,forgot,forgotten
forgive: forgive,forgiven
forgiveness: forgiveness
fork: fork
form: form,formed,forming,forms
formal: formal
format: format,formats
formless: formless
formula: formula
forsake: forsake
fortieth: fortieth
fortnight: fortnight
fortune: fortune
foster: foster
fosterage: fosterage
foul: foul,fouled
foully: foully
foulness: foulness
foundation: foundation
founder: founder
fountain: fountain,fountains
fourteenth: fourteenth
fourth: fourth
fowl: fowl
fox: fox,foxes,foxing
foxy: foxy
fragment: fragment,fragments
fragrance: fragrance
fragrant: fragrant
frail: frail
frame: frame,framed,frames
france: france
francis: francis
franciscan: franciscan,franciscans
frank: frank
frankincense: frankincense
frankly: frankly
fraught: fraught
fray: frayed
freckled: freckled
freedom: freedom
freely: freely
freemason: freemason
french: french
frenchman: frenchman
frenzy: frenzy
frequency: frequency
frequent: frequent
frequently: frequently
fresh: fresh
fret: fret,frets
friar: friar
friday: friday
friend: friend,friends
friendliness: friendliness
friendly: friendly
friendship: friendship,friendships
fright: fright
frightened: frightened
frightful: frightful
fringe: fringe,fringes
fritter: fritters
fro: fro
frog: frog
frontispiece: frontispiece
froth: froth
frown: frown,frowned,frowning
frowsy: frowsy
fruit: fruit,fruits
fruitful: fruitful
fruitless: fruitless
fruitlessly: fruitlessly
frustrate: frustrate
fry: fried
fudge: fudge
fulfil: fulfilled,fulfilling
fullness: fullness
fumble: fumbled,fumbling
fume: fume,fumes
fun: fun
function: functions
funds: funds
fungus: fungus
funk: funk
funnel: funnel
funny: funny
furious: furious
furiously: furiously
furled: furled
furlong: furlong
furnace: furnace
furnish: furnished
furniture: furniture
furtive: furtive
fury: fury
fuse: fused
futile: futile
future: future
gabriel: gabriel
gades: gades
gael: gael
gaily: gaily
gain: gain,gained
gait: gait
gallant: gallant
gallery: galleries,gallery
gallnut: gallnuts
gallop: galloping
game: game,games
gamecock: gamecocks
gang: gang
garden: garden,gardens
garish: garish
garment: garments
garner: garner
garrulous: garrulous
gas: gas
gate: gate,gates
gather: gather,gathered,gathering
gathering: gathering
gaudy: gaudy
gay: gay
gaze: gaze,gazed,gazes,gazing
gem: gems
gender: genders
generalization: generalization
generation: generations
generous: generous
generously: generously
gent: gents
genteel: genteel
gentle: gentle
gentleman: gentleman,gentlemen
gentlewoman: gentlewomen
gently: gently
genuflect: genuflecting
geography: geography
george: george
german: german
germany: germany
gestation: gestation
gesture: gesture,gestures
ghost: ghost,ghosts
ghostly: ghostly
gibbet: gibbet,gibbeted
gibe: gibes,gibing
gift: gift,gifts
gilbert: gilbert
gill: gills
gingerly: gingerly
gipsy: gipsy
gipsylike: gipsylike
giraffe: giraffe
girdle: girdle
girl: girl,girls
girlish: girlish
girt: girt
girth: girth
giver: giver,givers
glad: glad
gladness: gladness
gladstone: gladstone
glance: glance,glanced,glancing
gland: gland
glare: glare
glass: glass,glasses
glassy: glassy
gleam: gleamed,gleaming
glee: glee
glibly: glibly
glimmer: glimmer,glimmered,glimmering
glimmering: glimmering
glimpse: glimpse,glimpses
glint: glint
glisten: glistening
glitter: glittered
gloat: gloat
gloom: gloom
gloomily: gloomily
gloomy: gloomy
gloriam: gloriam
glorify: glorified
glorious: glorious
glory: glories,glory
glossy: glossy
glove: glove,gloves
gloved: gloved
glow: glow,glowed,glowing
glower: glowering
gluttonous: gluttonous
gluttony: gluttony
glynn: glynn
gnaw: gnawed,gnaws
goad: goaded,goads
goal: goal,goals
goalpost: goalposts
goat: goat
goatee: goatee
goatish: goatish
goblet: goblet
god: god,gods
godforsaken: godforsaken
godhead: godhead
goethe: goethe
gold: gold
golden: golden
goodbye: goodbye
goodhearted: goodhearted
goodness: goodness
goodnight: goodnight
goose: geese,goose
gorgeous: gorgeous
gospel: gospel,gospels
gossip: gossip
govern: govern
governor: governor
gown: gown,gowns
grace: grace
gradual: gradual
gradually: gradually
grain: grain,grains
grammar: grammar
grand: grand
grandchild: grandchildren
grandfather: grandfather
grandnephew: grandnephew
granduncle: granduncle
grant: granted
grape: grapes
grapple: grapple
grasp: grasp,grasping,grasps
grass: grass,grasses
grassplot: grassplot
grate: grate,grating
gratefully: gratefully
grave: grave
gravel: gravel
gravely: gravely
graveyard: graveyard
gravity: gravity
gravy: gravy
grease: grease,greased
greasy: greasy
greave: greaves
greece: greece
greek: greek
green: green
greet: greet,greeted,greeting
greeting: greeting
grey: grey,greyed
greyhound: greyhounds
greyly: greyly
greyness: greyness
grief: grief
grieving: grieving
grievous: grievous
griffin: griffin
grim: grim
grimace: grimace
grimy: grimy
grin: grin,grinned
grip: grip,gripped,gripping
grit: grit
grizzled: grizzled
groan: groaning,groans
groceries: groceries
grocery: groceries
groin: groins
grooved: grooved
grope: grope,groping
gross: gross
grossness: grossness
ground: ground
grounds: grounds
groves: groves
grow: grew,grow,growing,grown,grows
grownup: grownup
growth: growth
gruel: gruel
grunt: grunting
guard: guards
guardian: guardian,guardians
guess: guess
guest: guest,guests
guffaw: guffaw
guidance: guidance
guide: guide,guiding
guido: guido
guile: guile
guilelessness: guilelessness
guilt: guilt
guilty: guilty
guinea: guinea,guineas
gulf: gulf
gulp: gulped,gulping
gun: guns
gunpowder: gunpowder
gurgle: gurgling
gust: gust,gusts
gut: guts
gutter: gutter
guzzle: guzzle
gymnasium: gymnasium
gymnastic: gymnastic
ha: ha
habit: habit,habits
habitation: habitation
hack: hack,hacking
hacking: hacking
haha: haha
hair: hair,hairs
hairpin: hairpins
hairy: hairy
hale: hale
hall: hall,halls
hallowed: hallowed
hallway: hallway
halt: halt,halted,halting,halts
ham: ham
hamilton: hamilton
hamper: hamper
hand: hand,handed,hands
handball: handball
handful: handful,handfuls
handicapped: handicapped
handiwork: handiwork
handkerchief: handkerchief
handle: handle,handling
handling: handling
handsel: handsel
handsome: handsome,handsomest
hang: hanged,hanging,hung
hansom: hansom
happen: happen,happened
happiness: happiness
happy: happier,happiest,happy
harbour: harbour
hard: hard,harder
harden: hardened,hardening
hardship: hardship
hare: hares
harlot: harlots
harm: harm
harmless: harmless
harmonious: harmonious
harmonise: harmonised
harmony: harmony
harness: harness
harold: harold
harp: harping
harridan: harridan
harry: harry
harsh: harsh
harshly: harshly
hart: hart,harts
hash: hash
hast: hast
haste: haste
hasty: hasty
hat: hat,hats
hate: hate,hated,hates
hateful: hateful
hatred: hatred
haughty: haughty
haul: hauled
hawk: hawk
hawklike: hawklike
hayseed: hayseeds
haze: haze
head: head,headed,heads
headless: headless
headline: headline
headlong: headlong
health: health
healthy: healthy
heap: heaped,heaps
hear: hear,heard,hearing
hearer: hearer,hearers
hearing: hearing
heart: heart,hearts
heartburn: heartburn
hearth: hearth
hearthrug: hearthrug
heartily: heartily
hearty: hearty
heat: heat
heated: heated
heath: heath
heaven: heaven,heavens
heavenly: heavenly
heavily: heavily
heaviness: heaviness
heavy: heavy
hedge: hedge,hedges
heed: heed
heedless: heedless
heel: heel,heels
heifer: heifer
heighten: heightened
heinous: heinous
heir: heir,heirs
hellfire: hellfire
hellish: hellish
hellward: hellward
helper: helpers
helpless: helpless
helplessly: helplessly
henry: henry
heraldry: heraldry
herb: herbs
herd: herd
heredity: heredity
heresy: heresy
heretic: heretic
hero: hero
heroic: heroic
heron: heron
hew: hewn
hickey: hickey
hidden: hidden
hide: hidden,hide,hiding
hideous: hideous
highland: highland
highly: highly
hill: hill,hills
hillock: hillocks
hind: hinds
hinder: hinder
hingeless: hingeless
hip: hips
hireling: hirelings
hiss: hiss,hissed,hisses
history: history
hit: hit
hitherto: hitherto
hoard: hoard
hoarding: hoardings
hoarse: hoarse
hoarsely: hoarsely
hob: hob
hogwash: hogwash
hoho: hoho
hoist: hoisted
hold: held,hold,holding,holds
holder: holder,holders
hole: hole
holiday: holiday,holidays
holily: holily
holiness: holiness
holland: holland
hollow: hollow
holly: holly
holy: holy
hom: hom
homage: homage
homely: homely
homeward: homeward
homewards: homewards
honest: honest
honey: honey
honour: honour,honoured,honours
honourable: honourable
hooded: hooded
hoodwink: hoodwink,hoodwinked
hoof: hoofs
hooked: hooked
hoop: hoop
hoosh: hoosh
hope: hope,hoped
hopeless: hopeless
horace: horace
horizon: horizon
hornpipe: hornpipe
horny: horny
horrible: horrible
horrid: horrid
horror: horror
horse: horse,horses
horsehair: horsehair
horseplay: horseplay
hospital: hospital
host: host
hostile: hostile
hot: hot
hotel: hotel
hotly: hotly
hottentot: hottentot
hound: hounded,hounds
hour: hour,hours
house: house,housed,houses
household: household
howl: howl,howling,howls
hoyden: hoyden
hoydenish: hoydenish
huddle: huddled,huddling
hue: hue
hueless: hueless
huge: huge
hugo: hugo
hulk: hulks
hum: hum,hummed
human: human
humanity: humanity
humble: humble,humbled,humblest
humbly: humbly
humeral: humeral
humiliate: humiliate,humiliated
humiliating: humiliating
humiliation: humiliation
humility: humility
humour: humour
hundredfold: hundredfold
hundredth: hundredth
hung: hung
hungrily: hungrily
hungry: hungry
hunkers: hunkers
hunter: hunter
hurl: hurl,hurled,hurling
hurley: hurley
hurray: hurray
hurricane: hurricane
hurroo: hurroo
hurry: hurried,hurry,hurrying
hurt: hurt
hurtful: hurtful
hurtle: hurtled
husband: husband,husbands
hush: hush,hushed
hustle: hustled
hustling: hustling
hymn: hymn
hymnal: hymnal
hypocrisy: hypocrisy
hypocrite: hypocrite,hypocrites
hypothenuse: hypothenuse
hypothesis: hypothesis
hysterical: hysterical
ibis: ibis
icon: icon
idea: idea,ideas
ideal: ideal,ideals
idealism: idealism
idealist: idealist
idealistic: idealistic
identification: identification
identify: identify
idiom: idioms
idiot: idiot
idle: idle,idlest
idler: idler
idly: idly
idolater: idolaters
ignatius: ignatius
ignoble: ignoble
ignorance: ignorance
iii: iii
illogical: illogical
illuminate: illuminated
illusion: illusion
illustrate: illustrate
illustrious: illustrious
image: image,images
imagery: imagery
imagination: imagination,imaginations
imagine: imagine,imagined,imagining
imbecile: imbecile
imitate: imitate,imitated
imitation: imitation
immeasurable: immeasurable
immeasurably: immeasurably
immense: immense
immensely: immensely
immerse: immersed
imminent: imminent
immodest: immodest
immoral: immoral
immortal: immortal
immune: immune
immunity: immunity
impalpable: impalpable
impart: impart
impartially: impartially
impassible: impassible
impassive: impassive
impatience: impatience
impatient: impatient
impatiently: impatiently
impel: impelled
impenetrable: impenetrable
impenitence: impenitence
imperfection: imperfection,imperfections
imperishable: imperishable
impersonal: impersonal
implicit: implicit
implore: implore
imply: implied
importune: importuned
impose: imposed
imposition: imposition
impossible: impossible
impotent: impotent
impress: impress
impression: impression
imprint: imprints
improper: improper
impudent: impudent
impulse: impulse,impulses
impure: impure
impurity: impurity
inaccurate: inaccurate
inaction: inaction
inalienably: inalienably
inanition: inanition
inarticulate: inarticulate
inattention: inattention
inaudible: inaudible
inbreathe: inbreathed
inbred: inbred
incapable: incapable
incense: incense,incensing
incertitude: incertitude
incestuous: incestuous
inch: inch
incident: incident,incidents
incidental: incidental
incite: incited
incline: incline,inclined,inclining
include: include,included,includes,including
including: including
incoherent: incoherent
incommunicable: incommunicable
incomplete: incomplete
incomprehensibility: incomprehensibility
increase: increased,increasing
incredible: incredible
indelible: indelible
indelicate: indelicate
indelicateness: indelicateness
indemnify: indemnify
indemnity: indemnity
independent: independent
india: india
indian: indian,indians
indication: indication
indies: indies
indifference: indifference
indifferent: indifferent
indignation: indignation
indignity: indignity
indirect: indirect
indirectly: indirectly
indispensable: indispensable
indistinct: indistinct
individual: individual
induce: induce,induced,induces
indulge: indulge,indulging
indulgence: indulgence,indulgences
indulgent: indulgent
indulgently: indulgently
ineffectiveness: ineffectiveness
ineffectual: ineffectual
inexact: inexact
inexhaustible: inexhaustible
inexperience: inexperience
inexpressive: inexpressive
infantry: infantry
infect: infect
infection: infection
inferior: inferior
infernal: infernal
infinite: infinite
infinitely: infinitely
infirmary: infirmary
inflame: inflaming
inflict: inflicted
influence: influence,influenced
informer: informer,informers
infrahuman: infrahuman
infringe: infringed
infringement: infringement
infuriate: infuriated
infuse: infusing
ingenuity: ingenuity
ingomar: ingomar
inhabit: inhabit
inhale: inhaling
inheritance: inheritance
inhuman: inhuman
iniquitous: iniquitous
initial: initial,initials
injure: injured
injury: injuries
ink: ink
inky: inky
innocence: innocence
innocent: innocent
innumerable: innumerable
inquire: inquire
inquisitive: inquisitive
insect: insect
insensible: insensible
insignificant: insignificant
insincerity: insincerity
insist: insisting,insists
insistence: insistence
insistent: insistent
insistently: insistently
insolence: insolence
inspiration: inspiration
instance: instance
instant: instant,instants
instantaneous: instantaneous
instinct: instinct,instincts
instinctive: instinctive
institute: instituted
institution: institution
instructive: instructive
instrument: instrument,instruments
insufflation: insufflation
insulate: insulates
insulated: insulated
insult: insult,insulted
intangible: intangible
intellect: intellect
intellection: intellection
intellectual: intellectual
intelligence: intelligence
intelligent: intelligent
intelligible: intelligible
intend: intend,intended
intense: intense
intensely: intensely
intensify: intensified
intensity: intensity
intent: intent
intention: intention,intentions
intently: intently
inter: inter
intercede: intercede
interior: interior
interject: interjected
interleave: interleaved
internal: internal
international: international
interpret: interpret,interpreted
interrupt: interrupted
interrupted: interrupted
interstice: interstices
interval: intervals
interweave: interwoven
intimacy: intimacy
intimately: intimately
intolerable: intolerable
intolerably: intolerably
intone: intoned,intoning
intricate: intricate
intrigue: intrigue
intriguer: intriguers
introduction: introduction
intrusion: intrusions
intuition: intuition
invalidity: invalidity
invent: invented,inventing
inventiveness: inventiveness
inventor: inventor
invert: inverted
invest: invested
investor: investor
invisible: invisible
invite: invite,invited,inviting
involuntarily: involuntarily
ipso: ipso
ire: ire
ireland: ireland
irish: irish
irishman: irishman
irishmen: irishmen
irk: irk
iron: iron
ironically: ironically
irradiate: irradiate
irregular: irregular
irresistibly: irresistibly
irresolutely: irresolutely
irresolution: irresolution
irreverence: irreverence
irrevocable: irrevocable
irritated: irritated
irritation: irritation
irs: irs
island: island,islanding
isle: isles
isolation: isolation
issue: issued,issuing
italian: italian
itch: itch
item: item
iv: iv
ivory: ivory
ivy: ivy
jack: jack
jackass: jackass
jackeen: jackeen
jacket: jacket
jackknife: jackknife
jacob: jacob
jacques: jacques
jade: jaded
jaded: jaded
jagged: jagged
jamb: jambs
james: james
jangled: jangled
japan: japan,japanned
jar: jar,jars
jargon: jargon,jargons
jarvy: jarvies
jaw: jaw,jaws
jaws: jaws
jealous: jealous
jean: jean
jeer: jeer,jeering
jellylike: jellylike
jericho: jericho
jerk: jerked,jerking,jerks
jerusalem: jerusalem
jesting: jesting
jesu: jesu
jesuit: jesuit,jesuits
jesus: jesus
jetsam: jetsam
jew: jews
jewel: jewel
jewelly: jewelly
jewish: jewish
jews: jews
jiffy: jiffy
jim: jim
jimmy: jimmy
jingle: jingle,jingling
job: job
joey: joey
jog: jogged
john: john
johnny: johnny
joined: joined
joke: joke,joking
jolly: jolly
jones: jones
joseph: joseph
josephine: josephine
jostle: jostle,jostled
journal: journal
journey: journey,journeying
jove: jove
jovial: jovial
joy: joy,joys
joyce: joyce
joyful: joyful
juan: juan
judge: judge,judged
judgement: judgement,judgements
jug: jug
juggle: juggle
juice: juice
julius: julius
july: july
jump: jump,jumped
jumper: jumpers
jupe: jupes
justice: justice
jut: jutting
juxta: juxta
keen: keen
keenly: keenly
keeper: keeper
kelly: kelly
kendal: kendal
kenny: kenny
kentish: kentish
kerry: kerry
kettle: kettle
key: key
keyboard: keyboard
kick: kick,kicking
kidney: kidney
kill: kill,killed,kills
killarney: killarney
kilt: kilted,kilting
kindle: kindle,kindled,kindling
kindly: kindly
kinesis: kinesis
kinetic: kinetic
king: king,kings
kingdom: kingdom
kinship: kinship
kinsman: kinsman,kinsmen
kiss: kiss,kissed,kisses,kissing
kisser: kisser
kitchen: kitchen
kitty: kitty
knee: knee,knees
kneel: kneel,kneeling,knelt
knickers: knickers
knife: knife,knives
knifeboard: knifeboard
knight: knight
knightly: knightly
knob: knob
knock: knocked
knot: knotted
knotting: knotting
knotty: knotty
knowledge: knowledge
knuckly: knuckly
labour: labour,laboured,labours
lace: lace,laces
lacy: lacy
laden: laden
ladle: ladled
lady: ladies,lady
laggard: laggards
lair: lair
lake: lake,lakes
lakelike: lakelike
lamb: lamb
lambent: lambent
lame: lame
lamp: lamp,lamps
lancaster: lancaster
lance: lance
land: land,lands
landing: landing
landlord: landlord
landmark: landmark
landward: landward
lane: lane,lanes
laneway: laneway
language: language,languages
languid: languid
languor: languor
languorous: languorous
lank: lank
lantern: lantern,lanterns
laocoon: laocoon
lap: lap
lapping: lapping
lapse: lapse,lapsed
lark: lark
lash: lashes
lasting: lasting
latchless: latchless
late: late
latecomer: latecomer
latin: latin
latinist: latinist
latticed: latticed
laugh: laugh,laughed,laughing
laughter: laughter
laurel: laurel
lavatory: lavatory
lavender: lavender
lavish: lavish
law: law,laws
lawfully: lawfully
lawless: lawless
lawn: lawn
lawton: lawton
lax: lax
lay: laid,lay,laying,lays
layman: layman
lazily: lazily
lazy: lazy
lead: lead,leading,leads,led
leader: leader,leaders
leaf: leaf,leaves
leafage: leafage
leafless: leafless
league: league,leagues
lean: lean,leaned,leaning
leaning: leaning
leanness: leanness
leap: leap,leaped,leaping,leapt
learn: learn,learned,learnt
learning: learning
leather: leather
leave: leave,leaves,leaving,left
leavetaking: leavetaking
lecherous: lecherous
lecture: lecture,lectures
ledge: ledge
lee: lee
left: left
leg: leg,legs
legal: legal
legally: legally
legend: legend,legends
legendary: legendary
legion: legion
legitimate: legitimate
leicester: leicester
leisure: leisure
leisurely: leisurely
lemon: lemon
lend: lend,lends,lent
lent: lent
leopard: leopards
leprous: leprous
les: les
lesson: lesson,lessons
letter: letter,letters
levelheaded: levelheaded
levite: levite
lewd: lewd
liability: liability
liable: liable
liar: liar
libel: libel
liberal: liberal
liberally: liberally
liberation: liberation
liberator: liberator
liberty: liberty
library: libraries,library
lice: lice
license: license
licensed: licensed
lick: licking,licks
licking: licking
lid: lid
lie: lain,lie,lies,lying
lieu: lieu
lieutenant: lieutenant,lieutenants
life: life,lives
lifeless: lifeless
lifelong: lifelong
lift: lift,lifted,lifting
light: light,lighted,lighter,lighting,lights,lit
lighted: lighted
lighting: lighting
lightly: lightly
lightning: lightnings
lightsome: lightsome
likelihood: likelihood
liken: likened
likeness: likeness
lily: lily
limb: limb,limbs
limbed: limbed
limbo: limbo
lime: limes
limericks: limericks
